accepted_name	IUCN_category_old	IUCN_category_new	TS_category_old	TS_category_new	IUCN_old	IUCN_new	TS_global_old	TS_global_new
Licuala ferruginoides	NE	NE	NE	NE	0	0	0	0
Licuala flammula	NE	NE	NE	Threatened	0	0	0	1
Licuala flavida	NE	NE	NE	NE	0	0	0	0
Licuala flexuosa	NE	NE	NE	NE	0	0	0	0
Licuala fordiana	NE	NE	NE	Not Threatened	0	0	0	1
Licuala fractiflexa	NE	NE	NE	NE	0	0	0	0
Licuala gjellerupii	NE	NE	NE	NE	0	0	0	0
Licuala glaberrima	NE	NE	Possibly Threatened	NE	0	0	1	0
Licuala glabra	NE	NE	NE	Possibly Threatened	0	0	0	1
Licuala graminifolia	NE	NE	NE	NE	0	0	0	0
Licuala grandiflora	NE	NE	NE	NE	0	0	0	0
Licuala grandis	NE	NE	NE	NE	0	0	0	0
Licuala hallieriana	NE	NE	Threatened	Threatened	0	0	1	1
Licuala insignis	NE	NE	NE	NE	0	0	0	0
Licuala intermedia	NE	NE	NE	Not Threatened	0	0	0	1
Licuala kamarudinii	NE	NE	NE	NE	0	0	0	0
Licuala kemamanensis	NE	NE	Threatened	NE	0	0	1	0
Licuala khoonmengii	NE	NE	NE	NE	0	0	0	0
Licuala kiahii	NE	NE	Threatened	NE	0	0	1	0
Licuala kingiana	NE	NE	NE	NE	0	0	0	0
Licuala klossii	NE	NE	NE	NE	0	0	0	0
Licuala kuchingensis	NE	NE	NE	Threatened	0	0	0	1
Licuala kunstleri	NE	NE	NE	NE	0	0	0	0
Licuala lambii	NE	NE	NE	Data Deficient	0	0	0	1
Licuala lanata	NE	NE	Threatened	Threatened	0	0	1	1
Licuala lanuginosa	NE	NE	Threatened	NE	0	0	1	0
Licuala lauterbachii	NE	NE	NE	NE	0	0	0	0
Licuala leopoldii	NE	NE	NE	Data Deficient	0	0	0	1
Licuala leprosa	NE	NE	NE	NE	0	0	0	0
Licuala leptocalyx	NE	NE	NE	NE	0	0	0	0
Licuala leucocarpa	NE	NE	NE	Data Deficient	0	0	0	1
Licuala linearis	NE	NE	NE	NE	0	0	0	0
Licuala longicalycata	NE	NE	Threatened	NE	0	0	1	0
Licuala longiflora	NE	NE	NE	NE	0	0	0	0
Licuala longipes	NE	NE	NE	NE	0	0	0	0
Licuala longispadix	NE	NE	Threatened	NE	0	0	1	0
Licuala macrantha	NE	NE	NE	NE	0	0	0	0
Licuala maculata	NE	NE	NE	Data Deficient	0	0	0	1
Licuala magna	NE	NE	NE	NE	0	0	0	0
Licuala malajana	NE	LC	Threatened	Not Threatened	0	1	1	1
Licuala manglaensis	NE	NE	NE	NE	0	0	0	0
Licuala mattanensis	NE	NE	NE	Threatened	0	0	0	1
Licuala meijeri	NE	NE	NE	Possibly Threatened	0	0	0	1
Licuala merguensis	NE	NE	NE	NE	0	0	0	0
Licuala micholitzii	NE	NE	NE	Threatened	0	0	0	1
Licuala micrantha	NE	NE	NE	NE	0	0	0	0
Licuala mirabilis	NE	NE	Threatened	NE	0	0	1	0
Licuala miriensis	NE	NE	NE	Threatened	0	0	0	1
Licuala modesta	NE	NE	Threatened	NE	0	0	1	0
Licuala montana	NE	NE	NE	NE	0	0	0	0
Licuala moszkowskiana	NE	NE	NE	NE	0	0	0	0
Licuala moyseyi	NE	NE	Threatened	NE	0	0	1	0
Licuala mukahensis	NE	NE	NE	Threatened	0	0	0	1
Licuala mustapana	NE	NE	NE	NE	0	0	0	0
Licuala nana	NE	NE	NE	NE	0	0	0	0
Licuala naumannii	NE	NE	NE	NE	0	0	0	0
Licuala naumoniensis	NE	NE	NE	NE	0	0	0	0
Licuala olivifera	NE	NE	NE	Not Threatened	0	0	0	1
Licuala oliviformis	NE	NE	NE	NE	0	0	0	0
Licuala oninensis	NE	NE	NE	NE	0	0	0	0
Licuala orbicularis	NE	NE	NE	Threatened	0	0	0	1
Licuala oryzoides	NE	NE	NE	Data Deficient	0	0	0	1
Licuala pachycalyx	NE	NE	NE	NE	0	0	0	0
Licuala pahangensis	NE	NE	Threatened	NE	0	0	1	0
Licuala palas	NE	NE	NE	NE	0	0	0	0
Licuala paludosa	NE	NE	NE	Threatened	0	0	0	1
Licuala parviflora	NE	NE	NE	NE	0	0	0	0
Licuala patens	NE	NE	NE	NE	0	0	0	0
Licuala paucisecta	NE	NE	NE	Threatened	0	0	0	1
Licuala peekelii	NE	NE	NE	NE	0	0	0	0
Licuala peltata	NE	NE	NE	NE	0	0	0	0
Licuala penduliflora	NE	NE	NE	NE	0	0	0	0
Licuala petiolulata	NE	NE	NE	Not Threatened	0	0	0	1
Licuala pilosa	NE	NE	NE	Data Deficient	0	0	0	1
Licuala pitta	NE	NE	NE	NE	0	0	0	0
Licuala platydactyla	NE	NE	NE	NE	0	0	0	0
Licuala polyschista	NE	DD	NE	Data Deficient	0	1	0	1
Licuala poonsakii	NE	NE	NE	NE	0	0	0	0
Licuala pseudovalida	NE	NE	NE	NE	0	0	0	0
Licuala pulchella	NE	NE	NE	NE	0	0	0	0
Licuala pumila	NE	NE	Possibly Threatened	NE	0	0	1	0
Licuala punctulata	NE	NE	NE	Threatened	0	0	0	1
Licuala pusilla	NE	NE	Threatened	NE	0	0	1	0
Licuala radula	NE	NE	NE	NE	0	0	0	0
Licuala ramsayi	NE	NE	NE	NE	0	0	0	0
Licuala reptans	NE	NE	NE	Data Deficient	0	0	0	1
Licuala rheophytica	NE	NE	NE	Threatened	0	0	0	1
Licuala ridleyana	NE	NE	Threatened,Possibly Threatened	NE	0	0	3	0
Licuala robinsoniana	NE	NE	Possibly Threatened	NE	0	0	1	0
Licuala robusta	NE	NE	NE	NE	0	0	0	0
Licuala rubiginosa	NE	NE	NE	Threatened	0	0	0	1
Licuala rumphii	NE	NE	NE	NE	0	0	0	0
Licuala ruthiae	NE	NE	NE	NE	0	0	0	0
Licuala sabahana	NE	NE	NE	Threatened	0	0	0	1
Licuala sallehana	NE	NE	NE	NE	0	0	0	0
Licuala sarawakensis	NE	NE	NE	Threatened	0	0	0	1
Licuala scortechinii	NE	NE	Possibly Threatened	NE	0	0	1	0
Licuala simplex	NE	NE	NE	NE	0	0	0	0
Licuala spathellifera	NE	NE	NE	Threatened	0	0	0	1
Licuala spectabilis	NE	NE	NE	NE	0	0	0	0
Licuala spicata	NE	NE	NE	Threatened	0	0	0	1
Licuala spinosa	NE	NE	NE	Not Threatened	0	0	0	1
Licuala steinii	NE	DD	NE	Data Deficient	0	1	0	1
Licuala stipitata	NE	NE	NE	NE	0	0	0	0
Licuala stongensis	NE	NE	NE	NE	0	0	0	0
Licuala tanycola	NE	NE	NE	NE	0	0	0	0
Licuala taynguyensis	NE	NE	NE	NE	0	0	0	0
Licuala telifera	NE	LC	NE	Not Threatened	0	1	0	1
Licuala tenuissima	NE	NE	NE	NE	0	0	0	0
Licuala terengganuensis	NE	NE	NE	NE	0	0	0	0
Licuala thoana	NE	NE	NE	NE	0	0	0	0
Licuala tiomanensis	NE	NE	Threatened	NE	0	0	1	0
Licuala triphylla	NE	NE	NE	Not Threatened	0	0	0	1
Licuala urciflora	NE	NE	NE	NE	0	0	0	0
Licuala whitmorei	NE	NE	NE	NE	0	0	0	0
Licuala yiiana	NE	NE	NE	Data Deficient	0	0	0	1
Linospadix albertisianus	NE	NE	NE	NE	0	0	0	0
Linospadix apetiolatus	NE	NE	NE	NE	0	0	0	0
Linospadix caninus	NE	NE	NE	NE	0	0	0	0
Linospadix microcaryus	NE	NE	NE	NE	0	0	0	0
Linospadix minor	NE	NE	NE	NE	0	0	0	0
Linospadix monostachyos	NE	NE	NE	NE	0	0	0	0
Linospadix palmerianus	NE	NT	NE	Possibly Threatened	0	1	0	1
Livistona alfredii	NT	NE	Possibly Threatened	NE	1	0	1	0
Livistona australis	NE	NE	NE	NE	0	0	0	0
Livistona benthamii	NE	NE	NE	NE	0	0	0	0
Livistona boninensis	NE	NE	NE	NE	0	0	0	0
Livistona carinensis	VU	NE	Threatened	NE	1	0	1	0
Livistona chinensis	NE	NE	NE	NE	0	0	0	0
Livistona concinna	NE	NE	NE	NE	0	0	0	0
Livistona decora	NE	NE	NE	NE	0	0	0	0
Livistona drudei	EN	NE	Threatened	NE	1	0	1	0
Livistona eastonii	NE	NE	NE	NE	0	0	0	0
Livistona endauensis	NT	NE	Possibly Threatened	NE	1	0	1	0
Livistona exigua	NE	NE	Possibly Threatened	NE	0	0	1	0
Livistona fulva	NE	NE	NE	NE	0	0	0	0
Livistona halongensis	NE	NE	NE	NE	0	0	0	0
Livistona humilis	NE	NE	NE	NE	0	0	0	0
Livistona inermis	NE	NE	NE	NE	0	0	0	0
Livistona jenkinsiana	NE	NE	Threatened	NE	0	0	1	0
Livistona lanuginosa	NE	NE	Threatened	NE	0	0	1	0
Livistona lorophylla	NE	LC	NE	Not Threatened	0	1	0	1
Livistona mariae	NT	NE	Possibly Threatened	NE	1	0	1	0
Livistona muelleri	NE	NE	NE	NE	0	0	0	0
Livistona nasmophila	NE	NE	NE	NE	0	0	0	0
Livistona nitida	NE	NE	NE	NE	0	0	0	0
Livistona rigida	NE	NE	NE	NE	0	0	0	0
Livistona saribus	DD	NE	Data Deficient	NE	1	0	1	0
Livistona speciosa	NE	NE	NE	NE	0	0	0	0
Livistona tahanensis	NT	NE	Possibly Threatened	NE	1	0	1	0
Livistona victoriae	NE	NE	NE	NE	0	0	0	0
Lodoicea maldivica	NE	EN	Threatened	Threatened	0	1	1	1
Loxococcus rupicola	CR	NE	Threatened	NE	1	0	1	0
Manicaria martiana	NE	NE	NE	NE	0	0	0	0
Manicaria saccifera	NE	NE	NE	NE	0	0	0	0
Manjekia maturbongsii	NE	NE	NE	Threatened	0	0	0	1
Marojejya darianii	NE	EN	Threatened	Threatened	0	1	1	1
Marojejya insignis	NE	LC	Threatened	Not Threatened	0	1	1	1
Masoala kona	NE	EN	Threatened	Threatened	0	1	1	1
Masoala madagascariensis	NE	CR	Threatened	Threatened	0	1	1	1
Mauritia carana	NT	NE	Possibly Threatened	NE	1	0	1	0
Mauritia flexuosa	NE	NE	NE	NE	0	0	0	0
Mauritiella aculeata	NE	NE	Possibly Threatened	NE	0	0	1	0
Mauritiella armata	NE	NE	NE	NE	0	0	0	0
Mauritiella macroclada	NE	NE	NE	NE	0	0	0	0
Mauritiella pumila	NE	NE	NE	NE	0	0	0	0
Maxburretia furtadoana	NE	NE	Threatened	NE	0	0	1	0
Maxburretia gracilis	NE	NE	Possibly Threatened	NE	0	0	1	0
Maxburretia rupicola	NE	NE	Threatened	NE	0	0	1	0
Medemia argun	CR	NE	Possibly Threatened,Threatened	NE	1	0	2	0
Metroxylon amicarum	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Metroxylon paulcoxii	NE	NE	NE	NE	0	0	0	0
Metroxylon sagu	NE	NE	NE	NE	0	0	0	0
Metroxylon salomonense	NE	NE	NE	NE	0	0	0	0
Metroxylon upoluense	NE	NE	NE	NE	0	0	0	0
Metroxylon vitiense	NE	EN	NE	Threatened	0	1	0	1
Metroxylon warburgii	LC	NE	Not Threatened	NE	1	0	1	0
Myrialepis paradoxa	NE	NE	Not Threatened	NE	0	0	1	0
Nannorrhops baluchestanica	NE	NE	NE	NE	0	0	0	0
Nannorrhops ritchieana	NE	NE	NE	NE	0	0	0	0
Nenga banaensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Nenga gajah	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Nenga grandiflora	NE	NE	Possibly Threatened	NE	0	0	1	0
Nenga macrocarpa	NE	NE	NE	NE	0	0	0	0
Nenga pumila	NE	NE	NE	NE	0	0	0	0
Neonicholsonia watsonii	NE	NE	NE	NE	0	0	0	0
Neoveitchia brunnea	NE	NE	NE	NE	0	0	0	0
Neoveitchia storckii	NE	EN	Threatened	Threatened	0	1	1	1
Nephrosperma vanhoutteanum	NE	LC	Threatened	Not Threatened	0	1	1	1
Normanbya normanbyi	VU	NE	Threatened	NE	1	0	1	0
Nypa fruticans	NE	LC	NE	Not Threatened	0	1	0	1
Oenocarpus bacaba	NE	NE	NE	NE	0	0	0	0
Oenocarpus balickii	NE	NE	Possibly Threatened	NE	0	0	1	0
Oenocarpus bataua	NE	NE	Possibly Threatened	NE	0	0	1	0
Oenocarpus circumtextus	VU	NE	Threatened	NE	1	0	1	0
Oenocarpus distichus	NE	NE	NE	NE	0	0	0	0
Oenocarpus makeru	DD	NE	Possibly Threatened	NE	1	0	1	0
Oenocarpus mapora	NE	NE	Threatened	NE	0	0	1	0
Oenocarpus minor	NE	NE	Possibly Threatened	NE	0	0	1	0
Oenocarpus simplex	DD	NE	Possibly Threatened	NE	1	0	1	0
Oncocalamus macrospathus	NE	LC	NE	Not Threatened	0	1	0	1
Oncocalamus mannii	NE	LC	NE	Not Threatened	0	1	0	1
Oncocalamus tuleyi	NE	LC	NE	Not Threatened	0	1	0	1
Oncocalamus wrightianus	NE	EN	NE	Threatened	0	1	0	1
Oncosperma fasciculatum	NT	NE	Threatened	NE	1	0	1	0
Oncosperma gracilipes	NE	NE	NE	NE	0	0	0	0
Oncosperma horridum	NE	NE	NE	NE	0	0	0	0
Oncosperma platyphyllum	VU	NE	Threatened	Threatened	1	0	1	1
Oncosperma tigillarium	NE	NE	NE	NE	0	0	0	0
Orania archboldiana	NE	NE	NE	NE	0	0	0	0
Orania bakeri	NE	NE	NE	NE	0	0	0	0
Orania dafonsoroensis	NE	NE	NE	NE	0	0	0	0
Orania decipiens	NT	NE	Possibly Threatened	NE	1	0	1	0
Orania deflexa	NE	NE	NE	NE	0	0	0	0
Orania disticha	NE	NE	NE	NE	0	0	0	0
Orania ferruginea	NE	NE	NE	NE	0	0	0	0
Orania gagavu	NE	NE	NE	NE	0	0	0	0
Orania glauca	NE	NE	NE	NE	0	0	0	0
Orania grandiflora	NE	NE	NE	NE	0	0	0	0
Orania lauterbachiana	NE	NE	NE	NE	0	0	0	0
Orania littoralis	NE	NE	NE	NE	0	0	0	0
Orania longisquama	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Orania longistaminodia	NE	NE	NE	NE	0	0	0	0
Orania macropetala	NE	NE	NE	NE	0	0	0	0
Orania micrantha	NE	NE	NE	NE	0	0	0	0
Orania oreophila	NE	NE	NE	NE	0	0	0	0
Orania palindan	NE	NE	NE	NE	0	0	0	0
Orania paraguanensis	NE	NE	NE	NE	0	0	0	0
Orania parva	NE	NE	NE	NE	0	0	0	0
Orania ravaka	NE	VU	Threatened	Threatened	0	1	1	1
Orania regalis	NE	NE	NE	NE	0	0	0	0
Orania subdisticha	NE	NE	NE	NE	0	0	0	0
Orania sylvicola	NT	NE	Possibly Threatened	NE	1	0	1	0
Orania tabubilensis	NE	NE	NE	NE	0	0	0	0
Orania timikae	NE	NE	NE	NE	0	0	0	0
Orania trispatha	NE	VU	Threatened	Threatened	0	1	1	1
Orania zonae	NE	NE	NE	NE	0	0	0	0
Oraniopsis appendiculata	NE	NE	NE	NE	0	0	0	0
Parajubaea cocoides	NE	NE	NE	NE	0	0	0	0
Parajubaea sunkha	EN	NE	Threatened	NE	1	0	1	0
Parajubaea torallyi	EN	NE	Threatened	Threatened	1	0	1	1
Pelagodoxa henryana	CR	NE	Threatened	NE	1	0	1	0
Phoenicophorium borsigianum	NE	LC	Threatened	Not Threatened	0	1	1	1
Phoenix acaulis	NE	NE	NE	NE	0	0	0	0
Phoenix atlantica	NE	EN	NE	Threatened	0	1	0	1
Phoenix caespitosa	NE	NE	NE	NE	0	0	0	0
Phoenix canariensis	NE	LC	NE	Not Threatened	0	1	0	1
Phoenix dactylifera	NE	NE	NE	NE	0	0	0	0
Phoenix loureiroi	NE	NE	Threatened	NE	0	0	1	0
Phoenix paludosa	NE	NT	NE	Possibly Threatened	0	1	0	1
Phoenix pusilla	NE	NE	Possibly Threatened	NE	0	0	2	0
Phoenix reclinata	NE	LC	NE	Not Threatened	0	1	0	1
Phoenix roebelenii	NE	NE	NE	NE	0	0	0	0
Phoenix rupicola	NT	NE	Possibly Threatened	NE	1	0	1	0
Phoenix sylvestris	NE	NE	NE	NE	0	0	0	0
Phoenix theophrasti	NT	NE	Possibly Threatened	NE	1	0	1	0
Pholidocarpus ihur	NE	NE	NE	NE	0	0	0	0
Pholidocarpus kingianus	VU	NE	Threatened	NE	1	0	1	0
Pholidocarpus macrocarpus	VU	NE	Threatened	NE	1	0	1	0
Pholidocarpus majadum	NE	LC	NE	Not Threatened	0	1	0	1
Pholidocarpus mucronatus	NE	NE	NE	NE	0	0	0	0
Pholidocarpus sumatranus	NE	NE	NE	NE	0	0	0	0
Pholidostachys amazonensis	NE	NE	NE	NE	0	0	0	0
Pholidostachys dactyloides	NE	NE	NE	NE	0	0	0	0
Pholidostachys kalbreyeri	NE	NE	NE	NE	0	0	0	0
Pholidostachys occidentalis	NE	NE	NE	NE	0	0	0	0
Pholidostachys panamensis	NE	NE	NE	NE	0	0	0	0
Pholidostachys pulchra	NE	NE	NE	NE	0	0	0	0
Pholidostachys sanluisensis	NE	NE	NE	NE	0	0	0	0
Pholidostachys synanthera	NE	NE	NE	NE	0	0	0	0
Physokentia avia	NE	NE	NE	NE	0	0	0	0
Physokentia dennisii	DD	NE	Data Deficient	NE	1	0	1	0
Physokentia insolita	NE	NE	NE	NE	0	0	0	0
Physokentia petiolata	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Physokentia tete	NT	NE	Possibly Threatened	NE	1	0	1	0
Physokentia thurstonii	NE	NT	Possibly Threatened	Possibly Threatened	0	1	1	1
Physokentia whitmorei	NE	NE	NE	NE	0	0	0	0
Phytelephas aequatorialis	NT	NE	Possibly Threatened	NE	1	0	1	0
Phytelephas macrocarpa	NT	NE	Possibly Threatened	NE	1	0	1	0
Phytelephas tenuicaulis	NE	NE	Possibly Threatened	NE	0	0	1	0
Phytelephas tumacana	EN	NE	Threatened	NE	1	0	1	0
Pigafetta elata	NE	NE	NE	NE	0	0	0	0
Pigafetta filaris	NE	NE	NE	NE	0	0	0	0
Pinanga acaulis	NE	NE	Threatened	NE	0	0	1	0
Pinanga acuminata	NE	NE	NE	NE	0	0	0	0
Pinanga adangensis	NE	NE	Threatened	NE	0	0	1	0
Pinanga albescens	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga andamanensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga angustisecta	NE	NE	NE	NE	0	0	0	0
Pinanga annamensis	NE	NE	NE	NE	0	0	0	0
Pinanga arinasae	NE	NE	NE	NE	0	0	0	0
Pinanga aristata	NE	NE	NE	NE	0	0	0	0
Pinanga arundinacea	NE	NE	NE	NE	0	0	0	0
Pinanga auriculata	NE	NE	NE	NE	0	0	0	0
Pinanga badia	NE	NE	NE	NE	0	0	0	0
Pinanga basilanensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga batanensis	NE	NE	NE	Threatened	0	0	0	1
Pinanga baviensis	NE	NE	NE	NE	0	0	0	0
Pinanga bicolana	NE	NE	NE	Threatened	0	0	0	1
Pinanga borneensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga brevipes	NE	NE	NE	NE	0	0	0	0
Pinanga brewsteriana	NE	NE	NE	NE	0	0	0	0
Pinanga caesia	NE	NE	NE	NE	0	0	0	0
Pinanga capitata	NE	NE	NE	NE	0	0	0	0
Pinanga cattienensis	NE	NE	NE	NE	0	0	0	0
Pinanga celebica	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga chaiana	NE	NE	NE	NE	0	0	0	0
Pinanga cleistantha	NE	NE	Threatened	NE	0	0	1	0
Pinanga copelandii	NE	NE	NE	NE	0	0	0	0
Pinanga coronata	NE	NE	NE	NE	0	0	0	0
Pinanga crassipes	NE	NE	NE	NE	0	0	0	0
Pinanga cucullata	NE	NE	NE	NE	0	0	0	0
Pinanga cupularis	NE	NE	NE	NE	0	0	0	0
Pinanga curranii	NE	NE	NE	NE	0	0	0	0
Pinanga declinata	NE	NE	NE	NE	0	0	0	0
Pinanga decora	NE	NE	NE	NE	0	0	0	0
Pinanga densiflora	NE	NE	NE	NE	0	0	0	0
Pinanga dicksonii	NE	NE	Threatened	NE	0	0	1	0
Pinanga disticha	NE	NE	NE	NE	0	0	0	0
Pinanga dumetosa	NE	NE	NE	NE	0	0	0	0
Pinanga egregia	NE	NE	NE	NE	0	0	0	0
Pinanga forbesii	NE	DD	NE	Data Deficient	0	1	0	1
Pinanga fractiflexa	NE	NE	NE	NE	0	0	0	0
Pinanga furfuracea	NE	NE	NE	NE	0	0	0	0
Pinanga geonomiformis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga glauca	NE	NE	NE	NE	0	0	0	0
Pinanga glaucescens	NE	NE	Threatened	NE	0	0	1	0
Pinanga glaucifolia	NE	NE	NE	Threatened	0	0	0	1
Pinanga globulifera	NE	NE	NE	NE	0	0	0	0
Pinanga gracilis	NE	NE	NE	NE	0	0	0	0
Pinanga gracillima	NE	NE	NE	NE	0	0	0	0
Pinanga grandijuga	NE	NE	NE	NE	0	0	0	0
Pinanga grandis	NE	NE	NE	NE	0	0	0	0
Pinanga griffithii	NE	NE	NE	NE	0	0	0	0
Pinanga heterophylla	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga hexasticha	NE	NE	NE	NE	0	0	0	0
Pinanga hookeriana	NE	NE	NE	NE	0	0	0	0
Pinanga humilis	NE	NE	NE	NE	0	0	0	0
Pinanga hymenospatha	NE	NE	NE	NE	0	0	0	0
Pinanga inaequalis	NE	NE	NE	NE	0	0	0	0
Pinanga insignis	NE	NE	NE	NE	0	0	0	0
Pinanga isabelensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga jamariensis	NE	NE	NE	NE	0	0	0	0
Pinanga jambusana	NE	NE	NE	NE	0	0	0	0
Pinanga javana	NE	NE	Threatened	NE	0	0	1	0
Pinanga johorensis	NE	NE	NE	NE	0	0	0	0
Pinanga keahii	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga kontumensis	NE	NE	NE	NE	0	0	0	0
Pinanga lacei	NE	NE	NE	NE	0	0	0	0
Pinanga latisecta	NE	NE	NE	NE	0	0	0	0
Pinanga lepidota	NE	NE	NE	NE	0	0	0	0
Pinanga ligulata	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga limbangensis	NE	NE	NE	NE	0	0	0	0
Pinanga limosa	NE	NE	NE	NE	0	0	0	0
Pinanga macrospadix	NE	NE	NE	NE	0	0	0	0
Pinanga maculata	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga malaiana	NE	NE	NE	NE	0	0	0	0
Pinanga manii	NE	NE	Threatened	NE	0	0	1	0
Pinanga megalocarpa	NE	NE	NE	NE	0	0	0	0
Pinanga micholitzii	NE	NE	NE	NE	0	0	0	0
Pinanga minor	NE	NE	NE	NE	0	0	0	0
Pinanga minuta	NE	NE	NE	NE	0	0	0	0
Pinanga mirabilis	NE	NE	NE	NE	0	0	0	0
Pinanga modesta	NE	NE	NE	NE	0	0	0	0
Pinanga mooreana	NE	NE	NE	NE	0	0	0	0
Pinanga negrosensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga nuichuensis	NE	NE	NE	NE	0	0	0	0
Pinanga pachycarpa	NE	NE	NE	NE	0	0	0	0
Pinanga pachyphylla	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga palustris	NE	NE	NE	NE	0	0	0	0
Pinanga pantiensis	NE	NE	NE	NE	0	0	0	0
Pinanga paradoxa	NE	NE	NE	NE	0	0	0	0
Pinanga parvula	NE	NE	NE	NE	0	0	0	0
Pinanga patula	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Pinanga pectinata	NE	NE	Threatened	NE	0	0	1	0
Pinanga perakensis	NE	NE	Threatened	NE	0	0	1	0
Pinanga philippinensis	NE	NE	NE	NE	0	0	0	0
Pinanga pilosa	NE	NE	NE	NE	0	0	0	0
Pinanga plicata	NE	NE	NE	NE	0	0	0	0
Pinanga polymorpha	NE	NE	NE	NE	0	0	0	0
Pinanga porrecta	NE	NE	NE	NE	0	0	0	0
Pinanga pulchella	NE	NE	NE	NE	0	0	0	0
Pinanga purpurea	NE	NE	NE	NE	0	0	0	0
Pinanga quadrijuga	NE	NE	NE	NE	0	0	0	0
Pinanga ridleyana	NE	NE	NE	NE	0	0	0	0
Pinanga rigida	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga riparia	NE	NE	NE	NE	0	0	0	0
Pinanga rivularis	NE	NE	NE	NE	0	0	0	0
Pinanga rumphiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga rupestris	NE	NE	NE	NE	0	0	0	0
Pinanga salicifolia	NE	NE	NE	NE	0	0	0	0
Pinanga samarana	NE	NE	Possibly Threatened	Threatened	0	0	1	1
Pinanga sarmentosa	NE	NE	NE	NE	0	0	0	0
Pinanga sclerophylla	NE	NE	Possibly Threatened	Threatened	0	0	1	1
Pinanga scortechinii	NE	NE	NE	NE	0	0	0	0
Pinanga sembilan	NE	NE	NE	NE	0	0	0	0
Pinanga sessilifolia	NE	NE	NE	NE	0	0	0	0
Pinanga sibuyanensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga sierramadreana	NE	NE	NE	NE	0	0	0	0
Pinanga simplicifrons	NE	NE	NE	NE	0	0	0	0
Pinanga singaporensis	NE	NE	NE	NE	0	0	0	0
Pinanga sobolifera	NE	NE	NE	Threatened	0	0	0	1
Pinanga speciosa	NE	NE	NE	NE	0	0	0	0
Pinanga stricta	NE	NE	Threatened	NE	0	0	1	0
Pinanga stylosa	NE	NE	NE	NE	0	0	0	0
Pinanga subintegra	NE	NE	Threatened	NE	0	0	1	0
Pinanga subruminata	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Pinanga sylvestris	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Pinanga tashiroi	CR	NE	Threatened	Threatened	1	0	1	1
Pinanga tenacinervis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga tenella	NE	NE	NE	NE	0	0	0	0
Pinanga tomentella	NE	NE	NE	NE	0	0	0	0
Pinanga tomentosa	NE	NE	NE	NE	0	0	0	0
Pinanga trichoneura	NE	NE	NE	NE	0	0	0	0
Pinanga uncinata	NE	NE	NE	NE	0	0	0	0
Pinanga urdanetensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga urosperma	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga variegata	NE	NE	NE	NE	0	0	0	0
Pinanga veitchii	NE	NE	NE	NE	0	0	0	0
Pinanga versicolor	NE	NE	NE	NE	0	0	0	0
Pinanga watanaiana	NE	NE	NE	NE	0	0	0	0
Pinanga woodiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Pinanga yassinii	NE	NE	NE	NE	0	0	0	0
Plectocomia assamica	NE	NE	Possibly Threatened	NE	0	0	1	0
Plectocomia billitonensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Plectocomia bractealis	NE	NE	NE	NE	0	0	0	0
Plectocomia dransfieldiana	NE	EN	Threatened	Threatened	0	1	1	1
Plectocomia elmeri	NE	NE	Possibly Threatened	Threatened	0	0	1	1
Plectocomia elongata	NE	NE	Not Threatened	NE	0	0	1	0
Plectocomia himalayana	NE	LC	Data Deficient	Not Threatened	0	1	1	1
Plectocomia khasyana	NE	NE	NE	NE	0	0	0	0
Plectocomia longistigma	NE	NE	Possibly Threatened	NE	0	0	1	0
Plectocomia lorzingii	NE	NE	Possibly Threatened	NE	0	0	1	0
Plectocomia macrostachya	NE	NE	NE	NE	0	0	0	0
Plectocomia microstachys	EN	NE	Threatened	Threatened	1	0	1	1
Plectocomia mulleri	NE	NE	NE	NE	0	0	0	0
