accepted_name	IUCN_category_old	IUCN_category_new	TS_category_old	TS_category_new	IUCN_old	IUCN_new	TS_global_old	TS_global_new
Caryota monostachya	NE	NE	NE	NE	0	0	0	0
Caryota no	LC	NE	Not Threatened	NE	1	0	1	0
Caryota obtusa	NE	NE	NE	NE	0	0	0	0
Caryota ophiopellis	NE	NE	NE	NE	0	0	0	0
Caryota rumphiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Caryota sympetala	NE	NE	NE	NE	0	0	0	0
Caryota urens	NE	LC	NE	Not Threatened	0	1	0	1
Caryota zebrina	NE	NE	NE	NE	0	0	0	0
Ceroxylon alpinum	EN	NE	Threatened	NE	1	0	1	0
Ceroxylon amazonicum	EN	NE	Threatened	Threatened	1	0	1	1
Ceroxylon ceriferum	NE	NE	NE	NE	0	0	0	0
Ceroxylon echinulatum	VU	NE	Threatened	NE	1	0	1	0
Ceroxylon parvifrons	NE	NE	NE	Threatened	0	0	0	1
Ceroxylon parvum	NE	NE	NE	NE	0	0	0	0
Ceroxylon peruvianum	NE	NE	NE	NE	0	0	0	0
Ceroxylon pityrophyllum	NE	NE	Data Deficient	NE	0	0	1	0
Ceroxylon quindiuense	VU	NE	Threatened	NE	1	0	1	0
Ceroxylon sasaimae	CR	NE	Threatened	NE	1	0	1	0
Ceroxylon ventricosum	NE	NE	NE	NE	0	0	0	0
Ceroxylon vogelianum	NE	NE	NE	NE	0	0	0	0
Chamaedorea adscendens	NE	VU	Threatened	Threatened	0	1	1	1
Chamaedorea allenii	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea alternans	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea amabilis	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea anemophila	NE	NE	NE	NE	0	0	0	0
Chamaedorea angustisecta	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea arenbergiana	NE	NE	NE	NE	0	0	0	0
Chamaedorea atrovirens	NE	NE	NE	NE	0	0	0	0
Chamaedorea benziei	NE	NE	NE	NE	0	0	0	0
Chamaedorea binderi	NE	NE	NE	NE	0	0	0	0
Chamaedorea brachyclada	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea brachypoda	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea carchensis	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Chamaedorea castillo-montii	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea cataractarum	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea christinae	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea correae	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea costaricana	NE	NE	NE	NE	0	0	0	0
Chamaedorea crucensis	NE	NE	NE	NE	0	0	0	0
Chamaedorea dammeriana	NE	NE	NE	NE	0	0	0	0
Chamaedorea deckeriana	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea deneversiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea elatior	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea elegans	NE	NE	NE	NE	0	0	0	0
Chamaedorea ernesti-augusti	NE	NE	NE	NE	0	0	0	0
Chamaedorea falcifera	NE	NE	NE	NE	0	0	0	0
Chamaedorea foveata	NE	VU	NE	Threatened	0	1	0	1
Chamaedorea fractiflexa	NE	EN	Threatened	Threatened	0	1	1	1
Chamaedorea fragrans	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea frondosa	NE	NE	NE	NE	0	0	0	0
Chamaedorea geonomiformis	NE	NE	Possibly Threatened	Threatened	0	0	1	1
Chamaedorea glaucifolia	NE	EN	Threatened	Threatened	0	1	1	1
Chamaedorea graminifolia	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea guntheriana	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea hodelii	NE	NE	NE	NE	0	0	0	0
Chamaedorea hooperiana	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea ibarrae	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea incrustata	NE	NE	NE	NE	0	0	0	0
Chamaedorea keelerorum	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea klotzschiana	NE	EN	Possibly Threatened	Threatened	0	1	1	1
Chamaedorea lehmannii	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea liebmannii	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea linearis	NE	NE	NE	NE	0	0	0	0
Chamaedorea lucidifrons	NE	NE	Possibly Threatened,Threatened	NE	0	0	2	0
Chamaedorea macrospadix	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea matae	NE	NE	NE	NE	0	0	0	0
Chamaedorea metallica	NE	NE	NE	Threatened	0	0	0	1
Chamaedorea microphylla	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea microspadix	NE	LC	Threatened	Not Threatened	0	1	1	1
Chamaedorea moliniana	NE	NE	NE	NE	0	0	0	0
Chamaedorea nationsiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea neurochlamys	NE	NE	NE	NE	0	0	0	0
Chamaedorea nubium	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea oblongata	NE	VU	NE	Threatened	0	1	0	1
Chamaedorea oreophila	NE	NE	Threatened	Threatened	0	0	1	1
Chamaedorea pachecoana	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea palmeriana	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea parvifolia	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea parvisecta	NE	NE	NE	NE	0	0	0	0
Chamaedorea pauciflora	NE	NE	NE	NE	0	0	0	0
Chamaedorea pedunculata	NE	NE	NE	NE	0	0	0	0
Chamaedorea pinnatifrons	NE	LC	NE	Not Threatened	0	1	0	1
Chamaedorea piscifolia	NE	NE	NE	NE	0	0	0	0
Chamaedorea pittieri	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea plumosa	NE	CR	NE	Threatened	0	1	0	1
Chamaedorea pochutlensis	NE	LC	Threatened	Not Threatened	0	1	1	1
Chamaedorea ponderosa	NE	NE	NE	NE	0	0	0	0
Chamaedorea pumila	NE	NE	Threatened	NE	0	0	2	0
Chamaedorea pygmaea	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea queroana	NE	NE	Threatened	Threatened	0	0	1	1
Chamaedorea radicalis	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea recurvata	NE	NE	NE	NE	0	0	0	0
Chamaedorea rhizomatosa	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea ricardoi	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea rigida	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea robertii	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea rojasiana	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea rosibeliae	NE	NE	NE	NE	0	0	0	0
Chamaedorea rossteniorum	NE	NE	NE	NE	0	0	0	0
Chamaedorea sartorii	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea scheryi	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea schiedeana	NE	NE	Threatened	Threatened	0	0	1	1
Chamaedorea schippii	NE	NE	NE	NE	0	0	0	0
Chamaedorea seifrizii	NE	NE	Possibly Threatened,Threatened	NE	0	0	2	0
Chamaedorea serpens	NE	NE	NE	NE	0	0	0	0
Chamaedorea simplex	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea skutchii	NE	NE	NE	NE	0	0	0	0
Chamaedorea smithii	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea stenocarpa	NE	NE	NE	NE	0	0	0	0
Chamaedorea stolonifera	NE	NE	Threatened	Threatened	0	0	1	1
Chamaedorea stricta	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea subjectifolia	NE	NE	NE	NE	0	0	0	0
Chamaedorea tenerrima	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea tepejilote	NE	NE	NE	NE	0	0	0	0
Chamaedorea tuerckheimii	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea undulatifolia	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea verapazensis	NE	NE	NE	NE	0	0	0	0
Chamaedorea verecunda	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea volcanensis	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea vulgata	NE	NE	NE	NE	0	0	0	0
Chamaedorea warscewiczii	NE	NE	Possibly Threatened	NE	0	0	1	0
Chamaedorea whitelockiana	NE	NE	Threatened	NE	0	0	1	0
Chamaedorea woodsoniana	NE	NE	NE	NE	0	0	0	0
Chamaedorea zamorae	NE	NE	NE	NE	0	0	0	0
Chamaerops humilis	NE	LC	NE	Not Threatened	0	1	0	1
Chambeyronia lepidota	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Chambeyronia macrocarpa	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Chelyocarpus chuco	NE	NE	Possibly Threatened	NE	0	0	1	0
Chelyocarpus dianeurus	NT	NE	Possibly Threatened	NE	1	0	1	0
Chelyocarpus repens	NE	NE	Threatened	NE	0	0	1	0
Chelyocarpus ulei	NE	NE	NE	NE	0	0	0	0
Chuniophoenix hainanensis	EN	NE	Threatened	Threatened	1	0	1	1
Chuniophoenix nana	NE	NE	Threatened	Threatened	0	0	1	1
Clinosperma bracteale	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Clinosperma lanuginosa	NE	EN	NE	Threatened	0	1	0	1
Clinosperma macrocarpa	NE	CR	NE	Threatened	0	1	0	1
Clinosperma vaginata	NE	NT	NE	Possibly Threatened	0	1	0	1
Clinostigma carolinense	NE	NE	NE	NE	0	0	0	0
Clinostigma collegarum	NE	NE	NE	NE	0	0	0	0
Clinostigma exorrhizum	NE	LC	Not Threatened	Not Threatened	0	1	1	1
Clinostigma gronophyllum	NE	NE	NE	NE	0	0	0	0
Clinostigma haerestigma	DD	NE	Data Deficient	NE	1	0	1	0
Clinostigma harlandii	NT	NE	Possibly Threatened	NE	1	0	1	0
Clinostigma onchorhynchum	NE	NE	NE	NE	0	0	0	0
Clinostigma ponapense	NE	NE	NE	NE	0	0	0	0
Clinostigma samoense	EN	NE	Threatened	NE	1	0	1	0
Clinostigma savoryanum	NE	NE	NE	NE	0	0	0	0
Clinostigma warburgii	NE	NE	NE	NE	0	0	0	0
Coccothrinax acunana	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax alexandri	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax alta	NE	NE	NE	NE	0	0	0	0
Coccothrinax argentata	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax argentea	NE	NE	NE	NE	0	0	0	0
Coccothrinax baracoensis	NE	NE	Data Deficient	NE	0	0	1	0
Coccothrinax barbadensis	NE	NE	NE	Not Threatened	0	0	0	1
Coccothrinax bermudezii	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax borhidiana	CR	NE	Threatened	Threatened	1	0	1	1
Coccothrinax boschiana	NE	NE	NE	NE	0	0	0	0
Coccothrinax camagueyana	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax clarensis	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax concolor	NE	NE	NE	NE	0	0	0	0
Coccothrinax crinita	EN	NE	Threatened	NE	1	0	1	0
Coccothrinax cupularis	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax ekmanii	DD	NE	Data Deficient	NE	1	0	1	0
Coccothrinax elegans	NE	NE	NE	NE	0	0	0	0
Coccothrinax fagildei	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax fragrans	NE	NE	Data Deficient	NE	0	0	1	0
Coccothrinax garciana	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax gracilis	NE	NE	NE	NE	0	0	0	0
Coccothrinax guantanamensis	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax gundlachii	LC	NE	Not Threatened	NE	1	0	1	0
Coccothrinax hioramii	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax inaguensis	DD	NE	Data Deficient	NE	1	0	1	0
Coccothrinax jamaicensis	NE	NE	NE	NE	0	0	0	0
Coccothrinax jimenezii	NE	NE	NE	NE	0	0	0	0
Coccothrinax leonis	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax litoralis	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax macroglossa	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax microphylla	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax miraguama	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax moaensis	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax montana	NE	NE	NE	NE	0	0	0	0
Coccothrinax munizii	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax muricata	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax nipensis	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax orientalis	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax pauciramosa	VU	NE	Threatened	NE	1	0	1	0
Coccothrinax proctorii	NE	EN	NE	Threatened	0	1	0	1
Coccothrinax pseudorigida	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax pumila	NE	NE	Data Deficient	NE	0	0	1	0
Coccothrinax readii	NE	NE	NE	Threatened	0	0	0	1
Coccothrinax rigida	NE	NE	Data Deficient	NE	0	0	1	0
Coccothrinax salvatoris	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax saxicola	NE	NE	Not Threatened	NE	0	0	1	0
Coccothrinax scoparia	NE	NE	NE	NE	0	0	0	0
Coccothrinax spissa	NE	NE	NE	NE	0	0	0	0
Coccothrinax torrida	NE	NE	NE	NE	0	0	0	0
Coccothrinax trinitensis	NE	NE	Data Deficient	NE	0	0	1	0
Coccothrinax victorinii	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax yunquensis	NE	NE	Threatened	NE	0	0	1	0
Coccothrinax yuraguana	NE	NE	Not Threatened	NE	0	0	1	0
Cocos nucifera	NE	NE	NE	NE	0	0	0	0
Colpothrinax aphanopetala	NE	NE	NE	NE	0	0	0	0
Colpothrinax cookii	NE	NE	NE	NE	0	0	0	0
Colpothrinax wrightii	VU	NE	Threatened	NE	1	0	1	0
Copernicia alba	NE	NE	NE	NE	0	0	0	0
Copernicia baileyana	LC	NE	Not Threatened	NE	1	0	1	0
Copernicia berteroana	NE	NE	NE	NE	0	0	0	0
Copernicia brittonorum	VU	NE	Threatened	NE	1	0	1	0
Copernicia cowellii	NE	NE	Threatened	NE	0	0	1	0
Copernicia curbeloi	NE	NE	Threatened	NE	0	0	1	0
Copernicia curtissii	NE	NE	Not Threatened	NE	0	0	1	0
Copernicia ekmanii	EN	NE	Threatened	NE	1	0	1	0
Copernicia fallaensis	NE	NE	Threatened	Threatened	0	0	1	1
Copernicia gigas	VU	NE	Threatened	NE	1	0	1	0
Copernicia glabrescens	NE	NE	Not Threatened	NE	0	0	1	0
Copernicia hospita	NE	NE	Not Threatened	NE	0	0	1	0
Copernicia humicola	NE	NE	Data Deficient	NE	0	0	1	0
Copernicia longiglossa	NE	NE	Data Deficient	NE	0	0	1	0
Copernicia macroglossa	NE	NE	Not Threatened	NE	0	0	1	0
Copernicia molinetii	NE	NE	Data Deficient	NE	0	0	1	0
Copernicia oxycalyx	NE	NE	NE	NE	0	0	0	0
Copernicia prunifera	NE	NE	NE	NE	0	0	0	0
Copernicia rigida	LC	NE	Not Threatened	NE	1	0	1	0
Copernicia roigii	NE	NE	Not Threatened	NE	0	0	1	0
Copernicia tectorum	NE	LC	NE	Not Threatened	0	1	0	1
Copernicia yarey	NE	NE	Threatened	NE	0	0	1	0
Corypha lecomtei	NE	NE	NE	NE	0	0	0	0
Corypha microclada	VU	NE	Threatened	NE	1	0	1	0
Corypha taliera	EW	NE	Extinct	NE	1	0	1	0
Corypha umbraculifera	NE	NE	Data Deficient	NE	1	0	1	0
Corypha utan	DD	LC	Data Deficient	Not Threatened	1	1	1	1
Cryosophila bartlettii	EN	NE	Threatened	NE	1	0	1	0
Cryosophila cookii	CR	NE	Threatened	NE	1	0	1	0
Cryosophila grayumii	CR	NE	Threatened	NE	1	0	1	0
Cryosophila guagara	NT	NE	Possibly Threatened	NE	1	0	1	0
Cryosophila kalbreyeri	NT	NE	Possibly Threatened	NE	1	0	1	0
Cryosophila macrocarpa	NE	NE	Data Deficient	NE	0	0	1	0
Cryosophila nana	NT	NE	Possibly Threatened	NE	1	0	1	0
Cryosophila stauracantha	NE	NE	NE	NE	0	0	0	0
Cryosophila warscewiczii	NE	NE	NE	NE	0	0	0	0
Cryosophila williamsii	EW	NE	Extinct	NE	1	0	1	0
Cyphokentia cerifera	NE	NT	NE	Possibly Threatened	0	1	0	1
Cyphokentia macrostachya	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Cyphophoenix alba	NE	LC	NE	Not Threatened	0	1	0	1
Cyphophoenix elegans	NE	EN	Threatened	Threatened	0	1	1	1
Cyphophoenix fulcita	NE	LC	NE	Not Threatened	0	1	0	1
Cyphophoenix nucele	NE	VU	Threatened	Threatened	0	1	1	1
Cyphosperma balansae	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Cyphosperma naboutinense	NE	CR	NE	Threatened	0	1	0	1
Cyphosperma tanga	NE	CR	Threatened	Threatened	0	1	1	1
Cyphosperma trichospadix	NE	VU	Threatened	Threatened	0	1	1	1
Cyphosperma voutmelense	NE	EN	NE	Threatened	0	1	0	1
Cyrtostachys bakeri	NE	NE	NE	NE	0	0	0	0
Cyrtostachys barbata	NE	NE	NE	NE	0	0	0	0
Cyrtostachys elegans	NE	NT	NE	Possibly Threatened	0	1	0	1
Cyrtostachys excelsa	NE	NE	NE	NE	0	0	0	0
Cyrtostachys glauca	NE	LC	NE	Not Threatened	0	1	0	1
Cyrtostachys loriae	DD	NE	Data Deficient	NE	1	0	1	0
Cyrtostachys renda	NE	NE	NE	NE	0	0	0	0
Deckenia nobilis	NE	VU	Threatened	Threatened	0	1	1	1
Desmoncus chinantlensis	NE	NE	NE	NE	0	0	0	0
Desmoncus cirrhifer	NE	NE	Possibly Threatened	NE	0	0	1	0
Desmoncus costaricensis	NE	NE	NE	NE	0	0	0	0
Desmoncus giganteus	NE	NE	NE	NE	0	0	0	0
Desmoncus horridus	NE	NE	NE	NE	0	0	0	0
Desmoncus interjectus	NE	NE	NE	NE	0	0	0	0
Desmoncus kunarius	NE	NE	NE	NE	0	0	0	0
Desmoncus latisectus	NE	NE	Threatened	NE	0	0	1	0
Desmoncus leptoclonos	NE	NE	NE	NE	0	0	0	0
Desmoncus loretanus	NE	NE	NE	NE	0	0	0	0
Desmoncus madrensis	NE	NE	NE	NE	0	0	0	0
Desmoncus mitis	NE	NE	Possibly Threatened	NE	0	0	1	0
Desmoncus moorei	NE	NE	NE	NE	0	0	0	0
Desmoncus myriacanthos	NE	NE	NE	NE	0	0	0	0
Desmoncus obovoideus	NE	NE	NE	NE	0	0	0	0
Desmoncus orthacanthos	NE	NE	NE	NE	0	0	0	0
Desmoncus osensis	NE	NE	NE	NE	0	0	0	0
Desmoncus parvulus	NE	NE	NE	NE	0	0	0	0
Desmoncus polyacanthos	NE	NE	Possibly Threatened	NE	0	0	1	0
Desmoncus prunifer	NE	NE	NE	NE	0	0	0	0
Desmoncus pumilus	NE	NE	NE	NE	0	0	0	0
Desmoncus setosus	NE	NE	NE	NE	0	0	0	0
Desmoncus stans	NE	NE	Possibly Threatened	NE	0	0	1	0
Desmoncus vacivus	NE	NE	NE	NE	0	0	0	0
Dictyocaryum fuscum	NE	NE	Possibly Threatened	NE	0	0	1	0
Dictyocaryum lamarckianum	NE	NE	NE	NE	0	0	0	0
Dictyocaryum ptarianum	NE	NE	NE	NE	0	0	0	0
Dictyosperma album	CR	NE	Threatened	NE	1	0	1	0
Dransfieldia micrantha	NE	NE	NE	NE	0	0	0	0
Drymophloeus litigiosus	NE	NE	NE	NE	0	0	0	0
Drymophloeus oliviformis	DD	NE	Data Deficient	NE	1	0	1	0
Drymophloeus whitmeeanus	NE	NE	NE	NE	0	0	0	0
Dypsis acaulis	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis acuminum	NE	EN	NE	Threatened	0	1	0	1
Dypsis albofarinosa	NE	CR	NE	Threatened	0	1	0	1
Dypsis ambanjae	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis ambilaensis	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis ambositrae	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis andapae	NE	EN	Possibly Threatened	Threatened	0	1	1	1
Dypsis andilamenensis	NE	CR	NE	Threatened	0	1	0	1
Dypsis andrianatonga	NE	VU	Possibly Threatened	Threatened	0	1	1	1
Dypsis angusta	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis angustifolia	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis anjae	NE	CR	NE	Threatened	0	1	0	1
Dypsis ankaizinensis	NE	DD	NE	Data Deficient	0	1	0	1
Dypsis ankirindro	NE	NT	NE	Possibly Threatened	0	1	0	1
Dypsis antanambensis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis aquatilis	NE	CR	Possibly Threatened	Threatened	0	1	1	1
Dypsis arenarum	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis baronii	NE	LC	NE	Not Threatened	0	1	0	1
Dypsis basilonga	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis beentjei	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis bejofo	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis bernieriana	NE	NE	Threatened	Threatened	0	0	1	1
Dypsis betamponensis	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis betsimisarakae	NE	VU	NE	Threatened	0	1	0	1
Dypsis boiviniana	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis bonsai	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis bosseri	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis brevicaulis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis brittiana	NE	CR	NE	Threatened	0	1	0	1
Dypsis cabadae	NE	NE	NE	NE	0	0	0	0
Dypsis canaliculata	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis canescens	NE	DD	Threatened	Data Deficient	0	1	1	1
Dypsis carlsmithii	NE	CR	NE	Threatened	0	1	0	1
Dypsis catatiana	NE	LC	NE	Not Threatened	0	1	0	1
Dypsis caudata	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis ceracea	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis commersoniana	NE	DD	Threatened	Data Deficient	0	1	1	1
Dypsis concinna	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis confusa	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis cookei	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis coriacea	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis corniculata	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis coursii	NE	LC	Threatened	Not Threatened	0	1	1	1
Dypsis crinita	NE	NT	Possibly Threatened	Possibly Threatened	0	1	1	1
Dypsis culminis	NE	EN	NE	Threatened	0	1	0	1
Dypsis curtisii	NE	EN	Possibly Threatened	Threatened	0	1	1	1
Dypsis decaryi	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis decipiens	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis declivium	NE	NE	NE	NE	0	0	0	0
Dypsis delicatula	NE	VU	NE	Threatened	0	1	0	1
Dypsis digitata	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis dracaenoides	NE	CR	NE	Threatened	0	1	0	1
Dypsis dransfieldii	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis elegans	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis eriostachys	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis faneva	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis fanjana	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis fasciculata	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis fibrosa	NE	LC	NE	Not Threatened	0	1	0	1
Dypsis forficifolia	NE	LC	NE	Not Threatened	0	1	0	1
Dypsis furcata	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis gautieri	NE	VU	NE	Threatened	0	1	0	1
Dypsis glabrescens	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis gronophyllum	NE	CR	NE	Threatened	0	1	0	1
Dypsis henrici	NE	DD	NE	Data Deficient	0	1	0	1
Dypsis heteromorpha	NE	DD	Possibly Threatened	Data Deficient	0	1	1	1
Dypsis heterophylla	NE	NT	Possibly Threatened	Possibly Threatened	0	1	1	1
Dypsis hiarakae	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis hildebrandtii	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis hovomantsina	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis humbertii	NE	NE	Threatened	Threatened	0	1	3	1
Dypsis humblotiana	NE	NE	NE	NE	0	0	0	0
Dypsis humilis	NE	CR	NE	Threatened	0	1	0	1
Dypsis ifanadianae	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis integra	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis intermedia	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis interrupta	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis jeremiei	NE	CR	NE	Threatened	0	1	0	1
Dypsis jumelleana	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis laevis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis lanceolata	VU	NE	Threatened	NE	1	0	1	0
Dypsis lantzeana	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis lanuginosa	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis lastelliana	NE	LC	NE	Not Threatened	0	1	0	1
Dypsis leptocheilos	NE	CR	NE	Threatened	0	1	0	1
Dypsis leucomalla	NE	NE	NE	NE	0	0	0	0
Dypsis ligulata	NE	DD	Threatened	Data Deficient	0	1	1	1
Dypsis lilacina	NE	NE	NE	NE	0	0	0	0
Dypsis linearis	NE	NE	Threatened	Threatened	0	1	2	1
Dypsis lokohoensis	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis louvelii	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis lucens	NE	DD	Threatened	Data Deficient	0	1	1	1
Dypsis lutea	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis lutescens	NE	NT	NE	Possibly Threatened	0	1	0	1
Dypsis madagascariensis	NE	LC	Possibly Threatened	Not Threatened	0	1	1	1
Dypsis mahia	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis makirae	NE	VU	NE	Threatened	0	1	0	1
Dypsis malcomberi	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis mananjarensis	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis mangorensis	NE	CR	Threatened	Threatened	0	1	1	1
Dypsis marojejyi	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis mcdonaldiana	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis metallica	NE	CR	NE	Threatened	0	1	0	1
Dypsis minuta	NE	VU	Threatened	Threatened	0	1	1	1
Dypsis mirabilis	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis mocquerysiana	NE	NT	Threatened	Possibly Threatened	0	1	1	1
Dypsis monostachya	NE	DD	Threatened	Data Deficient	0	1	1	1
Dypsis montana	NE	VU	NE	Threatened	0	1	0	1
Dypsis moorei	NE	EN	Threatened	Threatened	0	1	1	1
Dypsis nauseosa	NE	CR	Threatened	Threatened	0	1	1	1
