accepted_name	lon	lat	coordinateUncertaintyInMeters
Aiphanes hirsuta	-76.403889	4.189167	637
Aiphanes hirsuta	-76.293611	5.745556	3183
Aiphanes hirsuta	-75.081389	6.878333	3772
Aiphanes hirsuta	-75.134722	6.284167	210
Aiphanes hirsuta	-75.221389	6.069444	475
Aiphanes hirsuta	-76.744444	3.528333	5084
Aiphanes hirsuta	-78.566667	0.833333	3615
Aiphanes hirsuta	-76.241111	6.580278	3100
Aiphanes hirsuta	-76.252411	6.802073	390
Aiphanes hirsuta	-75.140833	6.881111	1620
Aiphanes hirsuta	-75.1225	6.904444	3615
Aiphanes hirsuta	-75.069801	6.4782	750
Aiphanes hirsuta	-76.228333	6.516111	547
Aiphanes hirsuta	-76.046312	5.417027	939
Aiphanes hirsuta	-76.018889	5.409722	1034
Aiphanes hirsuta	-76.221389	4.868889	1867
Aiphanes hirsuta	-77.25	4.12	5000
Aiphanes hirsuta	-76.71	5.39	5000
Aiphanes hirsuta	-76.7	5.39	5000
Aiphanes hirsuta	-76.72	5.41	5000
Aiphanes hirsuta	-76.76	5.38	5000
Aiphanes hirsuta	-76.71	5.38	5000
Aiphanes horrida	-67.95	-14.224	5000
Aiphanes horrida	-67.66	-14.55	5000
Aiphanes horrida	-67.94	-14.22	5000
Aiphanes horrida	-73.25	-7.416	5000
Aiphanes horrida	-74.933	-9.616	5000
Aiphanes horrida	-73.765	-10.816	5000
Aiphanes horrida	-70.069	-12.5723	5000
Aiphanes horrida	-74.954	-7.376	5000
Aiphanes horrida	-75.077	-7.208	5000
Aiphanes horrida	-75.007	-7.297	5000
Aiphanes horrida	-74.993	-7.26	5000
Aiphanes horrida	-75.29	-7.097	5000
Aiphanes horrida	-75.291	-7.096	5000
Aiphanes horrida	-75.292	-7.097	5000
Aiphanes horrida	-75.294	-7.097	5000
Aiphanes horrida	-75.224	-6.924	5000
Aiphanes horrida	-72.6054	5.192	5000
Aiphanes horrida	-72.75	4.82654	5000
Aiphanes horrida	-72.745	4.82415	5000
Aiphanes horrida	-72.745	4.82544	5000
Aiphanes horrida	-72.383333	5.283333	5000
Aiphanes horrida	-73.25	-7.416667	5000
Aiphanes horrida	-68.9	-6.583333	5000
Aiphanes horrida	-75.709611	6.454139	5000
Aiphanes horrida	-71.894917	6.360389	5000
Aiphanes horrida	-69.6014	-9.0797	5000
Aiphanes horrida	-68.68	-11.45	5000
Aiphanes horrida	-67.17	-14.83	5000
Aiphanes horrida	-63.6	-18.2	5000
Aiphanes horrida	-72.9081	-12.6689	5000
Aiphanes horrida	-72.89755799	-7.617853697	5000
Aiphanes horrida	-70.95	-10.2	5000
Aiphanes horrida	-73.25	-7.42	5000
Aiphanes horrida	-70.42	8.75	5000
Aiphanes horrida	-74.93	-9.62	5000
Aiphanes horrida	-63.88	-17.4	5000
Aiphanes horrida	-48.38	-22.9	5000
Aiphanes horrida	-72.67	-12.78	5000
Aiphanes horrida	-67.62	-15.8	5000
Aiphanes horrida	-76.23514	6.54331	5000
Aiphanes horrida	-63.108	-17.46281	5000
Aiphanes horrida	-68.77	-13.58	5000
Aiphanes horrida	-63.93	-17.48	5000
Aiphanes horrida	-68.50592808	-10.65543132	5000
Aiphanes horrida	-76.62775	1.082111	5000
Aiphanes horrida	-70.25	-12	5000
Aiphanes horrida	-68.941583	-14.744111	5000
Aiphanes horrida	-68.728942	-14.761911	5000
Aiphanes horrida	-68.448889	-15.008333	5000
Aiphanes horrida	-68.774111	-14.582333	5000
Aiphanes horrida	-73.660833	-11.964167	5000
Aiphanes horrida	-73.677778	-11.97	5000
Aiphanes horrida	-76.235278	6.543333	5000
Aiphanes horrida	-63.933333	-17.483333	5000
Aiphanes horrida	-66.14138	-16.55888	5000
Aiphanes horrida	-64.2	-17.86666	5000
Aiphanes horrida	-67.66805	-14.55694	5000
Aiphanes horrida	-67.95	-14.22472	5000
Aiphanes horrida	-68.491667	-15.09	5000
Aiphanes horrida	-67.536389	-14.438889	5000
Aiphanes horrida	-65.56666	-17.08333	5000
Aiphanes horrida	-69.13333	-11.43333	5000
Aiphanes horrida	-68.685833	-14.551389	5000
Aiphanes horrida	-68.434167	-14.968611	5000
Aiphanes horrida	-68.76666	-13.58333	5000
Aiphanes horrida	-67.48333	-15.75	5000
Aiphanes horrida	-68.70083	-14.59972	5000
Aiphanes horrida	-67.35	-16.65	5000
Aiphanes horrida	-69.047218	-11.18994	5000
Aiphanes horrida	-76.233333	4.333333	5000
Aiphanes horrida	-76.416667	-6.5	5000
Aiphanes horrida	-67.16666	-14.83333	5000
Aiphanes horrida	-72.666667	-12.783333	5000
Aiphanes horrida	-68.585	-14.78972	5000
Aiphanes horrida	-72.90805	-12.66888	5000
Aiphanes horrida	-75.8333	4.31444	5000
Aiphanes horrida	-75.7694	5.97056	5000
Aiphanes horrida	-73.248583	7.235	5000
Aiphanes horrida	-71.771611	6.330694	5000
Aiphanes horrida	-71.687561	6.480619	31
Aiphanes horrida	-71.895006	6.360322	31
Aiphanes horrida	-75.607786	5.080274	8355
Aiphanes horrida	-75.597435	4.988008	874
Aiphanes horrida	-75.485265	5.090566	8962
Aiphanes horrida	-72.796667	5.072222	5000
Aiphanes horrida	-74.608122	5.119517	5000
Aiphanes horrida	-73.67929	6.87184	5000
Aiphanes horrida	-74.812383	5.163417	5000
Aiphanes horrida	-74	2.083333	5000
Aiphanes horrida	-75.697389	5.750194	5000
Aiphanes horrida	-69.053056	3.636944	5000
Aiphanes horrida	-73.45211	6.16385	5000
Aiphanes horrida	-75.791946	4.610551	10236.57
Aiphanes horrida	-75.85576	4.58862	980
Aiphanes horrida	-75.727868	4.496762	13269.46
Aiphanes horrida	-75.79195	4.61055	10236
Aiphanes horrida	-75.84948	4.58835	2786
Aiphanes horrida	-72.166389	5.883333	2031
Aiphanes horrida	-75.828611	4.619444	5510
Aiphanes horrida	-76.0725	5.309444	358
Aiphanes horrida	-73.08825	7.068625	5000
Aiphanes horrida	-68.46	-15	5000
Aiphanes horrida	-68.45	-15	5000
Aiphanes horrida	-68.43	-14.99	5000
Aiphanes horrida	-74.95	-7.37	8
Aiphanes horrida	-75	-7.29	7
Aiphanes horrida	-74.99	-7.26	7
Aiphanes horrida	-75.29	-7.09	7
Aiphanes horrida	-75.22	-6.92	7
Aiphanes horrida	-69.56	-11.04	5000
Aiphanes horrida	-69.57	-11.05	5000
Aiphanes horrida	-69.56	-11.11	5000
Aiphanes horrida	-69.56	-11.08	5000
Aiphanes horrida	-69.56	-11.07	5000
Aiphanes horrida	-69.55	-11.15	5000
Aiphanes horrida	-69.56	-11.19	5000
Aiphanes horrida	-69.56	-11.2	5000
Aiphanes horrida	-69.54	-11.24	5000
Aiphanes horrida	-69.55	-11.24	5000
Aiphanes horrida	-69.51	-11.29	5000
Aiphanes horrida	-75.69739	4.595194	5000
Aiphanes horrida	-75.72236	4.637194	5000
Aiphanes horrida	-76.19819	4.023667	5000
Aiphanes horrida	-75.703	6.45675	5000
Aiphanes horrida	-75.70808	6.454806	5000
Aiphanes horrida	-75.70961	6.454139	5000
Aiphanes horrida	-75.61147	5.725944	5000
Aiphanes horrida	-75.6652	5.7852	5000
Aiphanes horrida	-71.89492	6.360389	5000
Aiphanes horrida	-71.0706	6.819103	5000
Aiphanes horrida	-76.67225	3.751556	5000
Aiphanes horrida	-74.81338	5.162451	5000
Aiphanes horrida	-74.81483	5.161734	5000
Aiphanes killipii	-73.45211	6.16385	5000
Aiphanes leiostachys	-75.005833	6.194167	5000
Aiphanes leiostachys	-75.02	6.191389	461
Aiphanes lindeniana	-72.9345	7.049125	5000
Aiphanes lindeniana	-73.041683	7.119764	5000
Aiphanes lindeniana	-76.2	2.27	5000
Aiphanes lindeniana	-75.52	4.71	5000
Aiphanes lindeniana	-75.2256	6.08167	5000
Aiphanes lindeniana	-75.5083	6.25417	5000
Aiphanes lindeniana	-75.5372	4.83611	5000
Aiphanes lindeniana	-74.1911	5.12361	5000
Aiphanes lindeniana	-73.2219	5.99722	5000
Aiphanes lindeniana	-74.3264	4.605	5000
Aiphanes lindeniana	-75.702319	5.110451	1407
Aiphanes lindeniana	-76.308652	3.52026	2381
Aiphanes lindeniana	-73.805694	6.089694	5000
Aiphanes lindeniana	-72.95	7.043611	5000
Aiphanes lindeniana	-72.95	7.033333	5000
Aiphanes lindeniana	-73.03474	7.14828	5000
Aiphanes lindeniana	-75.531991	4.610917	19752.76
Aiphanes lindeniana	-74.134661	5.132436	1750
Aiphanes lindeniana	-73.004167	7.039722	2140
Aiphanes lindeniana	-75.240556	6.124167	1288
Aiphanes lindeniana	-75.122778	6.235278	3046
Aiphanes lindeniana	-73.4275	5.765278	1984
Aiphanes lindeniana	-75.511317	4.706647	2939
Aiphanes lindeniana	-75.512154	4.706936	3500
Aiphanes linearis	-73.013256	7.150294	5000
Aiphanes linearis	-76.20836	6.63908	5000
Aiphanes linearis	-75.744722	6.305	1292
Aiphanes linearis	-76.208333	6.638889	5000
Aiphanes linearis	-76.7	3.5	5000
Aiphanes linearis	-75.9681	7.00444	5000
