accepted_name	lon	lat	coordinateUncertaintyInMeters
Bactris barronis	-76.450556	5.773056	8036
Bactris barronis	-77.26	4.09	5000
Bactris barronis	-77.25	4.12	5000
Bactris barronis	-77.18	4.06	5000
Bactris barronis	-77.14	4.03	5000
Bactris barronis	-77.19	4.03	5000
Bactris barronis	-76.71	5.39	5000
Bactris barronis	-76.7	5.39	5000
Bactris barronis	-76.71	5.38	5000
Bactris barronis	-76.7	5.41	5000
Bactris bidentula	-74.599	-8.752	5000
Bactris bidentula	-74.044	-10.065	5000
Bactris bidentula	-74.043	-10.065	5000
Bactris bidentula	-74.244	-9.453	5000
Bactris bidentula	-74.379	-9.303	5000
Bactris bidentula	-74.459	-9.016	5000
Bactris bidentula	-73.094	-3.419	5000
Bactris bidentula	-73.268	-3.454	5000
Bactris bidentula	-73.72	-4.926	5000
Bactris bidentula	-73.226	-4.235	5000
Bactris bidentula	-75.004	-7.39	5000
Bactris bidentula	-75.098	-7.647	5000
Bactris bidentula	-74.996	-6.907	5000
Bactris bidentula	-69.184	3.627	5000
Bactris bidentula	-70.88611	-1.41944	5000
Bactris bidentula	-70.67183	-1.47083	5000
Bactris bidentula	-67.88333	3.6	5000
Bactris bidentula	-67.95	3.61667	5000
Bactris bidentula	-70.205833	-0.411111	5000
Bactris bidentula	-70.239167	-0.411111	5000
Bactris bidentula	-69.184083	3.627583	5000
Bactris bidentula	-60.67	-9.166667	5000
Bactris bidentula	-65	-3.666667	5000
Bactris bidentula	-60.32	-2.566667	5000
Bactris bidentula	-67.78375	4.166833	5000
Bactris bidentula	-67.8557	5.246378	5000
Bactris bidentula	-60.11075	-3.044097	5000
Bactris bidentula	-67	1.92	5000
Bactris bidentula	-66.08	1.5	5000
Bactris bidentula	-65.63	3.2	5000
Bactris bidentula	-60.815849	-2.629272	5000
Bactris bidentula	-59.59508112	-4.391517933	5000
Bactris bidentula	-71.46666	7.68333	5000
Bactris bidentula	-67.05	1.85	5000
Bactris bidentula	-67.75	6.516667	5000
Bactris bidentula	-67.816667	6.966667	5000
Bactris bidentula	-55.133056	-3.083889	5000
Bactris bidentula	-69.660464	6.045847	31
Bactris bidentula	-72.922778	0.270278	5000
Bactris bidentula	-67.908889	4.536389	5000
Bactris bidentula	-55.13303	-3.08394	5000
Bactris bidentula	-68.180889	5.850028	5000
Bactris bidentula	-70.818056	-1.405	642
Bactris bidentula	-73.09	-3.42	100
Bactris bidentula	-73.26	-3.45	100
Bactris bidentula	-73.27	-3.45	100
Bactris bidentula	-73.27	-3.44	100
Bactris bidentula	-73.15	-3.51	100
Bactris bidentula	-73.05	-3.37	19
Bactris bidentula	-74.31	-4.32	13
Bactris bidentula	-73.71	-4.92	11
Bactris bidentula	-73.72	-4.91	11
Bactris bidentula	-74.26	-3.67	9
Bactris bidentula	-73.87	-3.89	12
Bactris bidentula	-73.79	-3.91	12
Bactris bidentula	-74.59	-8.75	7
Bactris bidentula	-74.17	-9.86	6
Bactris bidentula	-74.04	-10.06	5
Bactris bidentula	-74.14	-9.88	5
Bactris bidentula	-74.37	-9.3	8
Bactris bidentula	-74.46	-9.01	7
Bactris bidentula	-75	-7.39	10
Bactris bidentula	-75.09	-7.64	9
Bactris bidentula	-75.17	-7.02	8
Bactris bidentula	-74.99	-6.9	7
Bactris bidentula	-74.32	-4.73	5000
Bactris bifida	-74.379	-9.302	5000
Bactris bifida	-73.319	-3.688	5000
Bactris bifida	-73.563	-4.384	5000
Bactris bifida	-73.158	-4.362	5000
Bactris bifida	-74.933	-9.616	5000
Bactris bifida	-75.146	-3.807	5000
Bactris bifida	-73.268	-3.454	5000
Bactris bifida	-73.43	-2.946	5000
Bactris bifida	-73.056	-3.376	5000
Bactris bifida	-74.826	-3.426	5000
Bactris bifida	-74.77	-3.809	5000
Bactris bifida	-75.005	-7.39	5000
Bactris bifida	-74.903	-7.612	5000
Bactris bifida	-74.903	-7.611	5000
Bactris bifida	-74.998	-6.826	5000
Bactris bifida	-72	-3.266	5000
Bactris bifida	-76.416	-3.733	5000
Bactris bifida	-75.833	-4.35	5000
Bactris bifida	-75.683	-4.533	5000
Bactris bifida	-62.03	-7.966667	5000
Bactris bifida	-72.25	-8.333333	5000
Bactris bifida	-71.75	-4.5	5000
Bactris bifida	-64.82	-3.316667	5000
Bactris bifida	-62.085881	-6.385494	5000
Bactris bifida	-59.878675	-3.352204	5000
Bactris bifida	-73.92	-7.42	5000
Bactris bifida	-71.787141	-4.499869	5000
Bactris bifida	-74.93	-9.62	5000
Bactris bifida	-72.25	-8.33	5000
Bactris bifida	-73.8936	-7.9444	5000
Bactris bifida	-62.033333	-7.966667	5000
Bactris bifida	-64.71288363	-3.357781871	5000
Bactris bifida	-75.2803	-9.9197	5000
Bactris bifida	-64.816667	-3.316667	5000
Bactris bifida	-72.67164576	-7.634555023	5000
Bactris bifida	-64.6219	-9.245	5000
Bactris bifida	-72.83	-3.47	5000
Bactris bifida	-75	-4	5000
Bactris bifida	-75.280278	-9.919722	5000
Bactris bifida	-74.929722	-9.617222	5000
Bactris bifida	-76.41666	-8.16666	5000
Bactris bifida	-76.53333	-8.16666	5000
Bactris bifida	-70.25	-3.78333	5000
Bactris bifida	-72.83333	-3.46666	5000
Bactris bifida	-72.9	-3.25	5000
Bactris bifida	-74.58333	-8.33333	5000
Bactris bifida	-73.283333	-3.666667	5000
Bactris bifida	-74.08861	-4.47083	5000
Bactris bifida	-71.48575	-2.610611	5000
Bactris bifida	-70.5843	-3.69075	5000
Bactris bifida	-75.14	-3.81	100
Bactris bifida	-75.13	-3.8	100
Bactris bifida	-75.14	-3.8	100
Bactris bifida	-75.15	-3.82	100
Bactris bifida	-73.56	-4.38	100
Bactris bifida	-73.55	-4.38	100
Bactris bifida	-73.3	-3.65	100
Bactris bifida	-73.36	-3.63	100
Bactris bifida	-73.19	-4.36	100
Bactris bifida	-73.15	-4.35	100
Bactris bifida	-72.99	-3.78	100
Bactris bifida	-73.7	-3.82	100
Bactris bifida	-73.13	-3.95	100
Bactris bifida	-73.59	-4.42	100
Bactris bifida	-73.71	-4.28	100
Bactris bifida	-73.09	-3.4	100
Bactris bifida	-73.08	-3.4	100
Bactris bifida	-73.09	-3.42	100
Bactris bifida	-73.26	-3.45	100
Bactris bifida	-73.27	-3.45	100
Bactris bifida	-73.27	-3.44	100
Bactris bifida	-73.43	-2.94	26
Bactris bifida	-73.42	-2.94	26
Bactris bifida	-73.23	-3.11	100
Bactris bifida	-73.22	-3.11	100
Bactris bifida	-73.05	-3.37	19
Bactris bifida	-73.05	-3.38	19
Bactris bifida	-74.92	-3.38	7
Bactris bifida	-74.82	-3.42	9
Bactris bifida	-74.59	-3.63	8
Bactris bifida	-74.54	-3.75	8
Bactris bifida	-74.53	-3.74	8
Bactris bifida	-74.54	-3.74	8
Bactris bifida	-74.43	-3.77	13
Bactris bifida	-74.39	-3.78	9
Bactris bifida	-74.33	-3.85	8
Bactris bifida	-74.31	-3.94	6
Bactris bifida	-74.4	-4.11	4
Bactris bifida	-74.66	-3.75	8
Bactris bifida	-75.17	-3.75	9
Bactris bifida	-74.77	-3.8	13
Bactris bifida	-74.76	-3.8	13
Bactris bifida	-74.76	-3.81	13
Bactris bifida	-74.8	-3.79	6
Bactris bifida	-74.31	-4	7
Bactris bifida	-74.31	-4.01	7
Bactris bifida	-74.45	-8.48	7
Bactris bifida	-74.17	-9.86	6
Bactris bifida	-74.17	-9.87	6
Bactris bifida	-74.37	-9.3	8
Bactris bifida	-74.45	-9.01	7
Bactris bifida	-74.9	-7.61	9
Bactris bifida	-74.9	-7.6	9
Bactris bifida	-75.13	-7.69	6
Bactris bifida	-74.99	-6.82	7
Bactris bifida	-74.68	-5.24	5000
Bactris bifida	-73.69	-11.22	5000
Bactris bifida	-73.67	-11.2	5000
Bactris bifida	-73.37	-3.94	100
Bactris bifida	-73.36	-3.94	100
Bactris bifida	-75.7	-4.55	100
Bactris bifida	-75.68	-4.53	100
Bactris bifida	-75.73	-4.54	100
Bactris bifida	-75.73	-4.53	500
Bactris bifida	-76.42	-3.74	100
Bactris bifida	-75.83	-4.36	100
Bactris bifida	-75.83	-4.35	100
Bactris bifida	-75.8	-4.36	100
Bactris brongniartii	-74.316	-4.319	5000
Bactris brongniartii	-74.453	-8.482	5000
Bactris brongniartii	-74.454	-8.482	5000
Bactris brongniartii	-74.599	-8.753	5000
Bactris brongniartii	-73.972	-10.094	5000
Bactris brongniartii	-73.971	-10.095	5000
Bactris brongniartii	-73.97	-10.096	5000
Bactris brongniartii	-74.043	-10.064	5000
Bactris brongniartii	-74.148	-9.86	5000
Bactris brongniartii	-74.379	-9.303	5000
Bactris brongniartii	-73.215	-4.322	5000
Bactris brongniartii	-73.094	-3.419	5000
Bactris brongniartii	-73.268	-3.454	5000
Bactris brongniartii	-73.157	-3.513	5000
Bactris brongniartii	-73.723	-4.912	5000
Bactris brongniartii	-74.404	-4.115	5000
Bactris brongniartii	-73.226	-4.235	5000
Bactris brongniartii	-75.006	-7.39	5000
Bactris brongniartii	-75.077	-7.528	5000
Bactris brongniartii	-75.169	-7.299	5000
Bactris brongniartii	-74.998	-6.826	5000
Bactris brongniartii	-75.633	-4.733	5000
Bactris brongniartii	-68.315	3.922	5000
Bactris brongniartii	-68.384	3.861	5000
Bactris brongniartii	-68.662	3.812	5000
Bactris brongniartii	-69.574	3.584	5000
Bactris brongniartii	-68.384056	3.86175	5000
Bactris brongniartii	-70.22604	-3.84341	5000
Bactris brongniartii	-74.261111	2.250111	5000
Bactris brongniartii	-69.57475	3.584278	5000
Bactris brongniartii	-63.45	-12.066667	5000
Bactris brongniartii	-65.63	-4.6	5000
Bactris brongniartii	-45	-3.216667	5000
Bactris brongniartii	-68.766667	-6.466667	5000
Bactris brongniartii	-55.911944	-9.563611	5000
Bactris brongniartii	-55.58	3.88	5000
Bactris brongniartii	-62.1	-14.5	5000
Bactris brongniartii	-61.1425	-14.7094	5000
Bactris brongniartii	-67.483333	3.05	5000
Bactris brongniartii	-65.35	2.97	5000
Bactris brongniartii	-64.75	6.5833	5000
Bactris brongniartii	-73.75	-4.92	5000
Bactris brongniartii	-74.57	-8.35	5000
Bactris brongniartii	-46.08	-3.12	5000
Bactris brongniartii	-59.25	2.17	5000
Bactris brongniartii	-67.62	-12.45	5000
Bactris brongniartii	-49.825804	-0.95553	5000
Bactris brongniartii	-65.12	2.02	5000
Bactris brongniartii	-45.25108577	-3.495304082	5000
Bactris brongniartii	-62.7478	-14.3919	5000
Bactris brongniartii	-45.5	-3.5	5000
Bactris brongniartii	-59.878675	-3.352204	5000
Bactris brongniartii	-69.900808	-4.358692	5000
Bactris brongniartii	-45.00386997	-3.223675502	49454
Bactris brongniartii	-64.75	8	5000
Bactris brongniartii	-65.283333	-1.833333	5000
Bactris brongniartii	-55.574822	3.883675	5000
Bactris brongniartii	-72.808623	-8.126493	5000
Bactris brongniartii	-64.9028	-9.6014	5000
Bactris brongniartii	-59.57	3.35	5000
Bactris brongniartii	-61.433333	3.4	5000
Bactris brongniartii	-74.33	-4.67	5000
Bactris brongniartii	-57.41103	-16.03113	5000
Bactris brongniartii	-57.41105	-16.03112	5000
Bactris brongniartii	-72.5634	-7.542222	5000
Bactris brongniartii	-74.402778	-4.686944	5000
Bactris brongniartii	-76.796973	6.213167	5000
Bactris brongniartii	-76.967289	7.653093	5000
Bactris brongniartii	-73.28333	-3.45	5000
Bactris brongniartii	-67.61666	-12.45	5000
Bactris brongniartii	-65.96666	-10.78333	5000
Bactris brongniartii	-73.75	-3.06805	5000
Bactris brongniartii	-74.24305	-5.12833	5000
Bactris brongniartii	-73.82166	-4.65333	5000
Bactris brongniartii	-74.08333	9	5000
Bactris brongniartii	-71.48575	-2.610611	5000
Bactris brongniartii	-63.45	-12.0667	5000
Bactris brongniartii	-55.5748	3.88368	5000
Bactris brongniartii	-55.5833	3.88333	5000
Bactris brongniartii	-71.062436	6.7869	31
Bactris brongniartii	-57.583333	-17.851111	5000
Bactris brongniartii	-74.032222	6.836389	5000
Bactris brongniartii	-70.455889	-3.749811	5000
Bactris brongniartii	-76.732778	6.389167	7560
Bactris brongniartii	-70.333333	-4.333333	3615
Bactris brongniartii	-64.568	6.362	5000
Bactris brongniartii	-73.53	-4.93	100
Bactris brongniartii	-73.54	-4.93	100
Bactris brongniartii	-73.55	-4.92	6
Bactris brongniartii	-68.32	3.98	5000
Bactris brongniartii	-68.27	3.96	5000
Bactris brongniartii	-68.31	3.92	5000
Bactris brongniartii	-68.39	3.88	5000
Bactris brongniartii	-68.38	3.86	5000
Bactris brongniartii	-68.4	3.84	5000
Bactris brongniartii	-68.66	3.81	5000
Bactris brongniartii	-69.57	3.58	5000
Bactris brongniartii	-73.21	-4.32	100
Bactris brongniartii	-72.98	-3.83	100
Bactris brongniartii	-72.99	-3.78	100
Bactris brongniartii	-73.85	-3.65	100
Bactris brongniartii	-73.84	-3.65	100
Bactris brongniartii	-73.09	-3.42	100
Bactris brongniartii	-73.26	-3.45	100
Bactris brongniartii	-73.27	-3.45	100
Bactris brongniartii	-73.27	-3.44	100
Bactris brongniartii	-73.16	-3.51	100
Bactris brongniartii	-73.15	-3.51	100
Bactris brongniartii	-73.39	-3.04	16
Bactris brongniartii	-73.05	-3.37	19
Bactris brongniartii	-73.05	-3.38	19
Bactris brongniartii	-74.92	-3.38	7
Bactris brongniartii	-74.82	-3.42	9
Bactris brongniartii	-74.68	-3.5	8
Bactris brongniartii	-74.59	-3.63	8
Bactris brongniartii	-74.53	-3.74	8
Bactris brongniartii	-74.54	-3.74	8
Bactris brongniartii	-74.54	-3.75	8
Bactris brongniartii	-74.38	-3.78	9
Bactris brongniartii	-74.39	-3.78	9
Bactris brongniartii	-74.33	-3.85	8
Bactris brongniartii	-74.31	-3.94	6
Bactris brongniartii	-74.29	-4.31	7
Bactris brongniartii	-74.31	-4.31	13
Bactris brongniartii	-74.31	-4.32	13
Bactris brongniartii	-73.72	-4.92	11
Bactris brongniartii	-73.71	-4.92	11
Bactris brongniartii	-73.72	-4.91	11
Bactris brongniartii	-73.72	-4.9	11
Bactris brongniartii	-74.4	-4.11	4
Bactris brongniartii	-74.8	-3.79	6
Bactris brongniartii	-74.31	-4.01	7
Bactris brongniartii	-73.98	-4.47	7
Bactris brongniartii	-73.68	-3.9	10
Bactris brongniartii	-73.67	-3.9	10
Bactris brongniartii	-73.79	-3.91	12
Bactris brongniartii	-73.22	-4.23	8
Bactris brongniartii	-73.2	-4.33	13
Bactris brongniartii	-73.23	-4.33	10
Bactris brongniartii	-73.22	-4.32	10
Bactris brongniartii	-73.22	-4.33	10
Bactris brongniartii	-73.25	-4.3	7
Bactris brongniartii	-73.25	-4.29	7
Bactris brongniartii	-73.2	-4.3	9
Bactris brongniartii	-74.45	-8.48	7
Bactris brongniartii	-74.59	-8.75	7
Bactris brongniartii	-74.17	-9.86	6
Bactris brongniartii	-74.17	-9.87	6
Bactris brongniartii	-73.96	-10.35	7
Bactris brongniartii	-73.97	-10.09	10
Bactris brongniartii	-73.96	-10.09	10
Bactris brongniartii	-74.04	-10.06	5
Bactris brongniartii	-74.14	-9.86	6
Bactris brongniartii	-74.14	-9.88	5
Bactris brongniartii	-74.37	-9.3	8
Bactris brongniartii	-75	-7.39	10
Bactris brongniartii	-75.11	-7.47	7
Bactris brongniartii	-75.06	-7.49	7
Bactris brongniartii	-75.07	-7.49	7
Bactris brongniartii	-75.07	-7.52	9
Bactris brongniartii	-74.9	-7.61	9
Bactris brongniartii	-74.9	-7.6	9
Bactris brongniartii	-75.24	-7.8	9
Bactris brongniartii	-75.09	-7.64	9
Bactris brongniartii	-75.16	-7.29	7
Bactris brongniartii	-75.17	-7.02	8
Bactris brongniartii	-74.99	-6.9	7
Bactris brongniartii	-74.99	-6.91	7
Bactris brongniartii	-74.99	-6.82	7
Bactris brongniartii	-74.35	-4.72	5000
Bactris brongniartii	-74.35	-4.74	5000
Bactris brongniartii	-74.36	-4.74	5000
Bactris brongniartii	-74.32	-4.73	5000
Bactris brongniartii	-74.31	-4.76	5000
Bactris brongniartii	-74.37	-4.73	5000
Bactris brongniartii	-74.36	-4.73	5000
Bactris brongniartii	-74.41	-4.7	5000
Bactris brongniartii	-74.4	-4.71	5000
Bactris brongniartii	-74.41	-4.71	5000
Bactris brongniartii	-74.41	-4.73	5000
Bactris brongniartii	-74.42	-4.73	5000
Bactris brongniartii	-74.42	-4.64	5000
Bactris brongniartii	-74.36	-4.67	5000
Bactris brongniartii	-74.37	-4.67	5000
Bactris brongniartii	-74.33	-4.82	5000
Bactris brongniartii	-74.4	-4.89	5000
Bactris brongniartii	-74.46	-4.9	5000
Bactris brongniartii	-74.67	-5.2	5000
Bactris brongniartii	-74.68	-5.24	5000
Bactris brongniartii	-74.64	-5.13	5000
Bactris brongniartii	-74.65	-5.13	5000
Bactris brongniartii	-75.63	-4.74	100
Bactris brongniartii	-74.77769	7.913194	100
Bactris brongniartii	-71.07226	6.818394	5000
Bactris campestris	-60.59112	1.24085	5000
Bactris campestris	-61.0133	1.4694	5000
Bactris campestris	-67	2	5000
Bactris campestris	-59.48	5.17	5000
Bactris campestris	-55.1942	5.0228	5000
Bactris campestris	-61.0117	1.4867	5000
Bactris campestris	-67.72	3.92	5000
Bactris campestris	-63.316667	-0.816667	5000
Bactris campestris	-57.67	5.55	5000
Bactris campestris	-57.25	5.68	5000
Bactris campestris	-63.374591	0.856439	5000
Bactris campestris	-66.83	2.65	5000
Bactris campestris	-60.542693	1.289304	5000
Bactris campestris	-48.066667	-0.916667	5000
Bactris campestris	-50.92	1.383889	5000
Bactris campestris	-68.091111	4.532222	5000
Bactris campestris	-61.7425	1.2822	5000
Bactris caryotifolia	-39.754444	-17.735278	5000
Bactris caryotifolia	-40.25	-16.785278	5000
Bactris caryotifolia	-39.65	-18.083333	5000
Bactris caryotifolia	-42.911889	-22.495583	5000
Bactris caryotifolia	-42.564444	-21.966667	5000
Bactris caryotifolia	-44.661444	-22.638611	5000
Bactris caryotifolia	-39.65	-18.08	5000
Bactris caryotifolia	-40.60028864	-19.9396103	5000
Bactris caryotifolia	-40.506944	-19.936111	5000
Bactris caryotifolia	-40.535556	-19.0175	5000
Bactris caryotifolia	-44.104167	-22.523333	5000
Bactris caryotifolia	-40.063611	-19.1375	5000
Bactris caryotifolia	-40.632778	-19.915	5000
Bactris caryotifolia	-40.376944	-19.889444	5000
Bactris caryotifolia	-41.209722	-21.340278	5000
Bactris caryotifolia	-40.482167	-19.747722	5000
Bactris caryotifolia	-40.615	-19.861111	5000
Bactris caryotifolia	-40.546389	-20.123056	5000
Bactris caryotifolia	-40.455278	-19.247222	5000
Bactris caryotifolia	-40.497222	-20.028889	5000
Bactris caryotifolia	-43.523889	-22.821389	5000
Bactris caryotifolia	-40.443889	-18.776944	5000
Bactris caryotifolia	-42.833333	-22.433333	5000
Bactris caryotifolia	-42.564444	-21.951667	5000
Bactris caryotifolia	-43.947778	-22.508611	5000
Bactris caryotifolia	-39.79305556	-13.68583333	5000
Bactris charnleyae	-78.92	9.32	5000
Bactris charnleyae	-78.95	9.408333	5000
Bactris charnleyae	-78.966667	9.333333	5000
Bactris charnleyae	-78.983333	9.333333	5000
Bactris charnleyae	-79.083333	9.375	5000
Bactris chaveziae	-74.214	-9.908	5000
Bactris chaveziae	-73.889	-10.636	5000
Bactris chaveziae	-73.89	-10.636	5000
Bactris chaveziae	-73.891	-10.636	5000
Bactris chaveziae	-73.972	-10.094	5000
Bactris chaveziae	-67.536	-14.438	5000
Bactris chaveziae	-65.503	-16.52	5000
Bactris chaveziae	-72.25	-8.333333	5000
Bactris chaveziae	-72.67	-9.166667	5000
Bactris chaveziae	-68.65842854	-9.069300775	5000
Bactris chaveziae	-71.7414	-8.3817	5000
Bactris chaveziae	-63.9	-17.5	5000
Bactris chaveziae	-72.25	-8.33	5000
Bactris chaveziae	-72.55	-8.95	5000
Bactris chaveziae	-71.8172	-8.4556	5000
Bactris chaveziae	-72.67	-8.12	5000
Bactris chaveziae	-67.95146	-13.04637	5000
Bactris chaveziae	-70.97	-11.88	5000
Bactris chaveziae	-70.25	-12	5000
Bactris chaveziae	-67.536389	-14.438889	5000
Bactris chaveziae	-64.83333	-17	5000
Bactris chaveziae	-69.3	-12.81666	5000
Bactris chaveziae	-68	-13	5000
Bactris chaveziae	-68.06106	-13.1673	5000
Bactris chaveziae	-65.49	-16.53	5000
Bactris chaveziae	-64.8	-16.98	5000
Bactris chaveziae	-64.8	-16.97	5000
Bactris chaveziae	-64.83	-16.98	5000
Bactris chaveziae	-68.45	-15.01	5000
Bactris chaveziae	-68.43	-14.99	5000
Bactris chaveziae	-68.26	-14.82	5000
Bactris chaveziae	-68.26	-14.81	5000
Bactris chaveziae	-68.58	-14.79	5000
Bactris chaveziae	-74.21	-9.9	9
Bactris chaveziae	-73.96	-10.35	7
Bactris chaveziae	-73.99	-10.31	6
Bactris chaveziae	-73.99	-10.3	6
Bactris chaveziae	-73.79	-10.73	5
Bactris chaveziae	-73.88	-10.63	6
Bactris chaveziae	-73.89	-10.63	6
Bactris chaveziae	-73.88	-10.59	6
Bactris chaveziae	-73.97	-10.09	10
Bactris chaveziae	-73.96	-10.09	10
Bactris chaveziae	-69.55	-11.15	5000
Bactris chaveziae	-69.56	-11.19	5000
Bactris chaveziae	-69.54	-11.24	5000
Bactris chaveziae	-69.55	-11.24	5000
Bactris chaveziae	-69.51	-11.29	5000
Bactris chaveziae	-69.45	-12.69	5000
Bactris chaveziae	-70.33	-12.92	5000
Bactris chaveziae	-70.28	-12.85	5000
Bactris chaveziae	-70.26	-12.94	5000
Bactris chaveziae	-70.26	-12.92	5000
Bactris chaveziae	-70.18	-12.89	5000
Bactris chaveziae	-70.35	-13.03	5000
Bactris chaveziae	-67.95138889	-13.04638889	5000
Bactris chocoensis	-73.716667	5.383333	5000
Bactris coloniata	-77.38662	6.26771	5816.1
Bactris coloniata	-79.75	-1.45	5000
Bactris coloniata	-78.92	9.32	5000
Bactris coloniata	-79.40833	9.17777	5000
Bactris coloniata	-79.85277	9.15555	5000
Bactris coloniata	-76.63472	5.53833	5000
Bactris coloniata	-76.71666	5.28333	5000
Bactris coloniata	-76.58333	5.76666	5000
Bactris coloniata	-76.61666	5.5	5000
Bactris coloniata	-79.66666	-2.45	5000
Bactris coloniata	-79.83805	9.16361	5000
Bactris coloniata	-79.416389	9.167222	5000
Bactris coloniata	-79.86805	9.15861	5000
Bactris coloniata	-78.966667	9.3	5000
Bactris coloniata	-79.85	9.15	5000
Bactris coloniata	-79.85833	9.15277	5000
Bactris coloniata	-79.841667	9.156944	5000
Bactris coloniata	-79.868056	9.156944	5000
Bactris coloniata	-79.84333	9.15472	5000
Bactris coloniata	-79.84361	9.17805	5000
Bactris coloniata	-79.85138	9.15416	5000
Bactris coloniata	-79.82222	9.15833	5000
Bactris coloniata	-79.82361	9.15833	5000
Bactris coloniata	-79.923333	9.270556	5000
Bactris coloniata	-79.95666	9.36416	5000
Bactris coloniata	-76.43333	-0.66666	5000
Bactris coloniata	-79.78333	9.33333	5000
Bactris coloniata	-78.983333	9.333333	5000
Bactris coloniata	-78.916667	9.316667	5000
Bactris coloniata	-79.7	-1.26666	5000
Bactris coloniata	-78.31666	-4.91666	5000
Bactris coloniata	-78.192778	-4.456667	5000
Bactris coloniata	-78.1475	-4.61444	5000
Bactris coloniata	-78.21666	-4.45	5000
Bactris coloniata	-76.613611	5.365278	1834
Bactris coloniata	-76.640278	5.596667	556
Bactris coloniata	-77.26	4.09	5000
Bactris coloniata	-77.25	4.12	5000
Bactris coloniata	-77.25	4.11	5000
Bactris coloniata	-77.18	4.06	5000
Bactris coloniata	-77.16	4.06	5000
Bactris coloniata	-76.71	5.39	5000
Bactris coloniata	-76.7	5.39	5000
Bactris coloniata	-76.72	5.4	5000
Bactris coloniata	-76.71	5.38	5000
Bactris coloniata	-76.76	5.38	5000
Bactris coloniata	-76.75	5.43	5000
Bactris coloniata	-76.7	5.41	5000
Bactris coloradonis	-84	10.43	5000
Bactris coloradonis	-83.66	10.66	5000
Bactris coloradonis	-83.73	10.64	5000
Bactris coloradonis	-84.03	10.43	5000
Bactris coloradonis	-83.78	10.28	5000
Bactris coloradonis	-84	10.24	5000
Bactris coloradonis	-84	10.4	5000
Bactris coloradonis	-76.78	5.05	5000
Bactris coloradonis	-78.6436	1.0647	5000
Bactris coloradonis	-80.115	8.6389	5000
Bactris coloradonis	-78.05	9.02	5000
Bactris coloradonis	-84.00647	10.43044	5000
Bactris coloradonis	-78.92	9.32	5000
Bactris coloradonis	-76.97	3.98	5000
Bactris coloradonis	-77.13	3.93	5000
Bactris coloradonis	-78.67	1.25	5000
Bactris coloradonis	-83.566667	10.416667	5000
Bactris coloradonis	-83.566667	10.45	5000
Bactris coloradonis	-83.736111	10.643889	5000
Bactris coloradonis	-83.055556	9.670833	5000
Bactris coloradonis	-83.856944	10.19	5000
Bactris coloradonis	-84.008333	10.433333	5000
Bactris coloradonis	-80.681111	8.82	5000
Bactris coloradonis	-80.678333	8.831389	5000
Bactris coloradonis	-79.11666	-2.18333	5000
Bactris coloradonis	-83.88333	11	5000
Bactris coloradonis	-84.33055	10.96666	5000
Bactris coloradonis	-79.94805	9.24611	5000
Bactris coloradonis	-79.878611	9.371389	5000
Bactris coloradonis	-80.970556	8.844167	5000
Bactris coloradonis	-83.766667	11.983333	5000
Bactris coloradonis	-76.686438	5.30127	5000
Bactris coloradonis	-77.0572	5.2987	5000
Bactris coloradonis	-79.86805	9.15861	5000
Bactris coloradonis	-77.13333	3.93333	5000
Bactris coloradonis	-77	3.91666	5000
Bactris coloradonis	-76.433333	7.25	5000
Bactris coloradonis	-79.766667	9.166667	5000
Bactris coloradonis	-79.375	9.23388	5000
Bactris coloradonis	-84.00361	10.43138	5000
Bactris coloradonis	-82.87	9.59	5000
Bactris coloradonis	-79.955	9.318333	5000
Bactris coloradonis	-80.10833	8.625	5000
Bactris coloradonis	-80.016111	9.297778	5000
Bactris coloradonis	-79.398611	9.191667	5000
Bactris coloradonis	-78.94583	9.30833	5000
Bactris coloradonis	-78.975	9.3	5000
Bactris coloradonis	-77.675	8.808333	5000
Bactris coloradonis	-79.37638	9.225	5000
Bactris coloradonis	-81.11555	8.51361	5000
Bactris coloradonis	-78.928056	9.267222	5000
Bactris coloradonis	-79.790833	9.328333	5000
Bactris coloradonis	-78.95305	9.30083	5000
Bactris coloradonis	-79.666667	9.408333	5000
Bactris coloradonis	-79.59166	9.39166	5000
Bactris coloradonis	-78.95305	9.25333	5000
Bactris coloradonis	-79.9	8.683333	5000
Bactris coloradonis	-80.595555	8.6725	5000
Bactris coloradonis	-79.85833	9.15277	5000
Bactris coloradonis	-81.12944	8.52388	5000
Bactris coloradonis	-79.921389	8.689444	5000
Bactris coloradonis	-80.60916	8.67472	5000
Bactris coloradonis	-80.595	8.668333	5000
Bactris coloradonis	-78.9	-1.05	5000
Bactris coloradonis	-76.96666	3.98333	5000
Bactris coloradonis	-83.56	10.41	5000
Bactris coloradonis	-83.56	10.45	5000
Bactris coloradonis	-79.58333	9.4	5000
Bactris coloradonis	-81.133333	8.516667	5000
Bactris coloradonis	-76.61666	5.2	5000
Bactris coloradonis	-83.666667	10.666667	5000
Bactris coloradonis	-77.35	6.26666	5000
Bactris coloradonis	-78.966667	9.333333	5000
Bactris coloradonis	-79.116667	9.433333	5000
Bactris coloradonis	-77.05	4.05	5000
Bactris coloradonis	-80.454167	8.685	5000
Bactris coloradonis	-80.11666	8.61666	5000
Bactris coloradonis	-79.81472	9.245	5000
Bactris coloradonis	-79.666667	9.383333	5000
Bactris coloradonis	-80.595	8.673333	5000
Bactris coloradonis	-79.1	9.45	5000
Bactris coloradonis	-83.05	9.67	5000
