"taxa"	"EOO"	"AOO"	"Nbe_unique_occ."	"Nbe_subPop"	"Nbe_loc"	"EOO2"	"NOP"	"MER"	"EOOkm2"	"AOO2km"	"EOOcat"	"AOOcat"	"EOO_rCAT_conR2"
"Calyptrogyne allenii"	6712	104	60	8	12	6712	"60"	"17479.885951142"	"6675.899695304"	"120"	"VU"	"EN"	"6675.899695304"
"Calyptrogyne anomala"	1823	52	21	7	9	1823	"21"	"3376.89327976951"	"1831.27069611656"	"60"	"EN"	"EN"	"1831.27069611656"
"Calyptrogyne baudensis"	1619	20	6	4	4	1619	"6"	"3178.76080963798"	"1618.26539431074"	"20"	"EN"	"EN"	"1618.26539431074"
"Calyptrogyne coloradensis"	8	8	3	1	1	5	"3"	"17.3512967643296"	"5.15620909156418"	"12"	"CR"	"EN"	"5.15620909156418"
"Calyptrogyne condensata"	7284	40	13	5	6	7284	"13"	"33424.7207502205"	"7325.75163192373"	"32"	"VU"	"EN"	"7325.75163192373"
"Calyptrogyne costatifrons"	22840	280	99	17	34	22840	"99"	"37778.4244046224"	"22914.265939787"	"316"	"NT"	"EN"	"22914.265939787"
"Calyptrogyne deneversii"	747	36	13	4	5	747	"13"	"1438.83564368571"	"746.168741283806"	"40"	"EN"	"EN"	"746.168741283806"
"Calyptrogyne fortunensis"	188	20	7	2	2	188	"7"	"1271.72721398247"	"188.04042669821"	"24"	"EN"	"EN"	"188.04042669821"
"Calyptrogyne ghiesbreghtiana"	468343	700	237	68	109	468343	"237"	"2245275.9067042"	"504327.220268254"	"696"	"LC"	"VU"	"504327.220268254"
"Calyptrogyne herrerae"	10	8	8	2	2	10	"8"	"113.526454042687"	"9.52955431143761"	"16"	"CR"	"EN"	"9.52955431143761"
"Calyptrogyne kunorum"	383.6	4	3	1	1	383.6	"3"	"0"	"0"	"8"	"CR"	"CR"	"0"
"Calyptrogyne osensis"	9887	76	26	9	11	9887	"26"	"66553.2535851311"	"9861.48065109363"	"80"	"VU"	"EN"	"9861.48065109363"
"Calyptrogyne panamensis"	8980	156	62	12	20	8980	"62"	"15406.5349473947"	"8985.99932306428"	"148"	"VU"	"EN"	"8985.99932306428"
"Calyptrogyne pubescens"	78	12	4	2	3	78	"4"	"197.310703315477"	"78.186645057694"	"12"	"CR"	"EN"	"78.186645057694"
"Calyptrogyne sanblasensis"	81	16	5	2	3	81	"5"	"310.600653468737"	"80.562868145328"	"20"	"CR"	"EN"	"80.562868145328"
"Calyptrogyne trichostachys"	8916	180	57	14	26	8916	"57"	"33941.4405121165"	"8919.25049922835"	"188"	"VU"	"EN"	"8919.25049922835"
"Calyptrogyne tutensis"	77	28	15	1	4	77	"15"	"172.42664241726"	"77.4262701902855"	"28"	"CR"	"EN"	"77.4262701902855"
"Calyptronoma occidentalis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Calyptronoma plumeriana"	208788	28	7	7	7	208788	"7"	"717615.040592048"	"196000.468336509"	"28"	"LC"	"EN"	"196000.468336509"
"Calyptronoma rivalis"	46795	32	9	7	7	46795	"9"	"90322.7327271864"	"46776.6142842573"	"32"	"LC"	"EN"	"46776.6142842573"
"Carpentaria acuminata"	632993	1756	619	123	255	632993	"619"	"1137409.25849806"	"634131.073644382"	"1780"	"LC"	"VU"	"634131.073644382"
"Caryota angustifolia"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Caryota cumingii"	186272	28	7	7	7	186272	"7"	"414995.394377235"	"182907.800711264"	"28"	"LC"	"EN"	"182907.800711264"
"Caryota kiriwongensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Caryota maxima"	6593940	80	21	20	20	6593940	"21"	"10181657.3124079"	"6533447.98287594"	"80"	"LC"	"EN"	"6533447.98287594"
"Caryota mitis"	5980271	244	62	57	59	5980271	"62"	"7774702.2732934"	"5937621.5794217"	"248"	"LC"	"EN"	"5937621.5794217"
"Caryota monostachya"	477779	140	38	31	34	477779	"38"	"1048443.55067736"	"475303.237819377"	"140"	"LC"	"EN"	"475303.237819377"
"Caryota no"	59864	20	5	5	5	59864	"5"	"374984.442634559"	"59186.4467798443"	"20"	"LC"	"EN"	"59186.4467798443"
"Caryota obtusa"	12	12	3	1	1	1	"3"	"4.52791698664213"	"1.45543097716641"	"8"	"CR"	"CR"	"1.45543097716641"
"Caryota rumphiana"	3894500	128	32	29	31	3894500	"32"	"5987258.52696359"	"3669035.88537884"	"128"	"LC"	"EN"	"3669035.88537884"
"Caryota sympetala"	79404	84	30	16	18	79404	"30"	"288067.449661447"	"81230.9688378782"	"88"	"LC"	"EN"	"81230.9688378782"
"Caryota urens"	13792588	120	32	26	26	13792588	"32"	"25522070.9228528"	"13566859.655797"	"128"	"LC"	"EN"	"13566859.655797"
"Caryota zebrina"	1654	24	7	3	3	1654	"7"	"19317.5571721519"	"1653.74578004119"	"24"	"EN"	"EN"	"1653.74578004119"
"Ceroxylon alpinum"	57195	44	12	7	8	57195	"12"	"637959.450571855"	"55909.1886283675"	"44"	"LC"	"EN"	"55909.1886283675"
"Ceroxylon amazonicum"	3835	28	17	5	6	3835	"17"	"38702.9670631966"	"3836.50154253364"	"28"	"EN"	"EN"	"3836.50154253364"
"Ceroxylon ceriferum"	26454	12	3	3	3	26454	"3"	"60759.6413540075"	"26017.5159260791"	"12"	"NT"	"EN"	"26017.5159260791"
"Ceroxylon echinulatum"	265786	72	29	13	15	265786	"29"	"811647.263671766"	"266872.338075706"	"76"	"LC"	"EN"	"266872.338075706"
"Ceroxylon parvifrons"	2553653	160	61	29	33	2553653	"61"	"5267634.84101146"	"2570765.43553471"	"176"	"LC"	"EN"	"2570765.43553471"
"Ceroxylon parvum"	8	8	3	1	1	0	"3"	"6.300445365675"	"0.270197183871433"	"8"	"CR"	"CR"	"0.270197183871433"
"Ceroxylon peruvianum"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Ceroxylon pityrophyllum"	NA	8	2	2	2	36123	"2"	"237846.896611892"	"0"	"8"	"CR"	"CR"	"36123"
"Ceroxylon quindiuense"	365718	188	55	19	29	365718	"55"	"805050.463245242"	"364858.15904943"	"196"	"LC"	"EN"	"364858.15904943"
"Ceroxylon sasaimae"	968	16	5	4	4	968	"5"	"10351.2270426369"	"969.505805011135"	"16"	"EN"	"EN"	"969.505805011135"
"Ceroxylon ventricosum"	132077	32	16	6	6	132077	"16"	"902403.82901069"	"131870.621930723"	"32"	"LC"	"EN"	"131870.621930723"
"Ceroxylon vogelianum"	1220289	264	94	39	47	1220289	"94"	"2038976.59052643"	"1216872.67666659"	"284"	"LC"	"EN"	"1216872.67666659"
"Chamaedorea adscendens"	NA	8	2	2	2	262	"2"	"751.572615884945"	"0"	"8"	"CR"	"CR"	"262"
"Chamaedorea allenii"	134617	172	50	28	34	134617	"50"	"316930.109718929"	"135079.130212885"	"176"	"LC"	"EN"	"135079.130212885"
"Chamaedorea alternans"	46990	60	18	10	11	46990	"18"	"148866.09676761"	"46907.6464068098"	"64"	"LC"	"EN"	"46907.6464068098"
"Chamaedorea amabilis"	41431	52	18	11	12	41431	"18"	"109134.459561681"	"41199.0122049826"	"52"	"LC"	"EN"	"41199.0122049826"
"Chamaedorea anemophila"	23684	48	19	8	10	23684	"19"	"41356.5869394129"	"23571.1688437783"	"52"	"NT"	"EN"	"23571.1688437783"
"Chamaedorea angustisecta"	679482	300	90	45	58	679482	"90"	"1351541.10991789"	"689577.407927366"	"320"	"LC"	"EN"	"689577.407927366"
"Chamaedorea arenbergiana"	299583	120	31	23	27	299583	"31"	"1028804.33865942"	"305696.442515867"	"120"	"LC"	"EN"	"305696.442515867"
"Chamaedorea benziei"	1034	16	4	4	4	1034	"4"	"10542.073873213"	"1045.87311494017"	"16"	"EN"	"EN"	"1045.87311494017"
"Chamaedorea binderi"	549	20	5	2	2	549	"5"	"14308.2179644103"	"549.682987691662"	"20"	"EN"	"EN"	"549.682987691662"
"Chamaedorea brachyclada"	14090	72	28	12	14	14090	"28"	"21330.9991066052"	"14088.7556037186"	"80"	"VU"	"EN"	"14088.7556037186"
"Chamaedorea brachypoda"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea cataractarum"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea christinae"	NA	8	2	2	2	681	"2"	"1878.73838820477"	"0"	"8"	"CR"	"CR"	"681"
"Chamaedorea correae"	13244	76	34	7	11	13244	"34"	"30277.4520625709"	"13248.7136503904"	"84"	"VU"	"EN"	"13248.7136503904"
"Chamaedorea costaricana"	546742	940	315	82	134	546742	"315"	"1622302.25062772"	"549546.275943319"	"964"	"LC"	"VU"	"549546.275943319"
"Chamaedorea crucensis"	7188	96	50	11	14	7188	"50"	"20769.418842642"	"7175.68380148965"	"116"	"VU"	"EN"	"7175.68380148965"
"Chamaedorea dammeriana"	113511	412	157	30	54	113511	"157"	"240580.522770824"	"113004.117126155"	"396"	"LC"	"EN"	"113004.117126155"
"Chamaedorea deckeriana"	118056	412	140	47	67	118056	"140"	"235859.322655152"	"117209.383440696"	"416"	"LC"	"EN"	"117209.383440696"
"Chamaedorea deneversiana"	194394	76	28	9	13	194394	"28"	"403045.655949381"	"194716.742930674"	"80"	"LC"	"EN"	"194716.742930674"
"Chamaedorea elatior"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea elegans"	539244	680	192	91	123	539244	"192"	"879125.216420754"	"531835.538831696"	"684"	"LC"	"VU"	"531835.538831696"
"Chamaedorea falcifera"	NA	8	2	2	2	35	"2"	"651.841079977934"	"0"	"8"	"CR"	"CR"	"35"
"Chamaedorea foveata"	218	12	3	3	3	218	"3"	"13340.6349761854"	"230.534205333996"	"12"	"EN"	"EN"	"230.534205333996"
"Chamaedorea fractiflexa"	NA	8	2	2	2	NA	"2"	"1193.65764483901"	"0"	"8"	"CR"	"CR"	NA
"Chamaedorea fragrans"	30883	28	8	7	7	30883	"8"	"66633.8638514143"	"30970.2775062939"	"28"	"LC"	"EN"	"30970.2775062939"
"Chamaedorea frondosa"	NA	8	2	2	2	14	"2"	"286.099287542404"	"0"	"8"	"CR"	"CR"	"14"
"Chamaedorea geonomiformis"	431935	232	68	32	39	431935	"68"	"1798179.9554624"	"449984.614467251"	"216"	"LC"	"EN"	"449984.614467251"
"Chamaedorea glaucifolia"	10923	124	36	13	23	10923	"36"	"18487.8896899357"	"10912.262181884"	"132"	"VU"	"EN"	"10912.262181884"
"Chamaedorea graminifolia"	8862	12	3	3	3	8862	"3"	"124623.637659078"	"8672.81080946326"	"12"	"VU"	"EN"	"8672.81080946326"
"Chamaedorea guntheriana"	8	8	4	2	2	3	"4"	"715.325556752941"	"3.37026632308102"	"8"	"CR"	"CR"	"3.37026632308102"
"Chamaedorea hodelii"	7074	128	48	15	18	7074	"48"	"19348.9281836418"	"7073.79941799626"	"136"	"VU"	"EN"	"7073.79941799626"
"Chamaedorea hooperiana"	12	12	3	2	2	10	"3"	"107.177035107523"	"9.74328710935402"	"12"	"CR"	"EN"	"9.74328710935402"
"Chamaedorea ibarrae"	6390	32	9	5	6	6390	"9"	"13983.5435475316"	"6391.43176718299"	"32"	"VU"	"EN"	"6391.43176718299"
"Chamaedorea incrustata"	123	20	7	3	4	123	"7"	"515.950147564011"	"123.534962874843"	"24"	"EN"	"EN"	"123.534962874843"
"Chamaedorea keelerorum"	NA	8	2	2	2	NA	"2"	"34694.0609490132"	"0"	"8"	"CR"	"CR"	NA
"Chamaedorea klotzschiana"	20769	52	14	6	8	20769	"14"	"219904.90372973"	"21781.3789058268"	"52"	"NT"	"EN"	"21781.3789058268"
"Chamaedorea liebmannii"	514325	156	45	20	27	514325	"45"	"1031298.57224957"	"498610.880781528"	"160"	"LC"	"EN"	"498610.880781528"
"Chamaedorea linearis"	3314991	1104	378	154	212	3314991	"378"	"6078928.50889888"	"3324775.64293007"	"1100"	"LC"	"VU"	"3324775.64293007"
"Chamaedorea lucidifrons"	109356	172	62	25	32	109356	"62"	"309066.774820984"	"109100.314608735"	"176"	"LC"	"EN"	"109100.314608735"
"Chamaedorea macrospadix"	111472	416	151	37	65	111472	"151"	"289649.021387377"	"111237.375610146"	"476"	"LC"	"EN"	"111237.375610146"
"Chamaedorea matae"	64027	152	54	13	17	64027	"54"	"171157.295624489"	"63114.4962232246"	"168"	"LC"	"EN"	"63114.4962232246"
"Chamaedorea metallica"	30157	68	18	8	11	30157	"18"	"122440.978086945"	"30288.036111021"	"72"	"LC"	"EN"	"30288.036111021"
"Chamaedorea microphylla"	NA	4	2	1	1	3	"2"	"10.1395822605373"	"0"	"8"	"CR"	"CR"	"3"
"Chamaedorea microspadix"	29956	56	15	7	9	29956	"15"	"71416.6375877184"	"30161.7247294105"	"60"	"LC"	"EN"	"30161.7247294105"
"Chamaedorea moliniana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea neurochlamys"	440219	356	101	46	63	440219	"101"	"843691.403899622"	"439292.59070127"	"364"	"LC"	"EN"	"439292.59070127"
"Chamaedorea nubium"	184137	224	68	27	36	184137	"68"	"373441.424902058"	"185213.0947755"	"232"	"LC"	"EN"	"185213.0947755"
"Chamaedorea oblongata"	816569	988	290	128	175	816569	"290"	"1752380.46950943"	"812470.330919159"	"996"	"LC"	"VU"	"812470.330919159"
"Chamaedorea oreophila"	3111	32	9	5	5	3111	"9"	"6268.53066717271"	"3123.27524095675"	"36"	"EN"	"EN"	"3123.27524095675"
"Chamaedorea palmeriana"	28063	244	90	22	36	28063	"90"	"95272.0487719829"	"27825.3544991063"	"244"	"NT"	"EN"	"27825.3544991063"
"Chamaedorea parvifolia"	6536	88	32	12	15	6536	"32"	"29684.4183840083"	"6527.86592548149"	"104"	"VU"	"EN"	"6527.86592548149"
"Chamaedorea parvisecta"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea pauciflora"	1642566	956	317	157	189	1642566	"317"	"2254816.21582434"	"1641321.98310234"	"976"	"LC"	"VU"	"1641321.98310234"
"Chamaedorea pinnatifrons"	9379759	5288	1678	593	877	9379759	"1678"	"19755455.0910538"	"9199512.94887762"	"5336"	"LC"	"LC"	"9199512.94887762"
"Chamaedorea piscifolia"	132	24	8	3	4	132	"8"	"470.642237428463"	"132.298561794502"	"32"	"EN"	"EN"	"132.298561794502"
"Chamaedorea pittieri"	1792	44	16	5	6	1792	"16"	"17246.6095876465"	"1790.30157704875"	"44"	"EN"	"EN"	"1790.30157704875"
"Chamaedorea plumosa"	NA	8	2	2	2	NA	"2"	"32.9918522277552"	"0"	"8"	"CR"	"CR"	NA
"Chamaedorea pochutlensis"	451099	200	55	30	37	451099	"55"	"1107172.74748349"	"439519.064540576"	"204"	"LC"	"EN"	"439519.064540576"
"Chamaedorea ponderosa"	833	20	6	4	4	833	"6"	"2773.01400208763"	"832.508042061528"	"24"	"EN"	"EN"	"832.508042061528"
"Chamaedorea pumila"	81862	196	55	25	35	81862	"55"	"166214.300810082"	"81303.4688905141"	"196"	"LC"	"EN"	"81303.4688905141"
"Chamaedorea pygmaea"	255003	80	35	8	12	255003	"35"	"2153419.30006063"	"239699.298516738"	"92"	"LC"	"EN"	"239699.298516738"
"Chamaedorea queroana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea radicalis"	353117	108	33	18	20	353117	"33"	"1457210.49151924"	"357329.421550573"	"112"	"LC"	"EN"	"357329.421550573"
"Chamaedorea recurvata"	16	16	5	1	1	8	"5"	"13.5277576995911"	"8.45481176260683"	"16"	"CR"	"EN"	"8.45481176260683"
"Chamaedorea ricardoi"	8152	32	8	6	8	8152	"8"	"16675.2357189691"	"8137.03400861335"	"32"	"VU"	"EN"	"8137.03400861335"
"Chamaedorea robertii"	28416	128	44	18	22	28416	"44"	"123581.708861138"	"28286.623091497"	"144"	"NT"	"EN"	"28286.623091497"
"Chamaedorea rojasiana"	88452	60	21	10	11	88452	"21"	"325358.155217965"	"89252.4798291201"	"76"	"LC"	"EN"	"89252.4798291201"
"Chamaedorea rosibeliae"	NA	4	2	1	1	0	"2"	"0.421824333799429"	"0"	"8"	"CR"	"CR"	"0"
"Chamaedorea rossteniorum"	17533	68	23	8	11	17533	"23"	"58803.230601014"	"17505.104267996"	"80"	"VU"	"EN"	"17505.104267996"
"Chamaedorea sartorii"	279374	176	50	22	31	279374	"50"	"632657.073492903"	"275798.073321528"	"180"	"LC"	"EN"	"275798.073321528"
"Chamaedorea scheryi"	29869	228	73	28	37	29869	"73"	"111674.043350935"	"29688.859726036"	"232"	"NT"	"EN"	"29688.859726036"
"Chamaedorea schiedeana"	218367	340	97	29	50	218367	"97"	"500851.061600236"	"215663.000862501"	"348"	"LC"	"EN"	"215663.000862501"
"Chamaedorea schippii"	9845	32	8	6	6	9845	"8"	"56754.8486659988"	"9752.55286426207"	"32"	"VU"	"EN"	"9752.55286426207"
"Chamaedorea seifrizii"	7680614	680	211	76	116	7680614	"211"	"16108905.0433709"	"8826821.24875214"	"692"	"LC"	"VU"	"8826821.24875214"
"Chamaedorea serpens"	493	24	13	3	3	493	"13"	"6567.44927965817"	"498.08752327739"	"24"	"EN"	"EN"	"498.08752327739"
"Chamaedorea simplex"	11211	24	7	4	4	11211	"7"	"58075.4629369962"	"10997.7885038738"	"28"	"VU"	"EN"	"10997.7885038738"
"Chamaedorea smithii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea stenocarpa"	1209	20	7	5	5	1209	"7"	"8531.88086251677"	"1213.92986971026"	"20"	"EN"	"EN"	"1213.92986971026"
"Chamaedorea stolonifera"	20446	28	7	6	6	20446	"7"	"67508.7708600995"	"20098.5172544595"	"28"	"NT"	"EN"	"20098.5172544595"
"Chamaedorea stricta"	74801	16	5	4	4	74801	"5"	"723228.206823806"	"70956.9100424256"	"20"	"LC"	"EN"	"70956.9100424256"
"Chamaedorea subjectifolia"	977	52	15	6	8	977	"15"	"1373.2851479587"	"977.767362184082"	"52"	"EN"	"EN"	"977.767362184082"
"Chamaedorea tenerrima"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea tepejilote"	1183468	1196	361	177	225	1183468	"361"	"4630202.1338533"	"1219163.92903911"	"1188"	"LC"	"VU"	"1219163.92903911"
"Chamaedorea tuerckheimii"	63132	48	13	7	10	63132	"13"	"425744.751929277"	"62463.5646656162"	"48"	"LC"	"EN"	"62463.5646656162"
"Chamaedorea undulatifolia"	6985	140	46	9	21	6985	"46"	"34056.5908967536"	"6932.20389741228"	"144"	"VU"	"EN"	"6932.20389741228"
"Chamaedorea verapazensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea verecunda"	16	16	5	1	2	7	"5"	"33.8036959820073"	"6.76013594963908"	"16"	"CR"	"EN"	"6.76013594963908"
"Chamaedorea vulgata"	7446	16	4	4	4	7446	"4"	"13744.6873326515"	"7441.95505626999"	"16"	"VU"	"EN"	"7441.95505626999"
"Chamaedorea warscewiczii"	241740	312	103	37	54	241740	"103"	"786502.799057187"	"241849.477229626"	"344"	"LC"	"EN"	"241849.477229626"
"Chamaedorea whitelockiana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Chamaedorea woodsoniana"	693440	224	64	37	43	693440	"64"	"2492154.11423642"	"700587.214837789"	"224"	"LC"	"EN"	"700587.214837789"
"Chamaedorea zamorae"	10061	140	53	14	19	10061	"53"	"34485.5604970635"	"10069.7063020737"	"136"	"VU"	"EN"	"10069.7063020737"
"Chamaerops humilis"	2787629	10440	4899	137	559	2787629	"4899"	"6057510.60845287"	"2856914.52557891"	"10484"	"LC"	"LC"	"2856914.52557891"
"Chambeyronia lepidota"	28	16	8	2	2	28	"8"	"94.7664073614512"	"28.1762428437469"	"20"	"CR"	"EN"	"28.1762428437469"
"Chambeyronia macrocarpa"	5161	68	21	11	12	5161	"21"	"33960.7285224805"	"5169.73068259245"	"80"	"VU"	"EN"	"5169.73068259245"
"Chelyocarpus chuco"	41191	28	10	6	7	41191	"10"	"70874.9079747373"	"41229.6727538857"	"28"	"LC"	"EN"	"41229.6727538857"
"Chelyocarpus dianeurus"	15344	76	27	10	12	15344	"27"	"25445.3610442494"	"15348.0598724335"	"80"	"VU"	"EN"	"15348.0598724335"
"Chelyocarpus repens"	46685	36	15	7	8	46685	"15"	"95748.500078501"	"46670.9319006261"	"40"	"LC"	"EN"	"46670.9319006261"
"Chelyocarpus ulei"	906673	232	86	36	43	906673	"86"	"1352810.80819239"	"906596.561641241"	"236"	"LC"	"EN"	"906596.561641241"
"Chuniophoenix hainanensis"	NA	8	2	2	2	NA	"2"	"245.025699995372"	"0"	"8"	"CR"	"CR"	NA
"Chuniophoenix nana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Clinosperma bracteale"	3711	68	21	11	12	3711	"21"	"16625.1431820675"	"3676.37116219806"	"68"	"EN"	"EN"	"3676.37116219806"
"Clinosperma lanuginosa"	97	24	11	4	4	97	"11"	"631.061727960179"	"96.5409439978275"	"32"	"CR"	"EN"	"96.5409439978275"
"Clinosperma macrocarpa"	4	4	3	1	1	0	"3"	"0.471255936253631"	"0.00168477607506514"	"8"	"CR"	"CR"	"0.00168477607506514"
"Clinosperma vaginata"	740	52	15	4	6	740	"15"	"2632.94606894862"	"739.23064184449"	"56"	"EN"	"EN"	"739.23064184449"
"Clinostigma collegarum"	12	12	4	1	1	2	"4"	"9.03299595984709"	"1.59366945767826"	"8"	"CR"	"CR"	"1.59366945767826"
"Clinostigma gronophyllum"	NA	4	2	1	1	NA	"2"	"0"	"0"	"8"	"CR"	"CR"	NA
"Clinostigma ponapense"	44	20	6	1	3	44	"6"	"97.343940446093"	"44.3174037489591"	"24"	"CR"	"EN"	"44.3174037489591"
"Coccothrinax alta"	NA	8	2	2	2	790	"2"	"562.567599528437"	"0"	"8"	"CR"	"CR"	"790"
"Coccothrinax argentata"	494825	40	15	7	7	494825	"15"	"1038012.94546875"	"503720.36584235"	"40"	"LC"	"EN"	"503720.36584235"
"Coccothrinax argentea"	21785	48	13	11	11	21785	"13"	"81858.3680134199"	"21825.1238814783"	"48"	"NT"	"EN"	"21825.1238814783"
"Coccothrinax barbadensis"	5402	20	5	5	5	5402	"5"	"10459.6421788969"	"5390.25510407542"	"20"	"VU"	"EN"	"5390.25510407542"
"Coccothrinax boschiana"	NA	8	2	2	2	141	"2"	"1138.98968216953"	"0"	"8"	"CR"	"CR"	"141"
"Coccothrinax ekmanii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Coccothrinax gracilis"	NA	8	2	2	2	2777	"2"	"28237.0705229988"	"0"	"8"	"CR"	"CR"	"2777"
"Coccothrinax hioramii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Coccothrinax jamaicensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Coccothrinax litoralis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Coccothrinax orientalis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Coccothrinax readii"	54249	256	90	20	33	54249	"90"	"94897.2136405508"	"54410.8610349435"	"264"	"LC"	"EN"	"54410.8610349435"
"Coccothrinax spissa"	7870	32	9	6	7	7870	"9"	"18551.1967977449"	"7878.39475197483"	"36"	"VU"	"EN"	"7878.39475197483"
"Coccothrinax yunquensis"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Coccothrinax yuraguana"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Cocos nucifera"	301330525	1836	576	349	392	301330525	"576"	"350411466.014995"	"281023148.313101"	"1900"	"LC"	"VU"	"281023148.313101"
"Colpothrinax aphanopetala"	58696	28	11	6	6	58696	"11"	"120240.244053861"	"58402.309260422"	"32"	"LC"	"EN"	"58402.309260422"
"Colpothrinax cookii"	18281	44	13	6	7	18281	"13"	"46610.951820454"	"18223.866297156"	"48"	"VU"	"EN"	"18223.866297156"
"Copernicia alba"	4435078	316	96	57	66	4435078	"96"	"8914340.91993098"	"4258261.66978421"	"324"	"LC"	"EN"	"4258261.66978421"
"Copernicia berteroana"	15934	20	6	5	5	15934	"6"	"28131.0575771066"	"15937.1226148959"	"20"	"VU"	"EN"	"15937.1226148959"
"Copernicia curtissii"	64	12	3	3	3	64	"3"	"594.593183359051"	"63.5544500544062"	"12"	"CR"	"EN"	"63.5544500544062"
"Copernicia ekmanii"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Copernicia prunifera"	2617816	188	51	42	46	2617816	"51"	"5947087.47826383"	"2530085.97598816"	"188"	"LC"	"EN"	"2530085.97598816"
"Copernicia tectorum"	280790	44	13	10	10	280790	"13"	"674944.02820605"	"282208.60118136"	"52"	"LC"	"EN"	"282208.60118136"
"Copernicia yarey"	NA	4	1	1	1	NA	"1"	"0"	"0"	"4"	"CR"	"CR"	"0"
"Corypha lecomtei"	2295	12	3	2	2	2295	"3"	"451717.70468514"	"2379.93829013947"	"12"	"EN"	"EN"	"2379.93829013947"
"Corypha utan"	8069567	392	223	39	52	8069567	"223"	"18258479.9657846"	"7865578.31077918"	"424"	"LC"	"EN"	"7865578.31077918"
"Cryosophila bartlettii"	11	8	4	2	2	11	"4"	"77.9672649359767"	"11.4481466317633"	"8"	"CR"	"CR"	"11.4481466317633"
"Cryosophila cookii"	514	12	6	3	3	514	"6"	"7906.74995119896"	"510.731094619089"	"16"	"EN"	"EN"	"510.731094619089"
"Cryosophila grayumii"	7981	52	26	9	9	7981	"26"	"41072.1995610393"	"7969.34155005491"	"60"	"VU"	"EN"	"7969.34155005491"
"Cryosophila guagara"	9618	84	31	11	15	9618	"31"	"42431.878196975"	"9600.38015252045"	"92"	"VU"	"EN"	"9600.38015252045"
"Cryosophila kalbreyeri"	93639	80	22	19	19	93639	"22"	"168698.300092631"	"93554.0285752309"	"80"	"LC"	"EN"	"93554.0285752309"
"Cryosophila macrocarpa"	8	8	4	1	1	1	"4"	"1.65197285149615"	"0.705557634657443"	"12"	"CR"	"EN"	"0.705557634657443"
"Cryosophila stauracantha"	491939	552	180	66	93	491939	"180"	"774230.799925343"	"475664.106348469"	"556"	"LC"	"VU"	"475664.106348469"
"Cryosophila warscewiczii"	138649	300	108	42	53	138649	"108"	"364030.656208773"	"138003.586130612"	"316"	"LC"	"EN"	"138003.586130612"
"Cryosophila williamsii"	1180	20	8	4	4	1180	"8"	"2637.45945455551"	"1180.41625511823"	"20"	"EN"	"EN"	"1180.41625511823"
"Cyphokentia cerifera"	647	20	9	4	4	647	"9"	"6784.91576894006"	"641.928504762035"	"24"	"EN"	"EN"	"641.928504762035"
"Cyphokentia macrostachya"	3961	40	14	8	8	3961	"14"	"30160.8336534343"	"4054.37608397786"	"44"	"EN"	"EN"	"4054.37608397786"
"Cyphophoenix alba"	168	40	13	2	3	168	"13"	"1350.53943816852"	"167.572001224556"	"36"	"EN"	"EN"	"167.572001224556"
"Cyphophoenix elegans"	23	20	8	1	2	23	"8"	"56.389745927132"	"23.234746423221"	"20"	"CR"	"EN"	"23.234746423221"
