"size" "decay" "Accuracy" "Kappa" "AccuracySD" "KappaSD"
1 0.005 0.747676453980802 0.481430057520063 0.089316221108435 0.187761195169281
1 0.01 0.751097308488613 0.489336264079869 0.087917183909311 0.182480478331462
1 0.05 0.753213815170337 0.489665631913089 0.0897361455330884 0.189097404031537
1 0.1 0.731664784490871 0.442125299980375 0.090070682188858 0.191992785553829
1 0.5 0.734458874458874 0.440460080784828 0.0854960422154088 0.185608640550792
1 1 0.733362507058159 0.432876452889233 0.0812318279745452 0.175861578243365
1 2 0.713032185206098 0.388312637683997 0.0885043625316548 0.191238599958335
1 5 0.632203086768304 0.239727497787149 0.0883670904072648 0.164523181813633
1 8 0.497399774138905 0 0.0708084155447491 0
1 10 0.504553924336533 0 0.0707086520680242 0
2 0.005 0.741587615283267 0.47170199769224 0.092245557835453 0.18766905832728
2 0.01 0.730518539431583 0.445137384581674 0.0913881271479121 0.191420482308116
2 0.05 0.726982872200263 0.437305693805496 0.0869001763549011 0.182286555629334
2 0.1 0.727534349708263 0.436887972872107 0.0886402504703951 0.186471280015387
2 0.5 0.731265763222285 0.433536527558652 0.0853126986466023 0.184124041911641
2 1 0.726542443064182 0.42008568306377 0.083463512653437 0.179998263697771
2 2 0.708198757763975 0.376412148026852 0.090628310727213 0.199209426573723
2 5 0.671139657444005 0.310720371793711 0.102578821064697 0.202309655700875
2 8 0.57144080557124 0.115590307311488 0.104143452634556 0.162838401729702
2 10 0.503633540372671 0 0.0707624561881865 0
3 0.005 0.717014869188782 0.421049104610504 0.0969035092861674 0.197920706349923
3 0.01 0.721554677206851 0.431807711796224 0.0900566301944944 0.186983030644307
3 0.05 0.731360813099943 0.447449925499376 0.0880053518546273 0.184391274060891
3 0.1 0.726574440052701 0.436050460264526 0.094517002151049 0.197439451341305
3 0.5 0.730441370223979 0.431254987311284 0.0845816716817898 0.182952939296984
3 1 0.724194428759646 0.414380054551731 0.0855112985715057 0.184918939850748
3 2 0.711916054959533 0.384250520337179 0.0849621422372681 0.184641507332974
3 5 0.686499153020892 0.333025863521816 0.103336820072471 0.222021888248614
3 8 0.575294560511952 0.129741459263979 0.106498312243424 0.173743811040402
3 10 0.486214003387916 0 0.0694887598408608 0
5 0.005 0.699404291360813 0.385862588001804 0.0914941396847726 0.190507415932392
5 0.01 0.703479201957463 0.392540670720277 0.107213980437748 0.218593634607964
5 0.05 0.722348955392434 0.429875308914962 0.0881769252809013 0.181741449940891
5 0.1 0.72227178618483 0.429123835388664 0.0936160590176855 0.193909681277065
5 0.5 0.737429888951628 0.44648172504811 0.0839896385977816 0.181305621476541
5 1 0.729214191605496 0.425083347016861 0.0854007196152038 0.183321167578917
5 2 0.719014680971203 0.399046552772148 0.089391603538509 0.194971680376497
5 5 0.686374929418408 0.332074740721079 0.0962144009145737 0.207408247737058
5 8 0.571681724073028 0.125949527559041 0.108411803932 0.166056000945272
5 10 0.503514963297572 0 0.070768505823913 0
7 0.005 0.695390551477508 0.378937710891664 0.0889407638769685 0.181735534064304
7 0.01 0.698963862224732 0.385493560863792 0.097793582422064 0.201220533824953
7 0.05 0.708674948240166 0.401736368584416 0.0924449492138744 0.191629887718242
7 0.1 0.723507434594391 0.430040706843816 0.0966722693527553 0.201431812375056
7 0.5 0.729469226425748 0.428906150780272 0.0952621174532308 0.205245339358425
7 1 0.725718050065876 0.416921003994353 0.080238756140139 0.172787905842166
7 2 0.71330321852061 0.386829815192793 0.089188158343143 0.194579117500427
7 5 0.689517221908526 0.336028705550099 0.0867375835033302 0.189160960051775
7 8 0.566812535290796 0.119870304549939 0.114111798040657 0.179524853609699
7 10 0.497388481084133 0 0.0708079957415005 0
9 0.005 0.696983813288161 0.380942951441845 0.087860622711343 0.180998601579362
9 0.01 0.699746847355543 0.383975701105107 0.10087811323576 0.20886449264595
9 0.05 0.718209109730849 0.422376014988236 0.0883888599273041 0.181519375789848
9 0.1 0.726789949181254 0.438906481137303 0.095258175500908 0.19621727151297
9 0.5 0.728269339356296 0.425865178267993 0.0824659111808851 0.179992626165492
9 1 0.72418878223226 0.412454219585875 0.0801228981138002 0.17488372654523
9 2 0.709210427253905 0.377526179855544 0.0870158305591072 0.19064902063015
9 5 0.69360624882364 0.345800066542612 0.0989358807309691 0.213752823928669
9 8 0.568772821381517 0.116968399395903 0.101471011985972 0.157212601976184
9 10 0.502659514398645 0.00371428571428572 0.0738361949650729 0.0371428571428572
11 0.005 0.693217579521927 0.374012367351789 0.100937826468783 0.205205117308293
