"size" "decay" "Accuracy" "Kappa" "AccuracySD" "KappaSD"
1 0.005 0.747482589873894 0.477954125277118 0.0899512391542532 0.189645776837957
1 0.01 0.737534349708263 0.454278602541828 0.0873621263662636 0.186020853337441
1 0.05 0.731409749670619 0.437497299037157 0.0851307875737657 0.18241895072943
1 0.1 0.734496517974779 0.440467952383119 0.0840599433139253 0.182512085547312
1 0.5 0.742453416149068 0.450162237286257 0.0774696557332566 0.169798425855978
1 1 0.723400150574064 0.399267086430423 0.0771834482433724 0.174353362014246
1 2 0.683161114248071 0.301431709378309 0.0742194456443218 0.172888428974244
1 5 0.570351966873706 0.00365300854119747 0.0171351851984528 0.0209157603346858
1 8 0.568986448334274 0 0.0146102397877669 0
1 10 0.568986448334274 0 0.0146102397877669 0
2 0.005 0.733738001129305 0.446147385975781 0.0794447477989378 0.168157919575552
2 0.01 0.735477131564088 0.450026385490453 0.0920900749178492 0.192554870273355
2 0.05 0.729538866930171 0.433700321645279 0.0869939126542031 0.187165739164661
2 0.1 0.725516657255788 0.423538831747922 0.0900055458423068 0.193448770074074
2 0.5 0.740301148127235 0.445136287918638 0.0753989218690623 0.16564813311054
2 1 0.718103707886317 0.38734697820221 0.0803573574192166 0.182563448881369
2 2 0.683161114248071 0.302037761131448 0.0732877711688188 0.170511141073696
2 5 0.582288725766987 0.0348034603720769 0.0320036056451183 0.0761606815668027
2 8 0.568986448334274 0 0.0146102397877669 0
2 10 0.568986448334274 0 0.0146102397877669 0
3 0.005 0.718089591567852 0.418707844591156 0.0974295342235911 0.200689861998713
3 0.01 0.711453980801807 0.40206896635307 0.0981265068789522 0.208961962451589
3 0.05 0.730985319028797 0.440123458155831 0.0893597698079903 0.188151776725609
3 0.1 0.734325239977414 0.443133527242444 0.0912319005682655 0.196314442515913
3 0.5 0.738146997929607 0.439745287173979 0.0775341902322179 0.1708623592516
3 1 0.72073216638434 0.393570437122975 0.0778857580359661 0.175681517660442
3 2 0.688439676265763 0.316300860514197 0.0721583201714587 0.166910279880201
3 5 0.59686994165255 0.0748377393541207 0.0463776953217003 0.110968721991245
3 8 0.568986448334274 0 0.0146102397877669 0
3 10 0.568986448334274 0 0.0146102397877669 0
5 0.005 0.700627705627706 0.382795248314908 0.0952659605204591 0.199117998407127
5 0.01 0.718062300018822 0.420483134768649 0.0864488544140852 0.181341783447612
5 0.05 0.722880670054583 0.424900695748685 0.0834635340204939 0.175486103989832
5 0.1 0.721066252587992 0.415666144770235 0.081818736772194 0.177690589880935
5 0.5 0.738044419348767 0.439510578710256 0.077993413764664 0.171796682642542
5 1 0.714133258046302 0.378433216693624 0.0765318159952057 0.173809992153423
5 2 0.686246000376435 0.311149371137234 0.0731626807517012 0.169654590584309
5 5 0.60798042537173 0.103785683439872 0.0543736326977013 0.131005094775973
5 8 0.568986448334274 0 0.0146102397877669 0
5 10 0.568986448334274 0 0.0146102397877669 0
7 0.005 0.691183888575193 0.368755843648125 0.0958431550821453 0.196494950700888
7 0.01 0.71012987012987 0.404007040827008 0.083533049730746 0.170656903798202
7 0.05 0.717971955580651 0.415052756570333 0.0898689525457409 0.189666322547799
7 0.1 0.719382646339168 0.413364499126282 0.088235417425996 0.188452193788137
7 0.5 0.735415960850743 0.433565729028731 0.0756871033327672 0.166675940661958
7 1 0.711900056465274 0.373296932087448 0.0778926606458044 0.17775594309765
7 2 0.687530585356672 0.314162684363181 0.0732379961887763 0.169667376900396
7 5 0.613691887822323 0.118813068183753 0.0550353007730222 0.133925195354478
7 8 0.568986448334274 0 0.0146102397877669 0
7 10 0.568986448334274 0 0.0146102397877669 0
9 0.005 0.69021268586486 0.366179148320162 0.100738329054333 0.204411419017057
9 0.01 0.70171277997365 0.38641954090964 0.0783361987136663 0.161814224817199
9 0.05 0.716775832862789 0.412614927333547 0.0867988429737456 0.184912256004381
9 0.1 0.727268021833239 0.432019663219072 0.0904428694129115 0.191845956563896
9 0.5 0.736761716544325 0.436321030694613 0.0780694574563997 0.172445323643824
9 1 0.711465273856578 0.372500010407142 0.0760077344921604 0.172894124543381
9 2 0.686226237530585 0.311190086276266 0.0721597052216987 0.167057965311276
9 5 0.616381517033691 0.125731242617235 0.0545111251646887 0.132341155793028
9 8 0.568986448334274 0 0.0146102397877669 0
9 10 0.568986448334274 0 0.0146102397877669 0
11 0.005 0.696455862977602 0.377235328724314 0.0929981387017191 0.192584267768402
11 0.01 0.70105119518163 0.38676429839707 0.0855160442372068 0.173663711080827
11 0.05 0.720050818746471 0.421891344763361 0.086208584426044 0.181626302897848
11 0.1 0.723833051006964 0.425307243482801 0.0892235887423246 0.188746206484111
11 0.5 0.737654808959157 0.438292566718939 0.0773438507152271 0.170651148556306
11 1 0.711052136269528 0.371456286083492 0.0765023627013306 0.174551463699105
11 2 0.686246000376435 0.311032387432925 0.0714803529784146 0.16594228650628
11 5 0.616837944664032 0.127323920969241 0.05560139538394 0.134502641809941
11 8 0.568986448334274 0 0.0146102397877669 0
11 10 0.568986448334274 0 0.0146102397877669 0
13 0.005 0.689442875964615 0.361687583720201 0.103792285736681 0.212460039558708
