Tree_name	Acc_name	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Geonoma peruviana	Geonoma peruviana	non-LC	non-LC	1	0	0	0	0	1	NA	0	0	1	1.2	understorey	NA	NA	NA	NA	0.54	NA	NA	0.52	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma pinnatifrons	Geonoma pinnatifrons	non-LC	non-LC	1	0	0	0	0	1	2	0	0	6	3.2	canopy	23	NA	1.63	1.25	0.645	0.36	0.93	0.48	0.35	0.7	small	NA	black	black	cryptic	0	0	0	0	0	0	0	0	0	0
Geonoma poeppigiana	Geonoma poeppigiana	LC	LC	1	0	0	0	0	1	1	0	0	4	5	understorey	16	1.2	1	NA	0.72	0.64	0.84	0.63	0.46	0.8	small	globose	dark brown to black	brown; black	cryptic	0	0	0	0	1	0	1	1	0	1
Geonoma pohliana	Geonoma pohliana	LC	LC	1	0	0	0	0	1	2	0	0	7.5	7	canopy	19	1.675	0.78	NA	1.06462766	0.55	1.32	0.735	0.47	1	small	NA	wine-colored; black at maturity	black	cryptic	0	0	0	0	0	0	0	1	0	0
Geonoma poiteauana	Geonoma poiteauana	LC	LC	1	0	0	0	0	1	NA	0	0	0.1	2.1	understorey	NA	NA	0.795	0.267	0.895	0.79	1	0.72	0.64	0.8	small	NA	black-purple	black; purple	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma sanmartinensis	Geonoma sanmartinensis	non-LC	non-LC	1	0	0	0	0	1	NA	0	0	1.5	NA	understorey	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma santanderensis	Geonoma santanderensis	non-LC	NA	1	0	0	0	0	1	0	0	0	1.5	1	understorey	12	0.25	0.25	NA	0.85	0.8	0.99	0.6	0.46	0.72	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma schizocarpa	Geonoma schizocarpa	non-LC	non-LC	1	0	0	0	0	1	NA	0	0	2	2.8	understorey	NA	NA	0.92	NA	1.4	1.23	1.55	0.89	0.86	0.93	small	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0
Geonoma schottiana	Geonoma schottiana	LC	LC	1	0	0	0	0	1	2	0	0	4	4	understorey	24	0.85	1.18	NA	0.93	0.74	1.34	0.825	0.59	1.06	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma scoparia	Geonoma scoparia	non-LC	NA	1	0	0	0	0	1	1	0	0	3	1	understorey	19	0.695	0.34	NA	0.6	0.58	0.61	0.47	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma simplicifrons	Geonoma simplicifrons	non-LC	NA	1	0	0	0	0	1	2	0	0	3	1.5	understorey	8	0.88	0.45	NA	0.59	0.45	0.66	0.49	0.43	0.56	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma spinescens	Geonoma spinescens	non-LC	NA	1	0	0	0	0	1	2	0	0	2	1.5	understorey	13	0.81	0.41	NA	0.71	NA	NA	0.55	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma stricta	Geonoma stricta	LC	LC	1	0	0	0	0	1	2	0	0	5	5	understorey	17	1.34	0.76	NA	0.86	0.59	1.45	0.652785235	0.4	1	small	globose	green; purple or black; maturing black	black	cryptic	1	0	0	0	0	0	1	1	0	1
Geonoma talamancana	Geonoma talamancana	LC	LC	1	0	0	0	0	1	2	0	0	1.3	1.3	understorey	10	0.57	0.57	NA	0.73	0.63	0.83	0.515	0.45	0.58	small	NA	black	black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma tenuissima	Geonoma tenuissima	non-LC	non-LC	1	0	0	0	0	1	0	0	0	4	1	understorey	8	0.5	0.34	NA	0.53	0.46	0.6	0.482	0.41	0.55	small	globose	green; blue	green; blue	cryptic	0	0	0	0	0	0	0	0	0	0
Geonoma triandra	Geonoma triandra	LC	LC	1	0	0	0	0	1	0	0	0	3	1	understorey	8	0.527	0.38	NA	0.691428572	0.6	0.74	0.55	0.48	0.61	small	ovoid	black to blue-blackish	black; blue	cryptic	0	0	0	0	0	0	0	1	0	0
Geonoma triglochin	Geonoma triglochin	LC	LC	1	0	0	0	0	1	1	0	0	8	5	canopy	25	2.1	1.6	NA	1.297	1	1.6	1.049	0.76	1.27	small	globose	purple or black	purple; black	cryptic	0	0	0	0	0	0	1	0	0	0
Geonoma trigona	Geonoma trigona	non-LC	NA	1	0	0	0	0	1	1	0	0	3	3	understorey	7	0.41	0.32	NA	0.9	NA	NA	0.65	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma umbraculiformis	Geonoma umbraculiformis	LC	LC	1	0	0	0	0	1	1	0	0	2	2.5	understorey	27	1.5	1.2	NA	1.26	1.2	1.3	1.03	0.97	1.1	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geonoma undata	Geonoma undata	non-LC	non-LC	1	0	0	0	0	1	1	0	0	15	10	canopy	20	3.79	2.65	NA	0.95	0.44	1.54	0.68959596	0.38	1.2	small	globose	bluish black	black	cryptic	0	0	0	0	0	0	1	0	0	1
Geonoma venosa	Geonoma venosa	non-LC	NA	1	0	0	0	0	1	NA	0	0	2.5	NA	understorey	NA	NA	0.275	0.135	0.81	NA	NA	0.72	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guihaia argyrata	Guihaia argyrata	LC	LC	0	0	1	0	2	2	0	0	0	0.5	5	understorey	14	1	1	NA	0.6	NA	NA	0.6	NA	NA	small	NA	blue-black	blue; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guihaia grossifibrosa	Guihaia grossifibrosa	non-LC	non-LC	0	0	1	0	2	2	0	0	0	2.5	23	understorey	14	2.15	0.35	NA	1	NA	NA	1	NA	NA	small	globose	blue-black	blue; black	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hedyscepe canterburyana	Hedyscepe canterburyana	non-LC	NA	0	0	1	0	0	1	1	0	0	15	20	canopy	12	3	2.8	NA	4	3.8	4.2	2.75	2.6	2.9	large	ovoid	dull red	red	conspicuous	0	1	0	0	0	0	0	0	0	0
Hemithrinax compacta	Hemithrinax compacta	non-LC	NA	1	0	0	0	0	1	1	0	0	15	30	canopy	NA	1.7	1.2	NA	0.9	NA	NA	0.9	NA	NA	small	globose	white	white	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hemithrinax ekmaniana	Hemithrinax ekmaniana	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	1.4	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	yellow?	yellow	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hemithrinax rivularis	Hemithrinax rivularis	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	1.73	1.4	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	white	white	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe annectens	Heterospathe annectens	non-LC	non-LC	0	0	1	0	0	1	1	0	0	12	NA	canopy	NA	1	1	NA	1.8	NA	NA	1.25	NA	NA	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe arfakiana	Heterospathe arfakiana	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe barfodii	Heterospathe barfodii	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	small	NA	red	red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe brevicaulis	Heterospathe brevicaulis	non-LC	non-LC	0	0	1	0	0	1	1	0	0	0.5	8	understorey	8	2	1.9	0.97	0.8	NA	NA	0.6	NA	NA	small	NA	ripening yellow - red	yellow; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe cagayanensis	Heterospathe cagayanensis	non-LC	NA	0	0	1	0	0	1	0	0	0	6.5	10	canopy	NA	2.6	NA	0.58	0.8	NA	NA	0.6	NA	NA	small	NA	white turning orange-red	white; orange; red	conspicuous	0	1	0	0	0	0	0	0	0	0
Heterospathe califrons	Heterospathe califrons	non-LC	NA	0	0	1	0	0	1	1	0	0	1.5	6	understorey	13	2	1.15	NA	1.6	NA	NA	0.7	NA	NA	small	NA	ripening yellow - red	yellow; red	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe clemensiae	Heterospathe clemensiae	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe compsoclada	Heterospathe compsoclada	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe delicatula	Heterospathe delicatula	non-LC	non-LC	0	0	1	0	1	0	0	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pink	pink	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe dransfieldii	Heterospathe dransfieldii	non-LC	non-LC	0	0	1	0	0	1	0	0	0	4	1.5	understorey	7	1	NA	NA	0.7	NA	NA	0.3	NA	NA	small	NA	young green	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe elata	Heterospathe elata	LC	LC	1	0	1	0	0	1	1	0	0	13	8.2	canopy	11	3	2.5	NA	1.125	1	1.25	NA	NA	NA	small	globose	green ripening red	red	conspicuous	0	1	0	0	1	0	1	0	0	1
Heterospathe elegans	Heterospathe elegans	LC	LC	0	0	1	0	2	2	2	0	0	2.5	5	understorey	12	1.4	1.4	NA	1.25	1	1.5	0.9	0.8	1	small	elongate	bright red or orange	red; orange	conspicuous	0	0	0	0	1	0	1	0	0	0
Heterospathe elmeri	Heterospathe elmeri	non-LC	non-LC	0	0	1	0	0	1	1	0	0	8	NA	canopy	NA	1	NA	NA	1.2	NA	NA	0.6	NA	NA	small	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0
Heterospathe glabra	Heterospathe glabra	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	NA	NA	NA	10	1.4	1.4	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe glauca	Heterospathe glauca	non-LC	NA	0	0	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heterospathe intermedia	Heterospathe intermedia	non-LC	NA	0	0	1	0	0	1	1	0	0	7	13	canopy	NA	2	NA	NA	1.1	NA	NA	0.7	NA	NA	small	NA	red	red	conspicuous	0	1	0	0	0	0	0	0	0	0
