LEVEL3_NAM	LEVEL3_COD	LEVEL2_COD	LEVEL1_COD	LEVEL3_SPE_HUF_B	LEVEL3_SPE_HUMa_B	LEVEL3_SPE_HUMe_B	LEVEL3_SPE_HUC_B	LEVEL3_SPE_HUA_B	LEVEL3_SPE_FD2_B	LEVEL3_SPE_ED2_B	LEVEL3_SPE_COM_B	LEVEL3_SPE_HUF_W	LEVEL3_SPE_HUMa_W	LEVEL3_SPE_HUMe_W	LEVEL3_SPE_HUC_W	LEVEL3_SPE_HUA_W	LEVEL3_SPE_FD2_W	LEVEL3_SPE_ED2_W	LEVEL3_SPE_COM_W	LEVEL3_SPE_HUF_R	LEVEL3_SPE_HUMa_R	LEVEL3_SPE_HUMe_R	LEVEL3_SPE_HUC_R	LEVEL3_SPE_HUA_R	LEVEL3_SPE_FD2_R	LEVEL3_SPE_ED2_R	LEVEL3_SPE_COM_R	LEVEL3_SPE_HUF_B2	LEVEL3_SPE_HUMa_B2	LEVEL3_SPE_HUMe_B2	LEVEL3_SPE_HUC_B2	LEVEL3_SPE_HUA_B2	LEVEL3_SPE_FD2_B2	LEVEL3_SPE_ED2_B2	LEVEL3_SPE_COM_B2	LEVEL3_SPE_HUF_W2	LEVEL3_SPE_HUMa_W2	LEVEL3_SPE_HUMe_W2	LEVEL3_SPE_HUC_W2	LEVEL3_SPE_HUA_W2	LEVEL3_SPE_FD2_W2	LEVEL3_SPE_ED2_W2	LEVEL3_SPE_COM_W2	LEVEL3_SPE_HUF_R2	LEVEL3_SPE_HUMa_R2	LEVEL3_SPE_HUMe_R2	LEVEL3_SPE_HUC_R2	LEVEL3_SPE_HUA_R2	LEVEL3_SPE_FD2_R2	LEVEL3_SPE_ED2_R2	LEVEL3_SPE_COM_R2	LEVEL3_SPE_GAP_RL	LEVEL3_SPE_GAP_RLML	LEVEL3_SPE_speNum	LEVEL3_SPE_speNumCat	Continent
Cuba	CUB	81	8	0	0	0	0	0	33.33333333	11.11111111	10.81081081	0	0	0	0	0	33.33333333	11.11111111	10.81081081	0	0	0	0	0	33.33333333	2.777777778	2.702702703	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	75	57	81	51-100	Americas
Dominican Republic	DOM	81	8	0	5	0	0	8.695652174	0	26.08695652	24.13793103	0	30	0	11.11111111	30.43478261	20	43.47826087	41.37931034	0	5	0	0	8.695652174	0	13.04347826	13.79310345	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	20_40	0_20	0_20	20_40	20_40	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	29	6	41	11-50	Americas
Desventurados Is.	DSV	85	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Ecuador	ECU	83	8	6.097560976	6.593406593	1.785714286	5.555555556	8.163265306	12.5	14	11.40350877	13.41463415	17.58241758	7.142857143	11.11111111	19.3877551	37.5	32	28.07017544	4.87804878	3.296703297	0	4.166666667	5.102040816	0	8	5.263157895	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	118	3	130	>100	Americas
El Salvador	ELS	80	8	0	0	0	0	7.692307692	0	10	11.76470588	0	0	0	0	7.692307692	0	10	11.76470588	0	0	0	0	7.692307692	0	10	11.76470588	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	13	1	18	11-50	Americas
French Guiana	FRG	82	8	0	3.448275862	0	3.846153846	3.225806452	8.695652174	0	5.882352941	3.703703704	6.896551724	4.166666667	7.692307692	6.451612903	26.08695652	10.52631579	19.60784314	0	3.448275862	0	3.846153846	3.225806452	0	0	1.960784314	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	59	12	61	51-100	Americas
Galápagos	GAL	83	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Guatemala	GUA	80	8	0	7.692307692	0	16.66666667	10	11.11111111	13.04347826	13.15789474	0	15.38461538	0	16.66666667	15	33.33333333	26.08695652	26.31578947	0	7.692307692	0	16.66666667	10	0	8.695652174	10.52631579	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	49	7	64	51-100	Americas
Guyana	GUY	82	8	0	2.702702703	0	3.225806452	2.564102564	0	0	2.083333333	3.03030303	8.108108108	3.333333333	6.451612903	7.692307692	22.22222222	0	12.5	0	2.702702703	0	3.225806452	2.564102564	0	0	2.083333333	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	55	2	58	51-100	Americas
Haiti	HAI	81	8	0	7.142857143	0	0	11.76470588	0	26.31578947	27.27272727	0	42.85714286	0	14.28571429	41.17647059	33.33333333	47.36842105	50	0	7.142857143	0	0	11.76470588	0	10.52631579	13.63636364	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	40_60	0_20	0_20	40_60	20_40	40_60	40_60	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	23	5	33	11-50	Americas
Honduras	HON	80	8	0	5.263157895	0	10	7.142857143	7.692307692	11.42857143	11.76470588	0	5.263157895	0	10	7.142857143	15.38461538	14.28571429	15.68627451	0	5.263157895	0	10	7.142857143	0	5.714285714	7.843137255	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	53	5	62	51-100	Americas
Jamaica	JAM	81	8	0	0	0	0	20	0	14.28571429	22.22222222	0	0	0	0	20	0	14.28571429	22.22222222	0	0	0	0	20	0	0	11.11111111	0_20	0_20	0_20	0_20	20_40	0_20	0_20	20_40	0_20	0_20	0_20	0_20	20_40	0_20	0_20	20_40	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	10	5	12	11-50	Americas
Juan Fernández Is.	JNF	85	8	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NOC	NOC	NOC	NOC	NOC	NOC	0_20	0_20	NOC	NOC	NOC	NOC	NOC	NOC	0_20	0_20	NOC	NOC	NOC	NOC	NOC	NOC	0_20	0_20	1	1	1	1-10	Americas
Leeward Is. AB Ant	LEE	81	8	0	14.28571429	0	14.28571429	18.75	0	20	26.31578947	0	21.42857143	0	28.57142857	25	0	26.66666667	31.57894737	0	14.28571429	0	14.28571429	18.75	0	20	26.31578947	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	20_40	0_20	20_40	20_40	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	9	2	22	11-50	Americas
Nicaragua	NIC	80	8	0	3.703703704	0	5.263157895	5.882352941	6.25	3.225806452	5.660377358	0	3.703703704	0	5.263157895	5.882352941	12.5	6.451612903	9.433962264	0	3.703703704	0	5.263157895	5.882352941	0	0	3.773584906	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	59	5	66	51-100	Americas
Netherlands Antilles	NLA	81	8	0	0	0	0	0	NA	0	0	0	50	0	0	50	NA	33.33333333	33.33333333	0	0	0	0	0	NA	0	0	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	40_60	0_20	0_20	40_60	NOC	20_40	20_40	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	1	0	3	1-10	Americas
Panama	PAN	80	8	0	2.325581395	0	3.225806452	2.040816327	17.85714286	7.317073171	10.71428571	4.651162791	6.976744186	2.857142857	6.451612903	8.163265306	46.42857143	21.95121951	28.57142857	0	2.325581395	0	3.225806452	2.040816327	0	0	1.19047619	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	131	7	137	>100	Americas
Paraguay	PAR	85	8	0	0	0	NA	0	15.38461538	0	8.695652174	0	0	0	NA	0	53.84615385	30	39.13043478	0	0	0	NA	0	0	0	0	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	40_60	20_40	20_40	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	24	2	25	11-50	Americas
Peru	PER	83	8	4.255319149	4.04040404	1.612903226	3.488372093	5.504587156	17.5	9.302325581	11.29032258	11.70212766	13.13131313	4.838709677	10.46511628	14.67889908	27.5	18.60465116	21.77419355	1.063829787	2.02020202	0	2.325581395	1.834862385	2.5	2.325581395	2.419354839	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	133	6	141	>100	Americas
Puerto Rico	PUE	81	8	0	7.142857143	0	0	12.5	0	17.64705882	20	0	14.28571429	0	11.11111111	18.75	0	23.52941176	25	0	7.142857143	0	0	12.5	0	17.64705882	20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	9	2	23	11-50	Americas
Surinam	SUR	82	8	0	3.225806452	0	3.571428571	3.03030303	5.263157895	0	4.255319149	3.448275862	6.451612903	3.846153846	7.142857143	6.060606061	31.57894737	11.11111111	21.27659574	0	3.225806452	0	3.571428571	3.03030303	0	0	2.127659574	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	53	5	56	51-100	Americas
Southwest Caribbean	SWC	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	0	3	1-10	Americas
Turks-Caicos Is.	TCI	81	8	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	NOC	0_20	0_20	NOC	0_20	NOC	0_20	0_20	3	1	5	1-10	Americas
Trinidad-Tobago	TRT	81	8	0	0	2.173913043	0	7.352941176	0	12.5	10.52631579	2.380952381	5.555555556	4.347826087	3.333333333	13.23529412	0	18.75	17.10526316	0	0	0	0	2.941176471	0	8.333333333	6.578947368	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	60	13	80	51-100	Americas
Uruguay	URU	85	8	NA	0	0	NA	0	100	0	20	NA	0	0	NA	0	100	66.66666667	60	NA	0	0	NA	0	0	0	0	NOC	0_20	0_20	NOC	0_20	80_100	0_20	20_40	NOC	0_20	0_20	NOC	0_20	80_100	60_80	60_80	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	6	0	6	1-10	Americas
Venezuela	VEN	82	8	1.785714286	3.174603175	0	3.921568627	2.898550725	0	5.263157895	3.75	7.142857143	11.11111111	2.222222222	9.803921569	11.5942029	9.523809524	21.05263158	13.75	1.785714286	3.174603175	0	3.921568627	2.898550725	0	2.631578947	2.5	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	99	10	108	>100	Americas
Venezuelan Antilles	VNA	81	8	0	0	0	0	12.5	0	0	12.5	0	0	0	0	12.5	0	0	12.5	0	0	0	0	12.5	0	0	12.5	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	6	0	9	1-10	Americas
Windward Is.	WIN	81	8	0	10	0	20	10	0	0	9.090909091	0	20	0	40	20	0	16.66666667	18.18181818	0	10	0	20	10	0	0	9.090909091	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	20_40	0_20	40_60	20_40	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	7	0	14	11-50	Americas
Antarctica	ANT	91	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Amsterdam-St.Paul Is.	ASP	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Bouvet I.	BOU	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Crozet Is.	CRZ	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
Falkland Is.	FAL	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Heard-McDonald Is.	HMD	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Kerguelen	KEG	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Macquarie Is.	MAQ	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EAsiaPacific
Marion-Prince Edward Is.	MPE	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
South Georgia	SGE	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
South Sandwich Is.	SSA	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Tristan da Cunha	TDC	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AfricaWAsia
