"Tree_name"	"Acc_name"	"AverageED"	"AverageED_noBurnin"
"Dypsis madagascariensis"	"Dypsis madagascariensis"	3.9230895151636	3.96961061039674
"Dypsis mahia"	"Dypsis mahia"	4.01763076646139	4.01001180490412
"Dypsis makirae"	"Dypsis makirae"	3.96917503134402	3.96629908599545
"Dypsis malcomberi"	"Dypsis malcomberi"	3.97223667421278	3.96415382681351
"Dypsis mananjarensis"	"Dypsis mananjarensis"	3.2393588592627	3.23718775473958
"Dypsis mangorensis"	"Dypsis mangorensis"	3.98869330762509	4.03848293550536
"Dypsis marojejyi"	"Dypsis marojejyi"	3.93819727776281	3.977528021248
"Dypsis mcdonaldiana"	"Dypsis mcdonaldiana"	3.99829217972075	4.00155055907116
"Dypsis metallica"	"Dypsis metallica"	3.94932820213121	3.96482173883359
"Dypsis minuta"	"Dypsis minuta"	4.12587128405999	4.0534484318518
"Dypsis mirabilis"	"Dypsis mirabilis"	4.02986254645154	4.10216847876971
"Dypsis mocquerysiana"	"Dypsis mocquerysiana"	4.08205693457663	4.08841704823969
"Dypsis monostachya"	"Dypsis monostachya"	3.98525517454551	3.98977790993788
"Dypsis montana"	"Dypsis montana"	3.92123816043414	3.91886206082995
"Dypsis moorei"	"Dypsis moorei"	3.92445569070179	3.98914194548587
"Dypsis nauseosa"	"Dypsis nauseosa"	3.91694107782552	3.93756030552142
"Dypsis nodifera"	"Dypsis nodifera"	3.96842755675192	3.95126896357332
"Dypsis nossibensis"	"Dypsis nossibensis"	3.8501277908262	3.88885484935972
"Dypsis occidentalis"	"Dypsis occidentalis"	3.97055291473591	3.96765022144281
"Dypsis onilahensis"	"Dypsis onilahensis"	3.9805480899408	3.97418629047806
"Dypsis oreophila"	"Dypsis oreophila"	4.00513767873072	4.00413443612538
"Dypsis oropedionis"	"Dypsis oropedionis"	4.00671480746085	4.02496901981337
"Dypsis ovobontsira"	"Dypsis ovobontsira"	3.9573235634754	3.92195839226719
"Dypsis pachyramea"	"Dypsis pachyramea"	4.04947717364228	4.1044323846819
"Dypsis paludosa"	"Dypsis paludosa"	4.01109399898232	4.02577476960704
"Dypsis pembana"	"Dypsis pembana"	3.95304519902137	3.91334718782141
"Dypsis perrieri"	"Dypsis perrieri"	3.97275041567741	3.97002157952724
"Dypsis pervillei"	"Dypsis pervillei"	3.95314351365651	3.91784854527456
"Dypsis pilulifera"	"Dypsis pilulifera"	3.2738964249265	3.26280852914679
"Dypsis pinnatifrons"	"Dypsis pinnatifrons"	4.0809449417154	4.09810325642812
"Dypsis plumosa"	"Dypsis plumosa"	3.99301681227354	3.97593437997885
"Dypsis plurisecta"	"Dypsis plurisecta"	4.00302308560992	4.10065252867625
"Dypsis poivreana"	"Dypsis poivreana"	3.89308080055934	3.93258712463337
"Dypsis prestoniana"	"Dypsis prestoniana"	3.96455170995008	3.99742758460952
"Dypsis procera"	"Dypsis procera"	3.8575938719029	3.84421351604441
"Dypsis procumbens"	"Dypsis procumbens"	4.06352423949508	4.03405033101223
"Dypsis psammophila"	"Dypsis psammophila"	3.93359522651827	3.93013560590606
"Dypsis pulchella"	"Dypsis pulchella"	4.03300738697488	4.03844137882743
"Dypsis pumila"	"Dypsis pumila"	4.04965185339542	4.09264248893598
"Dypsis pusilla"	"Dypsis pusilla"	4.07048582780174	4.0352954867735
"Dypsis rakotonasoloi"	"Dypsis rakotonasoloi"	4.04594908276733	4.08661111443523
"Dypsis ramentacea"	"Dypsis ramentacea"	4.16738308781734	4.21557381359125
"Dypsis reflexa"	"Dypsis reflexa"	4.03000634291741	4.05024972351656
"Dypsis remotiflora"	"Dypsis remotiflora"	3.95958034283775	3.97465390505808
"Dypsis rivularis"	"Dypsis rivularis"	3.84525421148357	3.79706090058243
"Dypsis robusta"	"Dypsis robusta"	3.96683785555728	3.95962121737056
"Dypsis sahanofensis"	"Dypsis sahanofensis"	3.97360822959319	3.95675890241785
"Dypsis saintelucei"	"Dypsis saintelucei"	3.87934569748368	3.85427459458535
"Dypsis sancta"	"Dypsis sancta"	3.97870506805796	3.98457356618844
"Dypsis sanctaemariae"	"Dypsis sanctaemariae"	3.94350792238027	3.96540904933456
"Dypsis scandens"	"Dypsis scandens"	4.1082843284557	4.17491090376037
"Dypsis schatzii"	"Dypsis schatzii"	3.93313799488345	3.9355435393867
"Dypsis scottiana"	"Dypsis scottiana"	4.39615145805636	4.3638650449143
"Dypsis serpentina"	"Dypsis serpentina"	4.06468873054992	4.09164059598774
"Dypsis simianensis"	"Dypsis simianensis"	3.9353976965788	3.92955602195024
"Dypsis singularis"	"Dypsis singularis"	4.0108984393565	4.01619802061868
"Dypsis soanieranae"	"Dypsis soanieranae"	3.98500596357927	3.9403324139447
"Dypsis spicata"	"Dypsis spicata"	4.23848546014153	4.22146506405532
"Dypsis tanalensis"	"Dypsis tanalensis"	4.00197453609441	3.98797615895497
"Dypsis tenuissima"	"Dypsis tenuissima"	3.93259434193022	3.88073275238668
"Dypsis thermarum"	"Dypsis thermarum"	4.00350798689611	3.97958937117289
"Dypsis thiryana"	"Dypsis thiryana"	3.94454582847011	3.98595175496926
"Dypsis thouarsiana"	"Dypsis thouarsiana"	4.06786353420963	4.1092352517531
"Dypsis tokoravina"	"Dypsis tokoravina"	3.90782397828666	3.90052129117479
"Dypsis trapezoidea"	"Dypsis trapezoidea"	3.9495203549554	3.92316539667134
"Dypsis tsaratananensis"	"Dypsis tsaratananensis"	3.92408595261189	3.90599445129564
"Dypsis tsaravoasira"	"Dypsis tsaravoasira"	3.93445462760034	3.99833253618292
"Dypsis turkii"	"Dypsis turkii"	3.99725163003517	3.97880031610308
"Dypsis utilis"	"Dypsis utilis"	4.07648345621395	4.06120623711268
"Dypsis viridis"	"Dypsis viridis"	3.93416197353816	3.89338352719795
"Dypsis vonitrandambo"	"Dypsis vonitrandambo"	4.10650623282026	4.1222390554002
"Elaeis guineensis"	"Elaeis guineensis"	23.6336539532919	23.6376757054639
"Elaeis oleifera"	"Elaeis oleifera"	23.6336539532919	23.6376757054639
"Eleiodoxa conferta"	"Eleiodoxa conferta"	32.0161769807044	31.9561170300805
"Eremospatha barendii"	"Eremospatha barendii"	20.3156896831427	20.4106038820485
"Eremospatha cabrae"	"Eremospatha cabrae"	19.5815030652808	19.645782409131
"Eremospatha cuspidata"	"Eremospatha cuspidata"	19.6984688122808	19.7049919551582
"Eremospatha dransfieldii"	"Eremospatha dransfieldii"	19.8447406698496	19.807372496013
"Eremospatha haullevilleana"	"Eremospatha haullevilleana"	19.5800756877754	19.4290129655521
"Eremospatha hookeri"	"Eremospatha hookeri"	20.1432398527513	20.0984259136506
"Eremospatha laurentii"	"Eremospatha laurentii"	19.9820993164654	20.0842546826817
"Eremospatha macrocarpa"	"Eremospatha macrocarpa"	17.966682246314	18.0887039926447
"Eremospatha quinquecostulata"	"Eremospatha quinquecostulata"	20.0848724893155	20.221765053193
"Eremospatha tessmanniana"	"Eremospatha tessmanniana"	19.8735169139863	19.9497798870274
"Eremospatha wendlandiana"	"Eremospatha wendlandiana"	17.8019146371324	17.9380421963261
"Eugeissona ambigua"	"Eugeissona ambigua"	28.1031834888799	28.2431355399421
"Eugeissona brachystachys"	"Eugeissona brachystachys"	27.9282706832584	28.1577054698512
"Eugeissona insignis"	"Eugeissona insignis"	28.1454178259472	28.4209758110934
"Eugeissona minor"	"Eugeissona minor"	27.62435310499	27.9374095285773
"Eugeissona tristis"	"Eugeissona tristis"	28.5005002641893	28.4166107552933
"Eugeissona utilis"	"Eugeissona utilis"	28.4513746665351	28.4869915027553
"Euterpe broadwayi"	"Euterpe broadwayi"	7.10109508879526	7.05920832237323
"Euterpe catinga"	"Euterpe catinga"	7.17177545081508	7.15411952662092
"Euterpe edulis"	"Euterpe edulis"	9.50028123952438	9.48541258919989
"Euterpe longibracteata"	"Euterpe longibracteata"	8.89910557110212	8.85231700149589
"Euterpe luminosa"	"Euterpe luminosa"	11.7491058190106	11.7921246422592
"Euterpe oleracea"	"Euterpe oleracea"	8.41037610322991	8.36425998993756
"Euterpe precatoria"	"Euterpe precatoria"	7.29190408339268	7.24203476505475
"Gaussia attenuata"	"Gaussia attenuata"	10.5920526339164	10.6059844581878
"Gaussia gomez-pompae"	"Gaussia gomez-pompae"	13.6369233950104	13.65191622144
"Gaussia maya"	"Gaussia maya"	13.6369233950104	13.65191622144
"Gaussia princeps"	"Gaussia princeps"	11.5528836951827	11.5751966668382
"Gaussia spirituana"	"Gaussia spirituana"	10.5920526339164	10.6059844581878
"Geonoma aspidiifolia"	"Geonoma aspidiifolia"	3.13188030233045	3.10978885253029
"Geonoma baculifera"	"Geonoma baculifera"	3.78532076796886	3.78858546207839
"Geonoma bernalii"	"Geonoma bernalii"	3.12694551448942	3.13172629177731
"Geonoma braunii"	"Geonoma braunii"	2.55195738853837	2.55605941243345
"Geonoma brenesii"	"Geonoma brenesii"	2.68661066772356	2.6815464329344
"Geonoma brongniartii"	"Geonoma brongniartii"	4.94344348500867	4.9696527560194
"Geonoma calyptrogynoidea"	"Geonoma calyptrogynoidea"	6.04116594152174	6.03644776446586
"Geonoma camana"	"Geonoma camana"	5.23589682151523	5.2130306486556
"Geonoma chlamydostachys"	"Geonoma chlamydostachys"	3.37886522961765	3.37489829438123
"Geonoma chococola"	"Geonoma chococola"	3.756548285338	3.74615272527144
"Geonoma concinna"	"Geonoma concinna"	4.87253024645207	4.86494660567463
"Geonoma concinnoidea"	"Geonoma concinnoidea"	4.86178980343684	4.85607168875039
"Geonoma congesta"	"Geonoma congesta"	6.04822288625149	6.04541860824347
"Geonoma cuneata"	"Geonoma cuneata"	5.64913423771663	5.67595032607032
"Geonoma deneversii"	"Geonoma deneversii"	3.90623353735265	3.91269723153962
"Geonoma deversa"	"Geonoma deversa"	7.26008397939445	7.26301910543803
"Geonoma dindoensis"	"Geonoma dindoensis"	2.87975705238456	2.87544961476631
"Geonoma divisa"	"Geonoma divisa"	5.81935614701344	5.81133917085076
"Geonoma elegans"	"Geonoma elegans"	4.69396809160293	4.71167469586043
"Geonoma epetiolata"	"Geonoma epetiolata"	3.05256013458401	3.05330428256767
"Geonoma euspatha"	"Geonoma euspatha"	4.05447914591899	4.03575063133531
"Geonoma ferruginea"	"Geonoma ferruginea"	2.92981828959654	2.92869166344411
"Geonoma fosteri"	"Geonoma fosteri"	2.54521123967881	2.55084854633242
"Geonoma frontinensis"	"Geonoma frontinensis"	4.42276577815603	4.42537580878897
"Geonoma galeanoae"	"Geonoma galeanoae"	4.62201308869446	4.64164790293145
"Geonoma gentryi"	"Geonoma gentryi"	3.10449549392	3.12167664021417
"Geonoma hollinensis"	"Geonoma hollinensis"	6.47723707574965	6.48139920243545
"Geonoma hugonis"	"Geonoma hugonis"	3.04825124685468	3.04857489432969
"Geonoma interrupta"	"Geonoma interrupta"	4.04979191118417	4.04784168921705
"Geonoma lanata"	"Geonoma lanata"	3.43286922053255	3.46137805690194
"Geonoma laxiflora"	"Geonoma laxiflora"	4.17899576502593	4.20877993239751
"Geonoma lehmannii"	"Geonoma lehmannii"	4.19782088241331	4.19564561086945
"Geonoma leptospadix"	"Geonoma leptospadix"	4.7544863890587	4.75573330090515
"Geonoma longepedunculata"	"Geonoma longepedunculata"	5.52380484116889	5.52751117541924
"Geonoma longivaginata"	"Geonoma longivaginata"	2.9248736607009	2.92598962028064
"Geonoma macrostachys"	"Geonoma macrostachys"	4.50208120965239	4.5284994004777
"Geonoma maxima"	"Geonoma maxima"	8.5926942523995	8.63866173823558
"Geonoma monospatha"	"Geonoma monospatha"	2.68980287013452	2.68329385229302
"Geonoma mooreana"	"Geonoma mooreana"	2.73805604907818	2.72655623884568
"Geonoma multisecta"	"Geonoma multisecta"	4.71777727098342	4.7240592364691
"Geonoma occidentalis"	"Geonoma occidentalis"	5.47021046983897	5.46470899719221
"Geonoma oldemanii"	"Geonoma oldemanii"	3.36879858487376	3.36466999308277
"Geonoma oligoclona"	"Geonoma oligoclona"	3.09369878458872	3.08596021109649
"Geonoma operculata"	"Geonoma operculata"	2.82036333491388	2.81769383526866
"Geonoma orbignyana"	"Geonoma orbignyana"	3.60323109330712	3.59572164189456
"Geonoma paradoxa"	"Geonoma paradoxa"	3.89176503862138	3.89975798059086
"Geonoma pauciflora"	"Geonoma pauciflora"	4.69999349818788	4.71221241641551
"Geonoma peruviana"	"Geonoma peruviana"	4.6691315547699	4.66055437786125
"Geonoma pinnatifrons"	"Geonoma pinnatifrons"	3.77521773282249	3.77776182904229
"Geonoma poeppigiana"	"Geonoma poeppigiana"	6.12434585854203	6.08433653268294
"Geonoma pohliana"	"Geonoma pohliana"	4.58715361349521	4.59805632939094
"Geonoma poiteauana"	"Geonoma poiteauana"	3.60379366830426	3.60614849050354
"Geonoma sanmartinensis"	"Geonoma sanmartinensis"	4.75932533213786	4.75873328815563
"Geonoma santanderensis"	"Geonoma santanderensis"	3.03773425701094	3.02578832638984
"Geonoma schizocarpa"	"Geonoma schizocarpa"	3.84791887285297	3.88459431143613
"Geonoma schottiana"	"Geonoma schottiana"	4.59727661542541	4.6090051751887
"Geonoma scoparia"	"Geonoma scoparia"	2.7452437685637	2.73064733310996
"Geonoma simplicifrons"	"Geonoma simplicifrons"	4.88130557668515	4.8938316038849
"Geonoma spinescens"	"Geonoma spinescens"	3.09287467521842	3.11026674128211
"Geonoma stricta"	"Geonoma stricta"	4.71942720007406	4.71920140108673
"Geonoma talamancana"	"Geonoma talamancana"	3.767650309843	3.77478013772342
"Geonoma tenuissima"	"Geonoma tenuissima"	2.8211079647022	2.81717667620765
"Geonoma triandra"	"Geonoma triandra"	4.92092612908226	4.91895287680308
"Geonoma triglochin"	"Geonoma triglochin"	3.36205548403738	3.36705586321797
"Geonoma trigona"	"Geonoma trigona"	3.58081170591199	3.56945373471495
"Geonoma umbraculiformis"	"Geonoma umbraculiformis"	3.36205548403738	3.36705586321797
"Geonoma undata"	"Geonoma undata"	3.85288876718512	3.85661862701039
"Geonoma venosa"	"Geonoma venosa"	2.6560505682947	2.65285048621002
"Guihaia argyrata"	"Guihaia argyrata"	8.1440906329	8.20330322567222
"Guihaia grossifibrosa"	"Guihaia grossifibrosa"	8.1440906329	8.20330322567222
"Hedyscepe canterburyana"	"Hedyscepe canterburyana"	10.8001833152579	10.7997232978777
"Hemithrinax compacta"	"Hemithrinax compacta"	6.77989656513336	6.81616660754178
"Hemithrinax ekmaniana"	"Hemithrinax ekmaniana"	7.33869592011395	7.35500657840338
"Hemithrinax rivularis"	"Hemithrinax rivularis"	6.63703333531834	6.64899869849272
"Heterospathe annectens"	"Heterospathe annectens"	5.58576617771189	5.64998545899377
"Heterospathe arfakiana"	"Heterospathe arfakiana"	5.66269504383059	5.77397053875983
"Heterospathe barfodii"	"Heterospathe barfodii"	5.6766056447886	5.70815407304014
"Heterospathe brevicaulis"	"Heterospathe brevicaulis"	5.8085849018696	5.79269331844953
"Heterospathe cagayanensis"	"Heterospathe cagayanensis"	3.38136531476626	3.40085077589055
"Heterospathe califrons"	"Heterospathe califrons"	5.82850318475877	5.87806014253802
"Heterospathe clemensiae"	"Heterospathe clemensiae"	5.51729891175575	5.55223869985885
"Heterospathe compsoclada"	"Heterospathe compsoclada"	5.58716445720971	5.58006501751177
"Heterospathe delicatula"	"Heterospathe delicatula"	4.7517109986301	4.78324379300345
"Heterospathe dransfieldii"	"Heterospathe dransfieldii"	5.55706178009307	5.59881424438026
"Heterospathe elata"	"Heterospathe elata"	4.46215812118633	4.45628107060837
"Heterospathe elegans"	"Heterospathe elegans"	4.75790777251755	4.76759153369394
"Heterospathe elmeri"	"Heterospathe elmeri"	5.69608732367685	5.73465977072615
"Heterospathe glabra"	"Heterospathe glabra"	5.67244190509907	5.73275788919988
"Heterospathe glauca"	"Heterospathe glauca"	5.76522582084109	5.69473382552113
"Heterospathe intermedia"	"Heterospathe intermedia"	5.71869868410527	5.79412153127445
"Heterospathe kajewskii"	"Heterospathe kajewskii"	5.60148560901822	5.58076425647789
"Heterospathe ledermanniana"	"Heterospathe ledermanniana"	5.54118000562211	5.55142589921469
"Heterospathe lepidota"	"Heterospathe lepidota"	5.67016105979994	5.75702882049221
"Heterospathe longipes"	"Heterospathe longipes"	6.28798363787333	6.34277426365581
"Heterospathe macgregorii"	"Heterospathe macgregorii"	7.51266824623843	7.45106919355505
"Heterospathe minor"	"Heterospathe minor"	5.66384411539977	5.7133228312215
"Heterospathe muelleriana"	"Heterospathe muelleriana"	5.73764015865888	5.73420891820758
"Heterospathe negrosensis"	"Heterospathe negrosensis"	5.83956944662193	5.84831328635781
"Heterospathe obriensis"	"Heterospathe obriensis"	5.6448295140453	5.73676295109641
"Heterospathe parviflora"	"Heterospathe parviflora"	5.65799944612293	5.63745695267414
"Heterospathe philippinensis"	"Heterospathe philippinensis"	4.47197297832865	4.49061741384277
"Heterospathe phillipsii"	"Heterospathe phillipsii"	4.85559219426906	4.88899963346743
"Heterospathe pilosa"	"Heterospathe pilosa"	5.69954735667224	5.71061268534654
"Heterospathe porcata"	"Heterospathe porcata"	5.77736022046607	5.66296957415882
"Heterospathe pulchra"	"Heterospathe pulchra"	5.80380604156082	5.81668550213812
"Heterospathe pullenii"	"Heterospathe pullenii"	5.67243724408682	5.76329568898357
"Heterospathe ramulosa"	"Heterospathe ramulosa"	5.69522770605062	5.73060173103819
"Heterospathe salomonensis"	"Heterospathe salomonensis"	5.56806520482751	5.61977311320438
"Heterospathe scitula"	"Heterospathe scitula"	4.54631622520414	4.57627634549634
"Heterospathe sensisi"	"Heterospathe sensisi"	5.83421434152509	5.81011978930281
"Heterospathe sibuyanensis"	"Heterospathe sibuyanensis"	3.39588362906285	3.41421133770859
"Heterospathe sphaerocarpa"	"Heterospathe sphaerocarpa"	5.78461135123624	5.76154353651
"Heterospathe trispatha"	"Heterospathe trispatha"	5.63875822370228	5.71973121678084
"Heterospathe uniformis"	"Heterospathe uniformis"	5.78069920151157	5.74174232030338
"Heterospathe woodfordiana"	"Heterospathe woodfordiana"	5.58406051076721	5.60754078332516
"Howea belmoreana"	"Howea belmoreana"	7.96764888334578	7.95961049426513
"Howea forsteriana"	"Howea forsteriana"	7.96764888334578	7.95961049426513
"Hydriastele affinis"	"Hydriastele affinis"	6.97143007195351	6.87023038607716
"Hydriastele aprica"	"Hydriastele aprica"	6.67890266628028	6.7077129253376
"Hydriastele beccariana"	"Hydriastele beccariana"	5.88426328171812	5.83830606138807
"Hydriastele beguinii"	"Hydriastele beguinii"	5.57351587482783	5.54130888939631
"Hydriastele biakensis"	"Hydriastele biakensis"	6.82008356382744	6.76799807296724
"Hydriastele boumae"	"Hydriastele boumae"	6.68434890344039	6.69885802492357
"Hydriastele brassii"	"Hydriastele brassii"	5.85317166460417	5.82974104646535
"Hydriastele cariosa"	"Hydriastele cariosa"	6.78598669311356	6.68969489812965
"Hydriastele carrii"	"Hydriastele carrii"	6.81047367831442	6.73646537290913
"Hydriastele chaunostachys"	"Hydriastele chaunostachys"	6.1610023142421	6.09658970050707
"Hydriastele costata"	"Hydriastele costata"	7.88689440715976	7.85334555066228
"Hydriastele cyclopensis"	"Hydriastele cyclopensis"	6.58207681696665	6.54373000688727
"Hydriastele cylindrocarpa"	"Hydriastele cylindrocarpa"	4.2295860254826	4.20172709217205
"Hydriastele dransfieldii"	"Hydriastele dransfieldii"	6.23848240561235	6.15925658604028
"Hydriastele flabellata"	"Hydriastele flabellata"	6.92093914837208	6.92392262225262
"Hydriastele geelvinkiana"	"Hydriastele geelvinkiana"	6.85892880156857	6.84846025216807
"Hydriastele gibbsiana"	"Hydriastele gibbsiana"	6.67829093767024	6.68073709270146
"Hydriastele gracilis"	"Hydriastele gracilis"	6.87650313914753	6.95519956677465
"Hydriastele hombronii"	"Hydriastele hombronii"	4.4697774947032	4.42325797136137
"Hydriastele kasesa"	"Hydriastele kasesa"	6.73817557213185	6.74225657313165
"Hydriastele kjellbergii"	"Hydriastele kjellbergii"	6.8351739160311	6.79775614497998
"Hydriastele ledermanniana"	"Hydriastele ledermanniana"	6.76695797494524	6.80081250586503
"Hydriastele lepidota"	"Hydriastele lepidota"	6.79537376777488	6.79444908871285
"Hydriastele longispatha"	"Hydriastele longispatha"	8.15434987453192	8.06102861888117
"Hydriastele lurida"	"Hydriastele lurida"	6.98812172308805	6.90018918990334
"Hydriastele macrospadix"	"Hydriastele macrospadix"	4.49345404623306	4.45855694036142
"Hydriastele manusii"	"Hydriastele manusii"	6.67997887158602	6.58803169389928
"Hydriastele mayrii"	"Hydriastele mayrii"	6.9765991624077	6.90097193142974
"Hydriastele micrantha"	"Hydriastele micrantha"	6.66482495973582	6.68268816414296
"Hydriastele microcarpa"	"Hydriastele microcarpa"	6.72767435733531	6.68476693413176
"Hydriastele microspadix"	"Hydriastele microspadix"	6.11260501671395	6.08482221495022
"Hydriastele moluccana"	"Hydriastele moluccana"	7.1233037083718	7.2263443858857
"Hydriastele montana"	"Hydriastele montana"	6.70358483508044	6.70555634090366
"Hydriastele nannostachys"	"Hydriastele nannostachys"	6.49592001281429	6.41032519222859
"Hydriastele oxypetala"	"Hydriastele oxypetala"	6.93034915009093	6.96860031869697
"Hydriastele palauensis"	"Hydriastele palauensis"	7.85847387269839	7.77134849656352
"Hydriastele pinangoides"	"Hydriastele pinangoides"	4.83531019443159	4.81834473746701
"Hydriastele pleurocarpa"	"Hydriastele pleurocarpa"	6.75997630440302	6.78434403382105
"Hydriastele procera"	"Hydriastele procera"	6.77377529573535	6.7213747785221
"Hydriastele ramsayi"	"Hydriastele ramsayi"	8.96532198245078	8.95631856300366
"Hydriastele rheophytica"	"Hydriastele rheophytica"	6.96621058242849	6.86640485890539
"Hydriastele rhopalocarpa"	"Hydriastele rhopalocarpa"	4.77402323526907	4.74006471178248
"Hydriastele rostrata"	"Hydriastele rostrata"	6.69548802610582	6.65378023075937
"Hydriastele sarasinorum"	"Hydriastele sarasinorum"	6.69214440092479	6.69744432200216
"Hydriastele selebica"	"Hydriastele selebica"	6.94446850196346	6.92731023387699
"Hydriastele valida"	"Hydriastele valida"	6.6569476362899	6.65230470370931
"Hydriastele variabilis"	"Hydriastele variabilis"	6.85602403529418	6.71070912231038
"Hydriastele vitiensis"	"Hydriastele vitiensis"	4.21721096646297	4.19651933177957
"Hydriastele wendlandiana"	"Hydriastele wendlandiana"	6.3832335822277	6.29215035495744
"Hyophorbe amaricaulis"	"Hyophorbe amaricaulis"	14.3824228075673	14.5034589257206
"Hyophorbe indica"	"Hyophorbe indica"	13.5574508779734	13.5889386957356
"Hyophorbe lagenicaulis"	"Hyophorbe lagenicaulis"	17.8975222325389	17.9011007300203
"Hyophorbe vaughanii"	"Hyophorbe vaughanii"	14.2181648869732	14.2349642457626
"Hyophorbe verschaffeltii"	"Hyophorbe verschaffeltii"	15.4140166833493	15.4029748809175
"Hyospathe elegans"	"Hyospathe elegans"	14.3632860759967	14.3004337803023
"Hyospathe frontinensis"	"Hyospathe frontinensis"	14.5780585184823	14.3727332741038
"Hyospathe macrorhachis"	"Hyospathe macrorhachis"	14.5623108914453	14.5048504153555
"Hyospathe peruviana"	"Hyospathe peruviana"	14.4391005230618	14.3029836493784
"Hyphaene compressa"	"Hyphaene compressa"	10.5777805597769	10.5720553120496
"Hyphaene coriacea"	"Hyphaene coriacea"	10.9993359515905	11.0403211450186
"Hyphaene dichotoma"	"Hyphaene dichotoma"	11.2099951737978	11.3226293959296
"Hyphaene guineensis"	"Hyphaene guineensis"	10.6275580275541	10.6874977019026
"Hyphaene macrosperma"	"Hyphaene macrosperma"	10.6938057319233	10.7133261992762
"Hyphaene petersiana"	"Hyphaene petersiana"	10.4731635739246	10.4800393157682
"Hyphaene reptans"	"Hyphaene reptans"	10.6111803652634	10.5721166982208
"Hyphaene thebaica"	"Hyphaene thebaica"	11.1017451567515	11.0702609748166
"Iguanura ambigua"	"Iguanura ambigua"	8.58811886823665	8.51044949074133
"Iguanura asli"	"Iguanura asli"	8.61690482795175	8.62887102517912
"Iguanura belumensis"	"Iguanura belumensis"	8.25446987627104	8.25636051974609
"Iguanura bicornis"	"Iguanura bicornis"	8.50174956381555	8.45380797102906
"Iguanura borneensis"	"Iguanura borneensis"	8.24210655809785	8.10678720912187
"Iguanura cemurung"	"Iguanura cemurung"	8.47114311874158	8.47128414961535
"Iguanura chaiana"	"Iguanura chaiana"	8.62460461472978	8.71501578621439
"Iguanura corniculata"	"Iguanura corniculata"	8.07075731616129	7.93873544475958
"Iguanura curvata"	"Iguanura curvata"	8.40313793058161	8.34006594961042
"Iguanura diffusa"	"Iguanura diffusa"	7.9442786635824	7.88696956832791
"Iguanura divergens"	"Iguanura divergens"	8.53397799757453	8.46208286326178
"Iguanura elegans"	"Iguanura elegans"	8.26885114182723	8.30975063104652
"Iguanura geonomiformis"	"Iguanura geonomiformis"	8.5247707970772	8.38561272567507
"Iguanura humilis"	"Iguanura humilis"	8.14951912336965	8.12404812364541
"Iguanura kelantanensis"	"Iguanura kelantanensis"	8.52372298880339	8.31990683239705
"Iguanura leucocarpa"	"Iguanura leucocarpa"	8.27872050464497	8.10733323923392
"Iguanura macrostachya"	"Iguanura macrostachya"	8.29671887563783	8.18293036729863
"Iguanura melinauensis"	"Iguanura melinauensis"	8.29602329048819	8.13908144366472
"Iguanura minor"	"Iguanura minor"	8.3688197890838	8.33589717419772
"Iguanura mirabilis"	"Iguanura mirabilis"	8.63644557004774	8.42750130804649
"Iguanura myochodoides"	"Iguanura myochodoides"	8.14722626726157	8.11065368228689
"Iguanura palmuncula"	"Iguanura palmuncula"	8.31286998933579	8.29158712416675
"Iguanura parvula"	"Iguanura parvula"	8.34341748841654	8.18937990381784
"Iguanura perdana"	"Iguanura perdana"	8.36889701302405	8.3705800126346
"Iguanura piahensis"	"Iguanura piahensis"	8.26393762113677	8.0836912538468
"Iguanura polymorpha"	"Iguanura polymorpha"	8.45332468017753	8.29929895952327
"Iguanura prolifera"	"Iguanura prolifera"	8.13660760267285	8.0271075518674
"Iguanura remotiflora"	"Iguanura remotiflora"	8.42234809571433	8.39581813981838
"Iguanura sanderiana"	"Iguanura sanderiana"	8.8999748114583	8.81404181975336
"Iguanura tenuis"	"Iguanura tenuis"	8.5486531205391	8.46836602639174
"Iguanura thalangensis"	"Iguanura thalangensis"	8.25041447341331	8.2655246220187
"Iguanura wallichiana"	"Iguanura wallichiana"	8.38488626914603	8.32919668701074
"Iriartea deltoidea"	"Iriartea deltoidea"	18.4643619411267	18.3845392448735
"Iriartella setigera"	"Iriartella setigera"	21.5394530174852	21.3103999726928
"Iriartella stenocarpa"	"Iriartella stenocarpa"	21.5394530174852	21.3103999726928
"Itaya amicorum"	"Itaya amicorum"	27.9673908883209	28.0669964512986
"Johannesteijsmannia altifrons"	"Johannesteijsmannia altifrons"	5.26397653211695	5.26565823846998
"Johannesteijsmannia lanceolata"	"Johannesteijsmannia lanceolata"	5.22484279073349	5.23216657852133
"Johannesteijsmannia magnifica"	"Johannesteijsmannia magnifica"	5.68085068309619	5.68137968090516
"Johannesteijsmannia perakensis"	"Johannesteijsmannia perakensis"	5.39566066663049	5.39891906511743
"Juania australis"	"Juania australis"	12.9752123064515	12.8605626022438
"Jubaea chilensis"	"Jubaea chilensis"	6.09707430162448	6.10985721594242
"Jubaeopsis caffra"	"Jubaeopsis caffra"	27.6321231063038	27.650695581396
"Kentiopsis magnifica"	"Kentiopsis magnifica"	4.67611069752193	4.65694152894812
"Kentiopsis oliviformis"	"Kentiopsis oliviformis"	5.23696178800507	5.23269944050045
"Kentiopsis piersoniorum"	"Kentiopsis piersoniorum"	4.56637106491071	4.5790294424415
"Kentiopsis pyriformis"	"Kentiopsis pyriformis"	4.94697615176463	4.91902354550222
