"Tree_name"	"Acc_name"	"AverageED"	"AverageED_noBurnin"
"Acanthophoenix crinita"	"Acanthophoenix crinita"	7.68199275440634	7.67478119376987
"Acanthophoenix rousselii"	"Acanthophoenix rousselii"	7.68205061441363	7.67507091774774
"Acanthophoenix rubra"	"Acanthophoenix rubra"	7.66300086656639	7.64760985085371
"Acoelorrhaphe wrightii"	"Acoelorrhaphe wrightii"	14.4537290861075	14.4346637850381
"Acrocomia aculeata"	"Acrocomia aculeata"	11.4977197048037	11.5370979606409
"Acrocomia crispa"	"Acrocomia crispa"	14.0949558430729	14.054411189548
"Acrocomia emensis"	"Acrocomia emensis"	13.4725929965864	13.4665323167177
"Acrocomia glaucescens"	"Acrocomia glaucescens"	13.4677331528852	13.4705608867052
"Acrocomia hassleri"	"Acrocomia hassleri"	13.4350236131364	13.4811873630033
"Acrocomia intumescens"	"Acrocomia intumescens"	13.309751986249	13.2185691869115
"Acrocomia media"	"Acrocomia media"	11.4533946561635	11.4220005410142
"Acrocomia totai"	"Acrocomia totai"	13.5804746156408	13.6718982001855
"Actinokentia divaricata"	"Actinokentia divaricata"	6.07972940254956	6.08908574583375
"Actinokentia huerlimannii"	"Actinokentia huerlimannii"	6.07972940254956	6.08908574583375
"Actinorhytis calapparia"	"Actinorhytis calapparia"	14.8873343980742	14.8947049399533
"Adonidia maturbongsii"	"Manjekia maturbongsii"	8.63527355188655	8.609747038664
"Adonidia merrillii"	"Adonidia merrillii"	8.63527355188655	8.609747038664
"Aiphanes acanthophylla"	"Aiphanes acanthophylla"	6.45145557021195	6.4317004472347
"Aiphanes acaulis"	"Aiphanes acaulis"	6.62663688696164	6.59932985629873
"Aiphanes bicornis"	"Aiphanes bicornis"	6.4904588936254	6.49205226348449
"Aiphanes buenaventurae"	"Aiphanes buenaventurae"	6.50369321133957	6.58214419704863
"Aiphanes chiribogensis"	"Aiphanes chiribogensis"	6.54714710938028	6.58842033740123
"Aiphanes deltoidea"	"Aiphanes deltoidea"	6.45784825693759	6.41782496786514
"Aiphanes duquei"	"Aiphanes duquei"	6.53052850129288	6.48834587144471
"Aiphanes eggersii"	"Aiphanes eggersii"	6.50989918269896	6.52341697161716
"Aiphanes erinacea"	"Aiphanes erinacea"	6.72017697256162	6.72359950634733
"Aiphanes gelatinosa"	"Aiphanes gelatinosa"	6.51753300479422	6.4769595660346
"Aiphanes graminifolia"	"Aiphanes graminifolia"	6.38533834393575	6.39124928915876
"Aiphanes grandis"	"Aiphanes grandis"	7.93308593051995	7.85197274320636
"Aiphanes hirsuta"	"Aiphanes hirsuta"	6.05483743881473	6.04357525474784
"Aiphanes horrida"	"Aiphanes horrida"	5.96627490154772	5.918058507788
"Aiphanes leiostachys"	"Aiphanes leiostachys"	6.52019622783455	6.54690194175627
"Aiphanes lindeniana"	"Aiphanes lindeniana"	6.65487666810565	6.5671412148699
"Aiphanes linearis"	"Aiphanes linearis"	6.31581682495337	6.3756916442658
"Aiphanes macroloba"	"Aiphanes macroloba"	6.48630867916322	6.48958226655441
"Aiphanes minima"	"Aiphanes minima"	5.95121501554485	5.94485611073345
"Aiphanes multiplex"	"Aiphanes multiplex"	6.51514281643771	6.56296717113741
"Aiphanes parvifolia"	"Aiphanes parvifolia"	6.56699432242559	6.52573402472962
"Aiphanes pilaris"	"Aiphanes pilaris"	6.5294460206596	6.56274383187565
"Aiphanes simplex"	"Aiphanes simplex"	6.51613614609038	6.32197142605955
"Aiphanes spicata"	"Aiphanes spicata"	6.89455103593455	6.85393536380339
"Aiphanes stergiosii"	"Aiphanes lindeniana"	6.42263910647051	6.32941984311481
"Aiphanes tricuspidata"	"Aiphanes tricuspidata"	6.59107135002381	6.52357542674342
"Aiphanes ulei"	"Aiphanes ulei"	6.15666915118881	6.11950414966774
"Aiphanes verrucosa"	"Aiphanes verrucosa"	6.44515279052151	6.37567120974826
"Aiphanes weberbaueri"	"Aiphanes weberbaueri"	6.45638124386765	6.50347210445926
"Allagoptera arenaria"	"Allagoptera arenaria"	8.54539353203032	8.48215431782535
"Allagoptera brevicalyx"	"Allagoptera brevicalyx"	7.66273245542976	7.57803884614602
"Allagoptera campestris"	"Allagoptera campestris"	7.64938481437534	7.56452843829589
"Allagoptera caudescens"	"Allagoptera caudescens"	12.2877091790879	12.1936910742395
"Allagoptera leucocalyx"	"Allagoptera leucocalyx"	8.60924049641205	8.55656170414763
"Ammandra decasperma"	"Ammandra decasperma"	18.1199963865875	18.2014619195893
"Aphandra natalia"	"Aphandra natalia"	18.1199963865875	18.2014619195893
"Archontophoenix alexandrae"	"Archontophoenix alexandrae"	4.65584880807607	4.6246138796262
"Archontophoenix cunninghamiana"	"Archontophoenix cunninghamiana"	5.35522925220146	5.36462569691558
"Archontophoenix maxima"	"Archontophoenix maxima"	5.27110770541302	5.24013489252375
"Archontophoenix myolensis"	"Archontophoenix myolensis"	5.35681578442027	5.3659267971412
"Archontophoenix purpurea"	"Archontophoenix purpurea"	4.66424908498202	4.61864196932822
"Archontophoenix tuckeri"	"Archontophoenix tuckeri"	5.37074510976949	5.31420950840786
"Areca abdulrahmanii"	"Areca abdulrahmanii"	5.48064887727389	5.46691515841283
"Areca ahmadii"	"Areca ahmadii"	5.33953974768762	5.31542079508917
"Areca andersonii"	"Areca andersonii"	5.41906685878327	5.33516708811063
"Areca arundinacea"	"Areca arundinacea"	5.3132581048357	5.35110609634433
"Areca bakeri"	"Areca bakeri"	5.37062171390629	5.35959325164012
"Areca brachypoda"	"Areca brachypoda"	5.36252978277071	5.38273299780009
"Areca caliso"	"Areca caliso"	5.4760790876641	5.45608933411705
"Areca camarinensis"	"Areca camarinensis"	5.25723646743058	5.26910441235796
"Areca catechu"	"Areca catechu"	4.33429553854418	4.31428860085693
"Areca chaiana"	"Areca chaiana"	5.32085579541816	5.25694820963449
"Areca churchii"	"Areca churchii"	5.36607314961549	5.36576249235512
"Areca concinna"	"Areca concinna"	4.66724342659885	4.7077203034879
"Areca congesta"	"Areca congesta"	5.36837274068359	5.39982357181662
"Areca costulata"	"Areca costulata"	5.37681340656233	5.39402893307446
"Areca dayung"	"Areca dayung"	5.3182968316178	5.32411940952628
"Areca dransfieldii"	"Areca dransfieldii"	5.15830189996872	5.1110576548394
"Areca furcata"	"Areca furcata"	5.31783848071562	5.31970507700311
"Areca gurita"	"Areca gurita"	5.34213427470658	5.31457226528121
"Areca hutchinsoniana"	"Areca hutchinsoniana"	4.29202195038262	4.26961845436736
"Areca insignis"	"Areca insignis"	7.33537709871196	7.36744513153449
"Areca ipot"	"Areca ipot"	5.18393829691336	5.19836249277974
"Areca jugahpunya"	"Areca jugahpunya"	5.28341197180002	5.24823815395777
"Areca kinabaluensis"	"Areca kinabaluensis"	5.26533221831079	5.28275850826249
"Areca klingkangensis"	"Areca klingkangensis"	5.28789219584658	5.2688949979928
"Areca laosensis"	"Areca laosensis"	5.32295594376678	5.31198209763097
"Areca ledermanniana"	"Areca ledermanniana"	5.32012117876963	5.29313895632068
"Areca macrocalyx"	"Areca macrocalyx"	5.5252651347855	5.55646917765417
"Areca mandacanii"	"Areca mandacanii"	5.36186471099102	5.42616711128755
"Areca minuta"	"Areca minuta"	5.36179036826074	5.36303951890481
"Areca mogeana"	"Areca mogeana"	5.37258503764255	5.34179281433659
"Areca montana"	"Areca montana"	5.34942471464844	5.36156190837611
"Areca novohibernica"	"Areca novohibernica"	5.33511045619324	5.29116122748079
"Areca oxycarpa"	"Areca oxycarpa"	5.32247014428224	5.33130912866009
"Areca parens"	"Areca parens"	5.36979006890158	5.38406727448706
"Areca rheophytica"	"Areca rheophytica"	5.74523167720108	5.74385241147144
"Areca ridleyana"	"Areca ridleyana"	5.25561374754201	5.2337956814528
"Areca riparia"	"Areca riparia"	5.3298945722581	5.28728975208589
"Areca songthanhensis"	"Areca songthanhensis"	5.23978027806302	5.24059748234263
"Areca subacaulis"	"Areca subacaulis"	5.38125381047443	5.36278817045618
"Areca triandra"	"Areca triandra"	4.71201507086348	4.71858648046102
"Areca triginticollina"	"Areca triginticollina"	5.29589350521547	5.33728860307005
"Areca tunku"	"Areca tunku"	5.21155915728276	5.2169464927517
"Areca vestiaria"	"Areca vestiaria"	5.38308582463388	5.42055899916978
"Areca vidaliana"	"Areca vidaliana"	5.2068161047903	5.20987115482545
"Areca whitfordii"	"Areca whitfordii"	5.34810854183224	5.30507338327515
"Arenga australasica"	"Arenga australasica"	6.72768396184897	6.70504888737366
"Arenga brevipes"	"Arenga brevipes"	9.26253615398852	9.20800170871746
"Arenga caudata"	"Arenga caudata"	8.48527377553077	8.45987730656603
"Arenga distincta"	"Arenga distincta"	14.8235278226428	14.7911514775545
"Arenga engleri"	"Arenga engleri"	5.4474628523642	5.41821367569942
"Arenga hastata"	"Arenga hastata"	7.96478573001122	8.00042222851236
"Arenga hookeriana"	"Arenga hookeriana"	8.30586883572959	8.31570232429196
"Arenga listeri"	"Arenga listeri"	8.36651018666718	8.36325192118806
"Arenga longicarpa"	"Arenga longicarpa"	6.61326270318864	6.58230158723117
"Arenga longipes"	"Arenga longipes"	7.68116474367663	7.70912706614163
"Arenga micrantha"	"Arenga micrantha"	7.62895057303423	7.63004403429687
"Arenga microcarpa"	"Arenga microcarpa"	6.72162545924825	6.70204172785163
"Arenga mindorensis"	"Arenga mindorensis"	6.92837399378147	6.91668833299888
"Arenga obtusifolia"	"Arenga obtusifolia"	7.75290123383335	7.71711835293247
"Arenga pinnata"	"Arenga pinnata"	7.28300275604767	7.27400399949549
"Arenga plicata"	"Arenga plicata"	7.28978659748167	7.28306191183263
"Arenga porphyrocarpa"	"Arenga porphyrocarpa"	7.79436800454784	7.79628336932131
"Arenga retroflorescens"	"Arenga retroflorescens"	7.31109518870138	7.30892085583838
"Arenga ryukyuensis"	"Arenga ryukyuensis"	5.44802003775391	5.418213477435
"Arenga talamauensis"	"Arenga talamauensis"	7.88324730793537	7.91175628195474
"Arenga tremula"	"Arenga tremula"	8.68418012327126	8.6808955087317
"Arenga undulatifolia"	"Arenga undulatifolia"	7.74960278268171	7.72730875578358
"Arenga westerhoutii"	"Arenga westerhoutii"	7.27818233616122	7.26998515516069
"Arenga wightii"	"Arenga wightii"	10.8279131021479	10.8661000082476
"Asterogyne guianensis"	"Asterogyne guianensis"	11.5837519484152	11.5931754372845
"Asterogyne martiana"	"Asterogyne martiana"	5.94798824782005	5.96792262828483
"Asterogyne ramosa"	"Asterogyne ramosa"	5.94789365840075	5.90836803456364
"Asterogyne spicata"	"Asterogyne spicata"	5.49678501242067	5.46487463964336
"Asterogyne yaracuyense"	"Asterogyne yaracuyense"	5.44212127277914	5.41649319380712
"Astrocaryum acaule"	"Astrocaryum acaule"	5.69247899996058	5.69225740816649
"Astrocaryum aculeatissimum"	"Astrocaryum aculeatissimum"	5.2736526798862	5.31342582662888
"Astrocaryum aculeatum"	"Astrocaryum aculeatum"	6.58710381093012	6.55824550502659
"Astrocaryum alatum"	"Astrocaryum alatum"	10.0016726882362	10.0065902760003
"Astrocaryum campestre"	"Astrocaryum campestre"	6.63332828081294	6.59303057123835
"Astrocaryum carnosum"	"Astrocaryum carnosum"	3.80448439660417	3.77967102654537
"Astrocaryum chambira"	"Astrocaryum chambira"	6.33985235679752	6.29407238388738
"Astrocaryum chonta"	"Astrocaryum chonta"	4.19229323350416	4.19615432311148
"Astrocaryum ciliatum"	"Astrocaryum ciliatum"	5.43833491020156	5.43215084038186
"Astrocaryum confertum"	"Astrocaryum confertum"	5.52029485725923	5.49523144276988
"Astrocaryum echinatum"	"Astrocaryum echinatum"	5.47165004353262	5.41306296035675
"Astrocaryum faranae"	"Astrocaryum faranae"	3.50450205454284	3.49587806189288
"Astrocaryum farinosum"	"Astrocaryum farinosum"	4.94542743125641	4.91055139938832
"Astrocaryum ferrugineum"	"Astrocaryum ferrugineum"	4.12321670099387	4.12784349456366
"Astrocaryum giganteum"	"Astrocaryum giganteum"	5.60622075306001	5.62292487328288
"Astrocaryum gratum"	"Astrocaryum gratum"	3.24174919483232	3.23179400031824
"Astrocaryum huaimi"	"Astrocaryum huaimi"	5.2339872794453	5.21584121600019
"Astrocaryum huicungo"	"Astrocaryum huicungo"	4.16538216205813	4.17209236485161
"Astrocaryum jauari"	"Astrocaryum jauari"	5.22555504471317	5.2222723907615
"Astrocaryum javarense"	"Astrocaryum javarense"	3.49444237461351	3.47702521369668
"Astrocaryum macrocalyx"	"Astrocaryum macrocalyx"	3.51966082845142	3.51276195475247
"Astrocaryum malybo"	"Astrocaryum malybo"	6.43051696985421	6.35079811538053
"Astrocaryum mexicanum"	"Astrocaryum mexicanum"	9.96062603175448	9.9563621550432
"Astrocaryum minus"	"Astrocaryum minus"	9.28354484486566	9.20150744497336
"Astrocaryum murumuru"	"Astrocaryum murumuru"	3.25585584184821	3.24283586991166
"Astrocaryum paramaca"	"Astrocaryum paramaca"	9.80522014661206	9.69350919879781
"Astrocaryum perangustatum"	"Astrocaryum perangustatum"	3.83862461304015	3.82384277439622
"Astrocaryum rodriguesii"	"Astrocaryum rodriguesii"	9.13354296640379	9.05617468266352
"Astrocaryum sciophilum"	"Astrocaryum sciophilum"	6.07083357518327	6.04291185093296
"Astrocaryum scopatum"	"Astrocaryum scopatum"	5.53082448034032	5.54140068615937
"Astrocaryum sociale"	"Astrocaryum sociale"	4.93741234415518	4.90609622299732
"Astrocaryum standleyanum"	"Astrocaryum standleyanum"	6.44118971764008	6.38659424449012
"Astrocaryum triandrum"	"Astrocaryum triandrum"	5.46082595105039	5.38289397984467
"Astrocaryum tucuma"	"Astrocaryum tucuma"	5.42393236066444	5.38950006556991
"Astrocaryum ulei"	"Astrocaryum ulei"	4.2191900819954	4.18997316732332
"Astrocaryum urostachys"	"Astrocaryum urostachys"	3.51592380875798	3.5061214177129
"Astrocaryum vulgare"	"Astrocaryum vulgare"	7.62259982142812	7.5634055951678
"Attalea allenii"	"Attalea allenii"	4.09618644455144	4.04737078162253
"Attalea amygdalina"	"Attalea amygdalina"	5.06927617829933	4.94639854452679
"Attalea amylacea"	"Attalea amylacea"	5.22521138980227	5.14740794785199
"Attalea anisitsiana"	"Attalea anisitsiana"	3.66654858306034	3.62874811624263
"Attalea apoda"	"Attalea apoda"	5.07828086293648	5.16495868962933
"Attalea attaleoides"	"Attalea attaleoides"	4.96155488125165	4.88158500170348
"Attalea barreirensis"	"Attalea barreirensis"	5.06265603976511	4.96960190159581
"Attalea bassleriana"	"Attalea bassleriana"	5.02186938462628	4.99637285938241
"Attalea blepharopus"	"Attalea butyracea"	4.95575613325786	4.91910590823196
"Attalea brasiliensis"	"Attalea brasiliensis"	3.62168933317675	3.59106514947383
"Attalea brejinhoensis"	"Attalea brejinhoensis"	4.04227940351903	4.02377615706496
"Attalea burretiana"	"Attalea burretiana"	3.23758105681249	3.20005989878007
"Attalea butyracea"	"Attalea butyracea"	4.2569368098455	4.21223133180121
"Attalea camopiensis"	"Attalea camopiensis"	5.02537243227612	4.96329727060786
"Attalea cephalotus"	"Attalea cephalotus"	5.04142169385559	4.97293102094781
"Attalea cohune"	"Attalea cohune"	3.6611109596512	3.63491323488497
"Attalea colenda"	"Attalea colenda"	5.01486078656537	4.96798219998913
"Attalea compta"	"Attalea compta"	4.96125459033995	4.9150346533279
"Attalea crassispatha"	"Attalea crassispatha"	5.54250977413124	5.49178693558977
"Attalea cuatrecasasiana"	"Attalea cuatrecasasiana"	7.08770328245906	7.03044472536696
"Attalea dahlgreniana"	"Attalea dahlgreniana"	4.8430185552282	4.80256226929789
"Attalea degranvillei"	"Attalea degranvillei"	5.14484987331883	5.02841788263938
"Attalea dubia"	"Attalea dubia"	5.02160395419488	5.00080683317362
"Attalea eichleri"	"Attalea eichleri"	4.02025712055268	4.00376184408754
"Attalea exigua"	"Attalea exigua"	5.01697402439958	4.94990689845332
"Attalea fairchildensis"	"Attalea fairchildensis"	5.11938357693798	5.07629452147635
"Attalea funifera"	"Attalea funifera"	5.0533531976158	5.01276093701125
"Attalea geraensis"	"Attalea geraensis"	4.87698213265536	4.93161338356161
"Attalea guacuyule"	"Attalea guacuyule"	3.63436140111816	3.58610412412119
"Attalea guianensis"	"Attalea guianensis"	5.17252629142685	5.01952676702171
"Attalea hoehnei"	"Attalea hoehnei"	4.94037654472737	4.94772894798031
"Attalea huebneri"	"Attalea huebneri"	5.13172495252566	4.96958556065559
"Attalea humilis"	"Attalea humilis"	3.62154617342317	3.58772330719653
"Attalea iguadummat"	"Attalea iguadummat"	4.95642816611989	4.83517524375639
"Attalea insignis"	"Attalea insignis"	5.0132523848233	4.98845731300743
"Attalea kewensis"	"Attalea kewensis"	4.97533107760909	4.90488777513663
"Attalea lauromuelleriana"	"Attalea lauromuelleriana"	5.04955155768828	5.00464249571656
"Attalea leandroana"	"Attalea leandroana"	4.99307509916859	4.94237552957308
"Attalea luetzelburgii"	"Attalea luetzelburgii"	5.01501638856971	5.00774562705799
"Attalea macrolepis"	"Attalea macrolepis"	5.05488160227381	4.99900223708565
"Attalea magdalenica"	"Attalea magdalenica"	5.06829806307513	4.98450894992421
"Attalea maracaibensis"	"Attalea maracaibensis"	4.87407782156236	4.88772049258429
"Attalea maripa"	"Attalea maripa"	4.97973763733112	4.96417363055429
"Attalea maripensis"	"Attalea maripensis"	5.08264445087676	4.99972231066404
"Attalea microcarpa"	"Attalea microcarpa"	5.14556954593453	5.14096232947531
"Attalea moorei"	"Attalea moorei"	4.94661544492547	4.88634102978425
"Attalea nucifera"	"Attalea nucifera"	5.15704081186463	5.10004061308168
"Attalea oleifera"	"Attalea oleifera"	3.27666882008037	3.24452659401188
"Attalea osmantha"	"Attalea osmantha"	4.8994953038072	4.91527503836154
"Attalea peruviana"	"Attalea peruviana"	4.86079674524173	4.76185320218596
"Attalea phalerata"	"Attalea phalerata"	3.74216598968313	3.71911053557697
"Attalea pindobassu"	"Attalea pindobassu"	3.70932466838948	3.68498399750532
"Attalea plowmanii"	"Attalea plowmanii"	4.93718667831536	4.98097229804156
"Attalea princeps"	"Attalea princeps"	5.130705071404	5.03497122168942
"Attalea racemosa"	"Attalea racemosa"	5.06308126156313	5.02053404758552
"Attalea rhynchocarpa"	"Attalea amygdalina"	5.10461875783008	5.03155483172129
"Attalea rostrata"	"Attalea rostrata"	4.99099083320652	4.88196868703436
"Attalea salazarii"	"Attalea salazarii"	4.84856267325166	4.80280925690569
"Attalea salvadorensis"	"Attalea salvadorensis"	5.01518428359011	4.98753565827374
"Attalea seabrensis"	"Attalea seabrensis"	5.40567718723413	5.40885617781137
"Attalea septuagenata"	"Attalea septuagenata"	5.0086254510316	4.98984292851033
"Attalea speciosa"	"Attalea speciosa"	4.05586482625564	4.01151626435382
"Attalea spectabilis"	"Attalea spectabilis"	5.06424464177794	5.10483720889793
"Attalea tessmannii"	"Attalea tessmannii"	5.04062366741912	5.01462535564392
"Attalea vitrivir"	"Attalea vitrivir"	4.85240546508923	4.82647433343583
"Attalea weberbaueri"	"Attalea weberbaueri"	4.87946959002075	4.83732598285971
"Attalea wesselsboeri"	"Attalea wesselsboeri"	7.08770328245906	7.03044472536696
"Bactris acanthocarpa"	"Bactris acanthocarpa"	7.84595706214858	7.80639310160853
"Bactris acanthocarpoides"	"Bactris acanthocarpoides"	5.06020273805755	5.05826867165965
"Bactris ana-juliae"	"Bactris ana-juliae"	5.13073650271305	5.09009262874684
"Bactris aubletiana"	"Bactris aubletiana"	5.30851822172576	5.20915042130304
"Bactris bahiensis"	"Bactris bahiensis"	5.28722276890021	5.28472290541576
"Bactris balanophora"	"Bactris balanophora"	5.82056308701723	5.77574859072558
"Bactris barronis"	"Bactris barronis"	5.23372608723172	5.18054733536845
"Bactris bidentula"	"Bactris bidentula"	5.11171303435109	5.13412995798346
"Bactris bifida"	"Bactris bifida"	4.05695334357138	4.0492268808243
"Bactris brongniartii"	"Bactris brongniartii"	3.97189280490777	3.91937574671878
"Bactris campestris"	"Bactris campestris"	5.46877983824473	5.48009534764693
"Bactris caryotifolia"	"Bactris caryotifolia"	5.11230014183447	5.10619561628063
"Bactris caudata"	"Bactris caudata"	5.40098742013591	5.41207961675898
"Bactris charnleyae"	"Bactris charnleyae"	4.934723926637	4.9476584765282
"Bactris chaveziae"	"Bactris chaveziae"	5.05488837728788	5.03481981328596
"Bactris coloniata"	"Bactris coloniata"	5.0955181936958	5.09882348978366
"Bactris coloradonis"	"Bactris coloradonis"	4.00911992620691	4.00008124761857
"Bactris concinna"	"Bactris concinna"	4.03883204404148	4.03607461539504
"Bactris constanciae"	"Bactris constanciae"	4.22699541800629	4.21793481180909
"Bactris corossilla"	"Bactris corossilla"	5.00463196155988	5.04617327067441
"Bactris cubensis"	"Bactris cubensis"	3.72841082274059	3.70697226474403
"Bactris cuspidata"	"Bactris cuspidata"	5.12258019027374	5.08034962101003
"Bactris dianeura"	"Bactris dianeura"	5.02647224139101	5.00048221018408
"Bactris elegans"	"Bactris elegans"	5.02241795948423	4.9986681205909
"Bactris faucium"	"Bactris faucium"	5.15797679556997	5.15279862523078
"Bactris ferruginea"	"Bactris ferruginea"	6.14417129278228	6.08713244657508
"Bactris fissifrons"	"Bactris fissifrons"	5.07677691062623	5.1013359479667
"Bactris gasipaes"	"Bactris gasipaes"	6.01891427945431	6.00681831273468
"Bactris gastoniana"	"Bactris gastoniana"	5.81688315278633	5.9051371309732
"Bactris glandulosa"	"Bactris glandulosa"	5.1133643306978	5.05721662121406
"Bactris glassmanii"	"Bactris glassmanii"	5.07314368520429	5.02601432900364
"Bactris glaucescens"	"Bactris glaucescens"	5.11595896824298	5.12928751836298
"Bactris gracilior"	"Bactris gracilior"	5.10979751086007	5.10817559347122
"Bactris grayumii"	"Bactris grayumii"	5.15351981797153	5.16411073308996
"Bactris guineensis"	"Bactris guineensis"	5.41140749216	5.41624961630381
"Bactris halmoorei"	"Bactris halmoorei"	5.03668738327039	4.97036057688373
"Bactris hatschbachii"	"Bactris hatschbachii"	5.20094761992171	5.15111328075829
"Bactris herrerana"	"Bactris herrerana"	5.0930229476714	5.13501956220528
"Bactris hirta"	"Bactris hirta"	5.30731001952596	5.25770952524881
"Bactris horridispatha"	"Bactris horridispatha"	5.26899085431458	5.32124143872791
"Bactris jamaicana"	"Bactris jamaicana"	3.50659010923277	3.47227993417392
"Bactris killipii"	"Bactris killipii"	5.95902600046842	5.94348344995265
"Bactris kunorum"	"Bactris kunorum"	5.28269266771103	5.33854382538151
"Bactris longiseta"	"Bactris longiseta"	5.09664284422928	5.15618888362828
"Bactris macroacantha"	"Bactris macroacantha"	5.10530030253608	5.09623392754032
"Bactris major"	"Bactris major"	4.2939232571186	4.257055155308
"Bactris maraja"	"Bactris maraja"	9.73437366767637	9.78628737366687
"Bactris martiana"	"Bactris martiana"	5.1524294562064	5.13265586710349
"Bactris mexicana"	"Bactris mexicana"	5.23042441374674	5.28236304288055
"Bactris militaris"	"Bactris militaris"	4.36345191709695	4.33596174479872
"Bactris nancibaensis"	"Bactris nancibaensis"	5.04740209454196	5.0613887207055
"Bactris obovata"	"Bactris obovata"	5.05144080320716	5.06051543862116
"Bactris oligocarpa"	"Bactris oligocarpa"	4.99886449099652	4.96433380425519
"Bactris oligoclada"	"Bactris oligoclada"	5.24938142496579	5.29262921936446
"Bactris panamensis"	"Bactris panamensis"	5.16291015963587	5.23131533098454
"Bactris pickelii"	"Bactris pickelii"	5.12826846825191	5.16151182148779
"Bactris pilosa"	"Bactris pilosa"	5.04431329030637	4.98314641645488
"Bactris pliniana"	"Bactris pliniana"	5.85408484570584	5.79882364476311
"Bactris plumeriana"	"Bactris plumeriana"	3.65094728464849	3.60400949670381
"Bactris polystachya"	"Bactris polystachya"	5.11463586114721	5.10734743587094
"Bactris ptariana"	"Bactris ptariana"	5.09585716326102	5.07792773298381
"Bactris rhaphidacantha"	"Bactris rhaphidacantha"	5.31455448914915	5.26245016048284
"Bactris riparia"	"Bactris riparia"	6.1367629669825	6.15766984634053
"Bactris rostrata"	"Bactris rostrata"	5.08936207828789	5.05265057563117
"Bactris schultesii"	"Bactris schultesii"	5.67334292335332	5.67914351351024
"Bactris setiflora"	"Bactris setiflora"	5.08152552235191	5.04876102978129
"Bactris setosa"	"Bactris setosa"	5.07128649138386	5.07144397233134
"Bactris setulosa"	"Bactris setulosa"	5.6734367281367	5.60674155061402
"Bactris simplicifrons"	"Bactris simplicifrons"	4.30324999856771	4.23688118375242
"Bactris soeiroana"	"Bactris soeiroana"	5.26534801290012	5.1462348828547
"Bactris sphaerocarpa"	"Bactris sphaerocarpa"	5.18519547907291	5.17299015910117
"Bactris syagroides"	"Bactris syagroides"	5.1265287749339	5.09053640981646
"Bactris tefensis"	"Bactris tefensis"	5.18571366614755	5.26641520837776
"Bactris timbuiensis"	"Bactris timbuiensis"	4.98754283798707	4.96890382253318
"Bactris tomentosa"	"Bactris tomentosa"	5.11516205297575	5.0678664335229
"Bactris turbinocarpa"	"Bactris turbinocarpa"	5.29013950329032	5.32042011876942
"Bactris vulgaris"	"Bactris vulgaris"	5.18608041578851	5.19364943843308
"Balaka diffusa"	"Balaka diffusa"	3.46497841737869	3.46996414800205
"Balaka longirostris"	"Balaka longirostris"	3.52859478156515	3.53355485404524
"Balaka macrocarpa"	"Balaka macrocarpa"	3.47910928457315	3.47155954757613
"Balaka microcarpa"	"Balaka microcarpa"	3.48267184138046	3.46097501102269
"Balaka pauciflora"	"Balaka pauciflora"	3.51272052826288	3.51956034145982
"Balaka samoensis"	"Balaka samoensis"	3.47399568259355	3.47841241795301
"Balaka seemannii"	"Balaka seemannii"	3.30503721078555	3.29518077697671
"Balaka streptostachys"	"Balaka streptostachys"	3.55208255913575	3.55090566384956
"Balaka tahitensis"	"Balaka tahitensis"	3.39133189092099	3.40039173760811
"Barcella odora"	"Barcella odora"	28.3097173637555	28.3077618162122
"Basselinia deplanchei"	"Basselinia deplanchei"	4.30571346234699	4.37952433334163
"Basselinia eriostachys"	"Basselinia eriostachys"	3.98732193884151	4.07443454867544
"Basselinia favieri"	"Basselinia favieri"	3.97139102730357	3.96072844745674
"Basselinia glabrata"	"Basselinia glabrata"	4.41349552971525	4.47484881816181
"Basselinia gracilis"	"Basselinia gracilis"	3.88396572124682	3.88861188415568
"Basselinia humboldtiana"	"Basselinia humboldtiana"	4.60664165830735	4.60172011275129
"Basselinia iterata"	"Basselinia iterata"	4.06489575040148	4.06033964603831
"Basselinia moorei"	"Basselinia moorei"	3.98977200800876	4.01033117154452
"Basselinia pancheri"	"Basselinia pancheri"	3.98870341792791	4.00457992834901
"Basselinia porphyrea"	"Basselinia porphyrea"	4.09195256766831	4.1086423056288
"Basselinia sordida"	"Basselinia sordida"	3.97095626397268	3.99562189440354
"Basselinia tomentosa"	"Basselinia tomentosa"	3.5458473591063	3.56899528267518
"Basselinia velutina"	"Basselinia velutina"	3.53049224079568	3.54901367861091
"Basselinia vestita"	"Basselinia vestita"	3.95679518358347	3.97644841239093
"Beccariophoenix alfredii"	"Beccariophoenix alfredii"	24.6171427344131	24.5808730519627
"Beccariophoenix madagascariensis"	"Beccariophoenix madagascariensis"	24.6171427344131	24.5808730519627
"Bentinckia condapanna"	"Bentinckia condapanna"	15.464001501981	15.5140774835262
"Bentinckia nicobarica"	"Bentinckia nicobarica"	15.464001501981	15.5140774835262
"Bismarckia nobilis"	"Bismarckia nobilis"	24.2175419836236	24.2185364415094
"Borassodendron borneense"	"Borassodendron borneense"	13.0925788027853	13.0471220057122
"Borassodendron machadonis"	"Borassodendron machadonis"	13.0925788027853	13.0471220057122
"Borassus aethiopum"	"Borassus aethiopum"	9.19146365936937	9.141217714436
"Borassus akeassii"	"Borassus akeassii"	9.19146365936937	9.141217714436
"Borassus flabellifer"	"Borassus flabellifer"	10.7904171706412	10.7551079617145
