"Region"	"Scenario"	"Use"	"Category"	"PercentageA"	"NumberA"	"NumberUT"
"4434"	"NEP"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4435"	"NEP"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4436"	"NEP"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4437"	"NEP"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4438"	"NEP"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4439"	"NEP"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4440"	"NEP"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4441"	"NEP"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4442"	"NEP"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4443"	"NEP"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4444"	"NEP"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4445"	"NEP"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4446"	"NEP"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4447"	"NEP"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4448"	"NEP"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4449"	"NEP"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4450"	"NEV"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4451"	"NEV"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4452"	"NEV"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4453"	"NEV"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4454"	"NEV"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4455"	"NEV"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4456"	"NEV"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4457"	"NEV"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4458"	"NEV"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4459"	"NEV"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4460"	"NEV"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4461"	"NEV"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4462"	"NEV"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4463"	"NEV"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4464"	"NEV"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4465"	"NEV"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4466"	"NEV"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4467"	"NEV"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4468"	"NEV"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4469"	"NEV"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4470"	"NEV"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4471"	"NEV"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4472"	"NEV"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4473"	"NEV"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4474"	"NEV"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4475"	"NEV"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4476"	"NEV"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4477"	"NEV"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4478"	"NEV"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4479"	"NEV"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4480"	"NEV"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4481"	"NEV"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4482"	"NFK"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4483"	"NFK"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4484"	"NFK"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4485"	"NFK"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4486"	"NFK"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4487"	"NFK"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4488"	"NFK"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4489"	"NFK"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4490"	"NFK"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4491"	"NFK"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4492"	"NFK"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4493"	"NFK"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4494"	"NFK"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4495"	"NFK"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4496"	"NFK"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4497"	"NFK"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4498"	"NFK"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4499"	"NFK"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4500"	"NFK"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4501"	"NFK"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4502"	"NFK"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4503"	"NFK"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4504"	"NFK"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4505"	"NFK"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4506"	"NFK"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4507"	"NFK"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4508"	"NFK"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4509"	"NFK"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4510"	"NFK"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4511"	"NFK"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4512"	"NFK"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4513"	"NFK"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4514"	"NGA"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4515"	"NGA"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4516"	"NGA"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4517"	"NGA"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4518"	"NGA"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4519"	"NGA"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4520"	"NGA"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4521"	"NGA"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4522"	"NGA"	"BS"	"HUMa"	"C1"	"100"	"2"	"2"
"4523"	"NGA"	"WS"	"HUMa"	"C1"	"100"	"3"	"3"
"4524"	"NGA"	"BS"	"HUMa"	"C2"	"100"	"2"	"2"
"4525"	"NGA"	"WS"	"HUMa"	"C2"	"66.6666666666667"	"2"	"3"
"4526"	"NGA"	"BS"	"HUMa"	"C3"	"50"	"1"	"2"
"4527"	"NGA"	"WS"	"HUMa"	"C3"	"0"	"0"	"3"
"4528"	"NGA"	"BS"	"HUMa"	"C4"	"0"	"0"	"2"
"4529"	"NGA"	"WS"	"HUMa"	"C4"	"0"	"0"	"3"
"4530"	"NGA"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4531"	"NGA"	"WS"	"HUMe"	"C1"	"100"	"1"	"1"
"4532"	"NGA"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4533"	"NGA"	"WS"	"HUMe"	"C2"	"100"	"1"	"1"
"4534"	"NGA"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4535"	"NGA"	"WS"	"HUMe"	"C3"	"0"	"0"	"1"
"4536"	"NGA"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4537"	"NGA"	"WS"	"HUMe"	"C4"	"0"	"0"	"1"
"4538"	"NGA"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"4539"	"NGA"	"WS"	"HUC"	"C1"	"100"	"1"	"1"
"4540"	"NGA"	"BS"	"HUC"	"C2"	"100"	"1"	"1"
"4541"	"NGA"	"WS"	"HUC"	"C2"	"0"	"0"	"1"
"4542"	"NGA"	"BS"	"HUC"	"C3"	"0"	"0"	"1"
"4543"	"NGA"	"WS"	"HUC"	"C3"	"0"	"0"	"1"
"4544"	"NGA"	"BS"	"HUC"	"C4"	"0"	"0"	"1"
"4545"	"NGA"	"WS"	"HUC"	"C4"	"0"	"0"	"1"
"4546"	"NGR"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4547"	"NGR"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4548"	"NGR"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4549"	"NGR"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4550"	"NGR"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4551"	"NGR"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4552"	"NGR"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4553"	"NGR"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4554"	"NGR"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4555"	"NGR"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4556"	"NGR"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4557"	"NGR"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4558"	"NGR"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4559"	"NGR"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4560"	"NGR"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4561"	"NGR"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4562"	"NGR"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4563"	"NGR"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4564"	"NGR"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4565"	"NGR"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4566"	"NGR"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4567"	"NGR"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4568"	"NGR"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4569"	"NGR"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4570"	"NGR"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4571"	"NGR"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4572"	"NGR"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4573"	"NGR"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4574"	"NGR"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4575"	"NGR"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4576"	"NGR"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4577"	"NGR"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4578"	"NIC"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4579"	"NIC"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4580"	"NIC"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4581"	"NIC"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4582"	"NIC"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4583"	"NIC"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4584"	"NIC"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4585"	"NIC"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4586"	"NIC"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"4587"	"NIC"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"4588"	"NIC"	"BS"	"HUMa"	"C2"	"100"	"1"	"1"
"4589"	"NIC"	"WS"	"HUMa"	"C2"	"100"	"1"	"1"
"4590"	"NIC"	"BS"	"HUMa"	"C3"	"100"	"1"	"1"
"4591"	"NIC"	"WS"	"HUMa"	"C3"	"100"	"1"	"1"
"4592"	"NIC"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"4593"	"NIC"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"4594"	"NIC"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4595"	"NIC"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4596"	"NIC"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4597"	"NIC"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4598"	"NIC"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4599"	"NIC"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4600"	"NIC"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4601"	"NIC"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4602"	"NIC"	"BS"	"HUC"	"C1"	"100"	"1"	"1"
"4603"	"NIC"	"WS"	"HUC"	"C1"	"100"	"1"	"1"
"4604"	"NIC"	"BS"	"HUC"	"C2"	"100"	"1"	"1"
"4605"	"NIC"	"WS"	"HUC"	"C2"	"100"	"1"	"1"
"4606"	"NIC"	"BS"	"HUC"	"C3"	"100"	"1"	"1"
"4607"	"NIC"	"WS"	"HUC"	"C3"	"100"	"1"	"1"
"4608"	"NIC"	"BS"	"HUC"	"C4"	"0"	"0"	"1"
"4609"	"NIC"	"WS"	"HUC"	"C4"	"0"	"0"	"1"
"4610"	"NLA"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4611"	"NLA"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4612"	"NLA"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4613"	"NLA"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4614"	"NLA"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4615"	"NLA"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4616"	"NLA"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4617"	"NLA"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4618"	"NLA"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4619"	"NLA"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"4620"	"NLA"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4621"	"NLA"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"4622"	"NLA"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4623"	"NLA"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"4624"	"NLA"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4625"	"NLA"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"4626"	"NLA"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4627"	"NLA"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4628"	"NLA"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4629"	"NLA"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4630"	"NLA"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4631"	"NLA"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4632"	"NLA"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4633"	"NLA"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4634"	"NLA"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4635"	"NLA"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4636"	"NLA"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4637"	"NLA"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4638"	"NLA"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4639"	"NLA"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4640"	"NLA"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4641"	"NLA"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4642"	"NNS"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4643"	"NNS"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4644"	"NNS"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4645"	"NNS"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4646"	"NNS"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4647"	"NNS"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4648"	"NNS"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4649"	"NNS"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4650"	"NNS"	"BS"	"HUMa"	"C1"	"100"	"1"	"1"
"4651"	"NNS"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"4652"	"NNS"	"BS"	"HUMa"	"C2"	"0"	"0"	"1"
"4653"	"NNS"	"WS"	"HUMa"	"C2"	"0"	"0"	"1"
"4654"	"NNS"	"BS"	"HUMa"	"C3"	"0"	"0"	"1"
"4655"	"NNS"	"WS"	"HUMa"	"C3"	"0"	"0"	"1"
"4656"	"NNS"	"BS"	"HUMa"	"C4"	"0"	"0"	"1"
"4657"	"NNS"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"4658"	"NNS"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4659"	"NNS"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4660"	"NNS"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4661"	"NNS"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4662"	"NNS"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4663"	"NNS"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4664"	"NNS"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4665"	"NNS"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4666"	"NNS"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4667"	"NNS"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4668"	"NNS"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4669"	"NNS"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4670"	"NNS"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4671"	"NNS"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4672"	"NNS"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4673"	"NNS"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4674"	"NRU"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4675"	"NRU"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4676"	"NRU"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4677"	"NRU"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4678"	"NRU"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4679"	"NRU"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4680"	"NRU"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4681"	"NRU"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4682"	"NRU"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4683"	"NRU"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4684"	"NRU"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4685"	"NRU"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4686"	"NRU"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4687"	"NRU"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4688"	"NRU"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4689"	"NRU"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4690"	"NRU"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4691"	"NRU"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4692"	"NRU"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4693"	"NRU"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4694"	"NRU"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4695"	"NRU"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4696"	"NRU"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4697"	"NRU"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4698"	"NRU"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4699"	"NRU"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4700"	"NRU"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4701"	"NRU"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4702"	"NRU"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4703"	"NRU"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4704"	"NRU"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4705"	"NRU"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4706"	"NSW"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4707"	"NSW"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4708"	"NSW"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4709"	"NSW"	"WS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4710"	"NSW"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4711"	"NSW"	"WS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4712"	"NSW"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4713"	"NSW"	"WS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4714"	"NSW"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4715"	"NSW"	"WS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4716"	"NSW"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4717"	"NSW"	"WS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4718"	"NSW"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4719"	"NSW"	"WS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4720"	"NSW"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4721"	"NSW"	"WS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4722"	"NSW"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4723"	"NSW"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4724"	"NSW"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4725"	"NSW"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4726"	"NSW"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4727"	"NSW"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4728"	"NSW"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4729"	"NSW"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4730"	"NSW"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4731"	"NSW"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4732"	"NSW"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4733"	"NSW"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4734"	"NSW"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4735"	"NSW"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4736"	"NSW"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4737"	"NSW"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4738"	"NTA"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4739"	"NTA"	"WS"	"HUF"	"C1"	"100"	"1"	"1"
"4740"	"NTA"	"BS"	"HUF"	"C2"	"NaN"	"0"	"0"
"4741"	"NTA"	"WS"	"HUF"	"C2"	"100"	"1"	"1"
"4742"	"NTA"	"BS"	"HUF"	"C3"	"NaN"	"0"	"0"
"4743"	"NTA"	"WS"	"HUF"	"C3"	"100"	"1"	"1"
"4744"	"NTA"	"BS"	"HUF"	"C4"	"NaN"	"0"	"0"
"4745"	"NTA"	"WS"	"HUF"	"C4"	"0"	"0"	"1"
"4746"	"NTA"	"BS"	"HUMa"	"C1"	"NaN"	"0"	"0"
"4747"	"NTA"	"WS"	"HUMa"	"C1"	"100"	"1"	"1"
"4748"	"NTA"	"BS"	"HUMa"	"C2"	"NaN"	"0"	"0"
"4749"	"NTA"	"WS"	"HUMa"	"C2"	"100"	"1"	"1"
"4750"	"NTA"	"BS"	"HUMa"	"C3"	"NaN"	"0"	"0"
"4751"	"NTA"	"WS"	"HUMa"	"C3"	"100"	"1"	"1"
"4752"	"NTA"	"BS"	"HUMa"	"C4"	"NaN"	"0"	"0"
"4753"	"NTA"	"WS"	"HUMa"	"C4"	"0"	"0"	"1"
"4754"	"NTA"	"BS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4755"	"NTA"	"WS"	"HUMe"	"C1"	"NaN"	"0"	"0"
"4756"	"NTA"	"BS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4757"	"NTA"	"WS"	"HUMe"	"C2"	"NaN"	"0"	"0"
"4758"	"NTA"	"BS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4759"	"NTA"	"WS"	"HUMe"	"C3"	"NaN"	"0"	"0"
"4760"	"NTA"	"BS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4761"	"NTA"	"WS"	"HUMe"	"C4"	"NaN"	"0"	"0"
"4762"	"NTA"	"BS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4763"	"NTA"	"WS"	"HUC"	"C1"	"NaN"	"0"	"0"
"4764"	"NTA"	"BS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4765"	"NTA"	"WS"	"HUC"	"C2"	"NaN"	"0"	"0"
"4766"	"NTA"	"BS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4767"	"NTA"	"WS"	"HUC"	"C3"	"NaN"	"0"	"0"
"4768"	"NTA"	"BS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4769"	"NTA"	"WS"	"HUC"	"C4"	"NaN"	"0"	"0"
"4770"	"NUE"	"BS"	"HUF"	"C1"	"NaN"	"0"	"0"
"4771"	"NUE"	"WS"	"HUF"	"C1"	"NaN"	"0"	"0"
