"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"HFI"	"HPD"	"FLO"	"Tseas"	"Pseas"	"Tflex"	"Pflex"	"ECO"	"TDWG3"
"Chamaedorea undulatifolia"	46	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	9	21	144	6932.20389741228	34.536523943362	88.7258292073789	0.0214877474860734	67.8245048522949	46.0092204550038	0.7912183539376	0.190572427354162	3	1
"Chamaedorea verapazensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	40.6837615966797	166.96159362793	0.0663693621754646	117.71312713623	58.2286148071289	0.739991320372558	0.189274447949527	1	1
"Chamaedorea verecunda"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	2	16	6.76013594963908	37.2828254699707	18.5054798126221	0.0133029315620661	58.5958023071289	44.8659515380859	0.795377531086899	0.116803278688525	1	1
"Chamaedorea vulgata"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	7441.95505626999	35.5254821777344	184.036728858948	0.0340506676584482	108.044244766235	84.6847286224365	0.684954676892406	0.0502008032128514	2	2
"Chamaedorea warscewiczii"	103	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	37	54	344	241849.477229626	31.6967437707105	61.1112793649285	0.029627979425623	59.1952204843169	49.4558188429157	0.819782529448158	0.14501897890953	9	3
"Chamaedorea whitelockiana"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	27.9300403594971	26.6768112182617	0.0195756703615189	94.5347213745117	102.669815063477	0.723797553906326	0.00460829493087558	1	2
"Chamaedorea woodsoniana"	64	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	37	43	224	700587.214837789	32.4800241738558	46.7275216430426	0.04029146873836	105.943742483854	70.31921428442	0.765827307768594	0.0817405625623023	16	10
"Chamaedorea zamorae"	53	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	19	136	10069.7063020737	36.5694077329816	33.6105781591164	0.03410226208562	71.3536421577885	64.8330657527132	0.782910688509581	0.0670511896178802	3	1
"Chelyocarpus chuco"	10	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	6	7	28	41229.6727538857	19.0989826202393	56.1651705861092	0.0983429943211377	81.9297706604004	59.6272243499756	0.760628324538847	0.113099771515613	2	2
"Chelyocarpus dianeurus"	27	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	10	12	80	15348.0598724335	26.7781674420392	41.492531352573	0.0170659270154795	27.5078748773645	21.7945683797201	0.847850752137588	0.49524015577672	2	1
"Chelyocarpus repens"	15	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	7	8	40	46670.9319006261	9.04558213551839	4.86274148921172	0.0280265018770782	44.5198135375977	19.7350256601969	0.808023131869485	0.536679536679537	4	2
"Chelyocarpus ulei"	86	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	36	43	236	906596.561641241	9.63246156171311	4.9986250367622	0.0549249341586188	52.5157796504886	31.256897759992	0.799095065885776	0.414251619502218	8	4
"Clinostigma collegarum"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	1.59366945767826	24.9413108825684	15.7445688247681	0.00745394686236978	34.9009208679199	15.4034395217896	0.848000091907718	0.637010676156584	1	1
"Clinostigma gronophyllum"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	19.2627182006836	12.8222370147705	0.0356023572385311	57.6714553833008	22.3990364074707	0.82927764902073	0.52112676056338	1	1
"Clinostigma ponapense"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	3	24	44.3174037489591	25.9520778656006	125.515129089355	NA	12.1208324432373	15.2504844665527	0.855437081717387	0.533898305084746	1	1
"Coccothrinax alta"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	790	62.0450992584229	282.696502685547	0.0359791535884142	125.387477874756	33.0001735687256	0.783377542629861	0.346820809248555	2	2
"Coccothrinax argentata"	15	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	7	7	40	503720.36584235	54.4840553283691	470.854435221354	0.0295611531784137	271.311916605631	58.7997611999512	0.752889242866931	0.151905990255087	5	5
"Coccothrinax argentea"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	48	21825.1238814783	53.667445402879	2281.17805422269	0.0526019331211081	114.626707223745	47.4833553020771	0.773662518496186	0.2624810892587	2	2
"Coccothrinax boschiana"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	141	54.8765640258789	4184.8268737793	0.0333112317603081	106.699836730957	53.8347129821777	0.773675520268876	0.247058823529412	2	1
"Coccothrinax ekmanii"	1	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	4	NA	30.7362461090088	18.0118141174316	0.00115628307685256	117.930824279785	59.211009979248	0.769166464766199	0.152671755725191	1	1
"Coccothrinax gracilis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	2777	40.1716823577881	158.063861846924	0.0934565849602222	122.784481048584	38.2466716766357	0.778081981910866	0.300387596899225	1	2
"Coccothrinax hioramii"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	38.7510414123535	142.779418945312	0.0321635194122791	146.815246582031	52.372444152832	0.783433142223871	0.197674418604651	1	1
"Coccothrinax jamaicensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	50.1447067260742	179.588775634766	0.0307317264378071	106.663421630859	47.1623764038086	0.805229308556774	0.251937984496124	1	1
"Coccothrinax litoralis"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	43.5209121704102	49.7266159057617	0.160223230719566	214.419555664062	66.7871551513672	0.789054499575623	0.117021276595745	0	1
"Coccothrinax orientalis"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	32.2797241210938	68.4169006347656	0.0446111261844635	168.910736083984	38.8512001037598	0.79253477925997	0.293814432989691	1	1
"Coccothrinax spissa"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	7	36	7878.39475197483	42.9272151523166	403.198733011882	0.0373700441171726	109.127939860026	53.6157455444336	0.766521503047142	0.197909862834749	2	2
"Coccothrinax yunquensis"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	41.6123657226562	115.883811950684	0.466000437736511	160.187026977539	34.9562606811523	0.803515283238862	0.374613003095975	1	1
"Coccothrinax yuraguana"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	36.4887809753418	52.2462463378906	0.105946332216263	219.501754760742	47.1824073791504	0.745501434005409	0.27536231884058	1	1
"Cocos nucifera"	576	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	349	392	1900	281023148.313101	39.5626351092777	487.284264917015	0.0490836775855207	169.481153686841	62.6463005310959	0.770294747537354	0.168456744520846	125	10
"Colpothrinax aphanopetala"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	32	58402.309260422	34.1918279474432	116.077717130834	0.0455432014370506	69.4334591952237	55.6170257221569	0.816000902024695	0.106243602865916	3	3
"Colpothrinax cookii"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	7	48	18223.866297156	18.3564670269306	17.5155005455017	0.0452520862633649	155.491798987755	57.4605818528395	0.757075325952697	0.136527857007035	3	3
"Copernicia alba"	96	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	57	66	324	4258261.66978421	21.816707873717	131.554541191707	0.053547396054455	303.746823350588	50.0316737492879	0.67632578025453	0.17741641890662	14	4
"Copernicia berteroana"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	15937.1226148959	40.4955161412557	1247.2731068929	0.0260141418936352	117.675458272298	59.0340296427409	0.752150613691542	0.127966101694915	2	2
"Copernicia curtissii"	3	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	3	3	12	63.5544500544062	45.9924151102702	34.191478729248	0.0430992854138215	193.165802001953	59.7636807759603	0.764162163313898	0.123613312202853	2	1
"Copernicia ekmanii"	1	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	30.7139492034912	156.379852294922	0.0366190187633038	128.911422729492	57.7368965148926	0.753025755661496	0.158469945355191	1	1
"Copernicia prunifera"	51	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	46	188	2530085.97598816	29.3405126683852	318.440781300851	0.0419759848383347	112.474033954097	93.3272504619524	0.755601657243743	0.0320273945009568	8	3
"Copernicia yarey"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	38.4592552185059	73.3839492797852	0.0198082495480776	188.931777954102	51.1464042663574	0.774225722041137	0.189189189189189	1	1
"Corypha lecomtei"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	2379.93829013947	34.6374371846517	141.944742838542	0.235906346390645	134.49148050944	84.8086217244466	0.763851905636585	0.0165118679050568	2	4
"Cryosophila bartlettii"	4	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	2	2	8	11.4481466317633	43.1828870773315	161.126728057861	0.0397273488342762	73.9479331970215	59.9949684143066	0.857501003508959	0.0629973474801061	1	1
"Cryosophila cookii"	6	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	3	3	16	510.731094619089	41.4193026224772	59.7135588328044	0.0806332590679328	76.7351468404134	30.2783829371134	0.818631587377861	0.34662943757479	1	1
"Cryosophila grayumii"	26	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	9	9	60	7969.34155005491	39.5154716051542	52.3757054989155	0.056599599452546	72.4182290297288	68.504084953895	0.777523249654411	0.066317340756509	3	1
"Cryosophila guagara"	31	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	11	15	92	9600.38015252045	38.6676042003016	42.2002094176508	0.0477259928931392	74.1221303632182	62.6411732089135	0.787430222234264	0.074572950468377	3	2
"Cryosophila kalbreyeri"	22	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	19	19	80	93554.0285752309	31.8270243297924	145.912601514296	0.0810309140942991	36.7392852956598	48.9091015729037	0.826550265870492	0.173296285463586	7	2
"Cryosophila macrocarpa"	4	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	12	0.705557634657443	22.2309131622314	11.8853139877319	0.016841784119606	34.6582984924316	35.1132698059082	0.832940855937456	0.246728971962617	1	1
"Cryosophila stauracantha"	180	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	66	93	556	475664.106348469	23.0638626469506	21.2746537877454	0.113891430241832	172.235351732042	61.2440553453234	0.727344900186194	0.141985464087132	8	4
"Cryosophila warscewiczii"	108	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	53	316	138003.586130612	35.3580016560025	144.487056206774	0.073922285769152	68.4685863212303	46.6631861969277	0.829140872328389	0.168743075496868	6	4
"Cryosophila williamsii"	8	"NE"	"NE"	"EW"	"nonLC"	"NOT_ASSESSED"	4	4	20	1180.41625511823	35.1653280258179	99.3270387649536	0.0955254202708602	132.102555274963	67.3191423416138	0.735647913369114	0.103252032520325	2	1
"Cyrtostachys bakeri"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	5.27234315872192	4.69446897506714	0.0128148067742586	51.1844787597656	9.40818977355957	0.814638082956155	0.674	1	1
"Cyrtostachys excelsa"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	0.00884690266541182	0.679503679275513	1.65062296390533	0.0237096585333347	29.109395980835	14.5811862945557	0.845039529327906	0.610942249240122	1	1
"Cyrtostachys loriae"	33	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	23	23	100	949877.612731654	18.1106628602551	19.6583127830968	0.0498104206794365	61.3849960095955	27.9000665346781	0.827482300793754	0.449007098571299	8	3
"Cyrtostachys renda"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	32	821667.00970871	35.665486017863	399.959514194065	0.163058700246943	66.9226069980197	58.6768974728055	0.82746823816296	0.169882352941177	4	4
"Desmoncus chinantlensis"	88	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	56	304	177716.264277516	24.2923735488545	17.3236186355352	0.105031096872567	179.68098189614	59.1234876025807	0.728376136401155	0.145804935370153	5	8
"Desmoncus cirrhifer"	24	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	21	22	96	269931.280085009	25.4805292288462	27.6356056630611	0.0306705158436671	38.4880031744639	39.0011568466822	0.837910379405443	0.357068851841386	6	3
"Desmoncus costaricensis"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	8	40	16862.8033034858	37.8772692246871	44.0105146928267	0.0555936065925793	71.3813434947621	33.7075947848233	0.817610165193417	0.302287959325168	3	1
"Desmoncus giganteus"	138	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	72	84	468	1347311.48837204	11.9026038594868	8.45269513891443	0.0499091814235199	47.2957283379375	24.0760549635127	0.807710593034246	0.503484484625889	11	4
"Desmoncus horridus"	40	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	35	35	148	7214028.21710697	15.8244486570358	14.9263781062327	0.0293835602307809	93.3028198242187	53.7897767066956	0.782284436664595	0.219814995131451	19	11
"Desmoncus interjectus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.524848282337189	0.15862849354744	0.00591171998530626	50.7383651733398	15.1405534744263	0.828948652781396	0.66358024691358	1	1
"Desmoncus kunarius"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	3	16	354.784209163698	30.749701499939	58.1105358600616	0.0638187956064939	60.3169889450073	58.443564414978	0.864658979966257	0.0615065653075328	2	1
"Desmoncus latisectus"	9	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	8	8	32	153496.943239127	12.5282298194038	1.48126056128078	0.0531211060782274	94.67882876926	64.1482768588596	0.748729199960243	0.0963806425376169	3	1
"Desmoncus leptoclonos"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	60	1212916.37810222	23.0798099040985	5.27828194573522	0.0656135741155595	133.592909097672	73.1631817817688	0.702399170653964	0.0515350877192982	4	4
"Desmoncus loretanus"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	20	1267.32402821299	18.0847483634949	45.547362279892	0.103047984832665	42.9585456848145	22.5467178344727	0.810806768886078	0.486195286195286	3	1
"Desmoncus madrensis"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	6	36	8763.36450826215	11.2630414432949	2.1175599694252	0.0984361071346535	95.1910383436415	53.6993183559842	0.764044205189972	0.197943444730077	1	1
"Desmoncus mitis"	339	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	157	213	1164	4577914.6136804	10.9737427552453	11.0525382309712	0.0533673831247615	55.1178196144667	29.4990622216621	0.797771787976547	0.427912949984072	17	6
"Desmoncus moorei"	25	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	21	100	41420.6927778132	26.8860304260254	13.8452973461151	0.214333738908172	76.7049563598633	50.1790747070312	0.833045992006624	0.146145269194011	3	2
"Desmoncus myriacanthos"	27	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	18	92	209794.219892212	33.8357151879205	107.451351103959	0.0522670751023624	54.1035464251483	58.9369424890589	0.845326531174493	0.0785128369020986	5	3
"Desmoncus obovoideus"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	28	1320.20357980095	40.6106790815081	93.4709260123117	0.0500110849472029	68.3172923496791	53.7439144679478	0.857837875972727	0.0684730867813988	2	1
"Desmoncus orthacanthos"	76	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	55	62	288	4072681.94325007	33.5633954123447	324.659746704231	0.118272658581478	158.544943960089	40.7937789590735	0.777307290783979	0.315709007516882	12	2
"Desmoncus osensis"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	5	24	1847.37050082211	37.5644607543945	22.2165006910052	0.033785668866975	72.6822651454381	59.5562275477818	0.784873589461636	0.0844104457926668	1	1
"Desmoncus parvulus"	25	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	19	96	2216026.03761929	13.9932982397079	10.0916831030766	0.0568790771719068	54.6949394226074	52.280498046875	0.812996113707091	0.19200836334069	8	6
"Desmoncus polyacanthos"	435	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	263	304	1500	11018333.1545233	16.5805309215494	121.846673747002	0.060245011118341	74.7909920221088	40.5762505257267	0.79549909594738	0.32389224178367	42	13
"Desmoncus prunifer"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	16.4971199035645	16.8585166931152	0.112172268331051	41.5618209838867	22.7329406738281	0.808576555157558	0.464150943396226	1	1
"Desmoncus pumilus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	5.74578952789307	0.516874015331268	0.00659621367231011	40.7703514099121	19.4876079559326	0.834828167709948	0.516320474777448	1	2
"Desmoncus setosus"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	82422.4296164353	13.5299550294876	28.0607171803713	0.1858450404834	45.4696555137634	37.0318007469177	0.833637948538353	0.327470686767169	3	2
"Desmoncus stans"	24	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	5	6	68	1146.68081592151	36.2443464597066	14.798868060112	0.0317994519136846	74.7036008834839	57.3998246192932	0.782991273328588	0.0858699883223044	2	1
"Desmoncus vacivus"	45	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	25	31	156	76287.3697285801	12.8274448288812	36.1545843326383	0.0530929152025945	43.1486667209201	19.8891604741414	0.812843364930051	0.536184953686271	4	3
"Dictyocaryum fuscum"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	27.4497585296631	171.074905395508	0.0292323473840952	47.671272277832	56.2078552246094	0.788678603999821	0.0993788819875776	1	1
"Dictyocaryum lamarckianum"	92	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	44	50	264	2253283.20966504	18.8219244195067	19.883678558404	0.0303109041010232	71.0979817950207	47.9113997583804	0.755987686158728	0.260985088832487	11	6
"Dictyocaryum ptarianum"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	48	582357.672100878	7.17927548090617	1.91642838219802	0.0140401924533459	50.4394635518392	39.3772942860921	0.807791147812736	0.324784482758622	4	5
"Dictyosperma album"	1	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	39.8902549743652	294.823760986328	0.0136193884536624	213.905715942383	51.5421447753906	0.79370702185236	0.226415094339623	1	3
"Dransfieldia micrantha"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	1247.31311835818	9.89111864566803	9.65166628360748	0.0110682792728767	38.8234748840332	21.6834888458252	0.857639828044521	0.54860088365243	1	1
"Drymophloeus litigiosus"	21	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	72	45557.7885174242	16.7629751137325	46.6015007098516	0.0649506602037166	34.866039276123	24.7990115483602	0.849056523642985	0.511499929448287	3	2
"Drymophloeus oliviformis"	9	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	6	7	36	139609.509834012	18.5161634551154	27.9540736940172	0.147857544426289	39.1297495100233	28.9045480092367	0.840226413239787	0.453877005347595	3	2
"Dypsis commersoniana"	3	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	2	2	8	6.24544332978058	26.0141010284424	43.6792831420898	0.0864610522985458	260.013336181641	56.0787417093913	0.692804694931115	0.18111254851229	1	1
"Dypsis henrici"	2	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	2	2	8	126	26.4868421554565	55.5436153411865	0.0977603122591972	258.326202392578	49.4571151733398	0.69561080119088	0.211586901763224	1	1
"Dypsis heteromorpha"	9	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	6	6	32	1773.04077061421	19.4771497514513	47.4012268914117	0.0811317327121894	214.780015733507	70.3336978488498	0.723893098976009	0.134769905040175	3	1
"Dypsis lanceolata"	13	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	2	5	24	384.424044135719	35.4358922518217	972.748539851262	0.0269310033092132	134.368822537936	52.2599722055288	0.794404112852292	0.139216106232598	1	1
"Dypsis lilacina"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	1.54285006225109e-06	27.0438537597656	29.2907371520996	0.0775587111711502	254.732269287109	49.7110862731934	0.70021565099254	0.210084033613445	1	1
"Dypsis pustulata"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	12	0.0467517025470585	27.0438537597656	29.2907371520996	0.0775587111711502	254.732269287109	49.7110862731934	0.70021565099254	0.210084033613445	1	1
"Dypsis subacaulis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	27.0438537597656	29.2907371520996	0.0775587111711502	254.732269287109	49.7110862731934	0.70021565099254	0.210084033613445	1	1
"Dypsis tsaratananensis"	1	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	4	NA	22.1135520935059	21.2290859222412	0.0145139284431934	194.340286254883	107.11604309082	0.698011603641605	0.0325732899022801	1	1
"Elaeis oleifera"	100	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	72	75	336	4215710.31353909	21.3019808745384	41.4084592226148	0.0583549084712286	50.7868006324768	40.9150746965408	0.820972322334713	0.266697848456501	23	10
"Eleiodoxa conferta"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	18	18	72	1396144.81547853	33.2096668349372	163.731061299642	0.192743743562864	53.190990447998	41.4795852237278	0.83765935135506	0.285677749360614	8	4
"Eugeissona minor"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	25.6524887084961	9.16462898254395	0.145983666181564	39.0181159973145	21.2794132232666	0.859060735253141	0.585227272727273	1	1
"Eugeissona tristis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	NA	29.4776248931885	225.769845962524	0.0428624451160431	69.4287071228027	58.9203243255615	0.827120405490938	0.172093023255814	1	2
"Euterpe broadwayi"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	38.662956237793	79.8885116577148	0.266229331493378	108.791290283203	34.5186500549316	0.828669715262173	0.3359375	1	2
"Euterpe catinga"	117	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	65	80	388	2269078.87557985	8.84010496946513	58.6370362861034	0.0234593792947091	50.097896999783	32.7343361194317	0.802754334097163	0.381608847144372	18	5
"Euterpe edulis"	148	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	109	118	540	3379152.51245481	33.1700361354931	283.705134241162	0.076720144406175	215.845855455141	41.3428846501015	0.726587512254016	0.302704995595001	13	6
"Euterpe longibracteata"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	8	32	1487766.55279274	11.1009654998779	1.29471865529194	0.0608317711157724	48.1874432563782	65.4439492225647	0.773738942146398	0.0838637214526395	6	4
"Euterpe luminosa"	7	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	4	3	20	190.561925939416	18.8929154532296	7.2010429246085	0.0232616343668529	56.7737127031599	51.4797875540597	0.721049131551633	0.219696969696969	1	1
"Euterpe precatoria"	1053	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	418	574	3344	8007504.70446586	14.7858930513939	23.1340051907139	0.0615386477264884	67.1340735037895	39.6274115973615	0.791532633407985	0.316699183467012	55	18
"Gaussia maya"	33	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	14	18	124	48242.6014079005	24.0109231544263	7.39363488284024	0.102911874560188	173.197009924686	57.7583237850305	0.719390800383405	0.150857791010917	2	3
"Geonoma aspidiifolia"	37	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	19	100	1050688.27118361	14.1536898741851	162.063733959117	0.0352131490236954	51.5825045817607	51.3935970615696	0.819751240644422	0.208690680388793	6	2
"Geonoma bernalii"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	53.5859909057617	571.728210449219	0.0510846525430679	36.4822235107422	34.2508239746094	0.80124496505929	0.306620209059233	1	1
"Geonoma braunii"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	2	20	54.6305818590527	29.0586132049561	124.137185668945	0.0387592475861311	47.6261871337891	55.7582061767578	0.783765274266552	0.105660377358491	1	1
"Geonoma brenesii"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	6	52	2011.70349656772	32.3150103251139	42.3872823079427	0.0156562660510341	71.6791112263997	58.3223353068034	0.783674932897431	0.122845502977123	2	1
"Geonoma brongniartii"	412	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	166	213	1280	3911678.58638727	11.9391291982051	4.95210841759244	0.0822410691674749	68.7284724735519	38.6050534306221	0.783392640790328	0.343385833416443	18	6
"Geonoma calyptrogynoidea"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	16	68	135319.61351923	20.6616735458374	12.9318660111988	0.0423147708677468	34.9535894954906	41.8969392776489	0.836630961845264	0.253365452741957	5	3
"Geonoma camana"	189	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	109	129	656	1294342.81763179	10.8091247441277	9.59522777236013	0.0569424094341538	51.3194526793465	27.0311794533301	0.805124641652145	0.451083571030459	8	4
"Geonoma chlamydostachys"	12	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	9	9	44	11710.7948551998	30.0070753892263	34.0753262837728	0.10703754859666	38.43194993337	38.734989007314	0.820164555120333	0.251986379114643	2	1
"Geonoma chococola"	26	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	17	96	36929.4520179145	28.0599373303927	46.7309546470642	0.0307009833452937	28.0959932620709	24.1306063211881	0.842293026601237	0.475045435481616	4	2
"Geonoma concinna"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	11323.3455687196	29.7434706006731	124.432432992118	0.0532587809222085	29.8828269413539	29.8303593226842	0.810954504048988	0.376832151300237	4	1
"Geonoma concinnoidea"	30	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	10	14	88	12820.1546656616	31.4463773091634	61.3607319513957	0.053337579096357	63.0413257598877	53.3329922993978	0.85206275117643	0.0693559801840056	5	1
