species	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Ravenea declivium	non-LC	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea delicatula	non-LC	non-LC	0	1	0	0	0	1	1	0	0	5	1.7	understorey	9	0.41	0.33	0.1	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea dransfieldii	non-LC	non-LC	0	1	0	0	0	1	1	0	0	7	18	canopy	17	4.4	4.4	NA	1.75	1.5	2	1.35	1.2	1.5	small	ovoid	conspicuous	0	0	0	1	1	0	1	0	0	0
Ravenea glauca	non-LC	non-LC	0	1	0	0	0	1	1	0	0	8	12	canopy	20	2.5	2	0.55	2.1	2	2.2	2.25	2.2	2.3	small	pyramidal	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea hildebrandtii	non-LC	non-LC	0	1	0	0	0	1	1	0	0	6	6	canopy	25	1.5	0.99	0.56	0.95	0.9	1	0.65	0.5	0.8	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea hypoleuca	non-LC	non-LC	0	1	0	0	0	1	1	0	0	10	20	canopy	20	NA	4	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea julietiae	non-LC	non-LC	0	1	0	0	0	1	1	0	0	10	15	canopy	23	3.6	2.8	0.85	2.45	2.2	2.7	1.85	1.7	2	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea krociana	non-LC	non-LC	0	1	0	0	0	1	1	0	0	30	26	canopy	26	3.6	3.6	NA	2.85	2.7	3	2.65	2.5	2.8	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea lakatra	non-LC	non-LC	0	1	0	0	0	1	1	0	0	14	17	canopy	10	5.1	3.5	1.7	1.75	1.5	2	1.95	1.8	2.1	small	globose	cryptic	0	0	0	1	1	0	1	0	0	0
Ravenea latisecta	non-LC	non-LC	0	1	0	0	0	1	1	0	0	10	20	canopy	13	4.1	3.6	0.55	1	NA	NA	0.7	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea louvelii	non-LC	non-LC	0	1	0	0	0	1	1	0	0	3	20	understorey	14	4.3	3	1.35	1.35	1.3	1.4	1.75	1.5	2	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea madagascariensis	LC	LC	0	1	0	0	0	1	1	0	0	12	22	canopy	26	3.8	3	0.85	0.75	0.5	1	0.875	0.75	1	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea moorei	non-LC	non-LC	0	1	0	0	0	1	1	0	0	20	35	canopy	19	2.65	2.4	0.27	1.35	NA	NA	1.4	1.2	1.6	small	ovoid	conspicuous	0	0	0	0	0	0	1	0	0	0
Ravenea musicalis	non-LC	non-LC	0	1	0	0	0	1	1	0	0	8	40	canopy	16	2	1.8	0.22	2	1.7	2.3	1.65	1.4	1.9	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea nana	non-LC	non-LC	0	1	0	0	0	1	1	0	0	4	NA	understorey	NA	1.07	0.4	0.72	1.7	1.3	2.1	1.4	1.1	1.7	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ravenea rivularis	non-LC	non-LC	0	1	0	0	0	1	1	0	0	30	50	canopy	25	2	1.8	0.22	0.825	0.75	0.9	0.775	0.7	0.85	small	NA	conspicuous	0	1	0	0	0	0	0	0	0	0
Ravenea robustior	non-LC	non-LC	0	1	0	0	0	1	1	0	0	30	60	canopy	25	5.34	4	1.39	1.4	1	1.8	1.15	0.8	1.5	small	globose	conspicuous	0	1	0	1	1	0	1	0	0	0
Ravenea sambiranensis	LC	LC	0	1	0	0	0	1	1	0	0	30	29	canopy	28	2.5	2.26	0.26	1.1	1	1.2	0.95	0.9	1	small	ovoid	conspicuous	0	0	0	1	1	0	0	0	0	0
Ravenea xerophila	non-LC	non-LC	0	1	0	0	0	1	1	0	0	8	30	canopy	22	2.7	2.1	0.65	1.85	1.5	2.2	2.2	1.7	2.7	small	globose	cryptic	0	1	0	0	0	0	1	0	0	0
Reinhardtia elegans	non-LC	non-LC	1	0	0	0	0	1	1	0	0	6	4	canopy	12	0.7	NA	NA	1.7	1.6	1.8	1.05	0.9	1.2	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reinhardtia gracilis	non-LC	NA	1	0	0	0	0	1	2	0	0	2.5	1.5	understorey	20	0.85	0.4	0.5	1.4	1.2	1.6	NA	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reinhardtia koschnyana	LC	LC	1	0	0	0	0	1	0	0	0	0.7	0.8	understorey	14	0.45	0.17	0.08	1.2	1.1	1.3	0.7	0.6	0.8	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reinhardtia latisecta	LC	LC	1	0	0	0	0	1	0	0	0	8	7	canopy	10	0.43	1.5	0.5	1.7	NA	NA	NA	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reinhardtia paiewonskiana	non-LC	non-LC	1	0	0	0	0	1	1	0	0	12	14	canopy	12	1.5	3	0.22	2	NA	NA	2.1	2	2.2	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reinhardtia simplex	LC	LC	1	0	0	0	0	1	0	0	0	1.5	0.8	understorey	20	0.31	0.2	0.13	1.5	NA	NA	NA	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapidophyllum hystrix	LC	LC	1	0	0	0	0	1	0	0	1	1.2	10	understorey	15	1.2	2	1.25	2	1.5	2.5	1	NA	NA	small	NA	cryptic	0	1	0	0	0	0	0	0	0	0
Rhapis evansii	non-LC	non-LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis excelsa	LC	LC	0	0	1	0	0	1	0	0	0	4	30	understorey	9	0.75	NA	NA	0.88	0.76	1	0.71	0.61	0.8	small	ovoid	conspicuous	0	1	0	0	0	0	1	1	0	0
Rhapis gracilis	LC	LC	0	0	1	0	0	1	0	0	0	2	1	understorey	NA	0.6	NA	NA	0.815	0.81	0.82	0.82	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis humilis	LC	LC	0	0	1	0	0	1	0	0	0	6	4	canopy	10	0.9	0.9	NA	0.7	NA	NA	0.71	NA	NA	small	ovoid	NA	0	1	0	0	0	0	0	0	0	0
Rhapis kebangensis	non-LC	LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis laosensis	LC	LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis micrantha	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	1.8	understorey	14	0.91	NA	0.46	0.75	0.61	0.85	0.715	0.63	0.8	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis puhuongensis	non-LC	non-LC	0	0	1	0	0	1	0	0	0	1	0.5	understorey	NA	NA	NA	NA	2.95	2.6	3.3	0.8	NA	NA	small	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis robusta	LC	NA	0	0	1	0	0	1	0	0	0	2	2	understorey	NA	0.6	0.29	0.34	2	1.5	2.5	0.5	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis subtilis	LC	LC	0	0	1	0	0	1	0	0	0	3	2.5	understorey	18	0.5	0.34	0.18	0.775	0.6	0.95	0.79	0.63	0.95	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhapis vidalii	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	0.5	understorey	NA	NA	NA	NA	0.905	0.89	0.93	0.76	0.7	0.82	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhopaloblaste augusta	non-LC	NA	0	0	1	0	0	1	1	0	0	25	30	canopy	11	4.1	4	0.12	2.4	2.2	2.6	1.6	1	2.2	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhopaloblaste ceramica	LC	LC	0	0	1	0	0	1	1	0	0	35	35	canopy	17	4.05	4	0.07	3.25	3	3.5	1.7	1.6	1.8	small	ovoid	conspicuous	0	1	0	0	1	0	1	0	0	0
Rhopaloblaste elegans	non-LC	NA	0	0	1	0	0	1	1	0	0	12	20	canopy	14	3.5	3.5	NA	2.55	2.5	2.6	2.15	2	2.3	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhopaloblaste gideonii	non-LC	NA	0	0	1	0	0	1	1	0	0	25	20	canopy	NA	4.1	4	0.12	1.7	1.6	1.8	0.7	0.6	0.8	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhopaloblaste ledermanniana	LC	LC	0	0	1	0	0	1	1	0	0	30	19	canopy	13	4	3.8	0.22	1.825	1.55	2.1	1	0.8	1.2	small	globose	conspicuous	0	0	0	0	1	0	1	0	0	0
Rhopaloblaste singaporensis	LC	NA	0	0	1	0	0	1	0	0	0	5	4	understorey	8	2.5	1.8	0.75	1.1	1	1.2	0.85	0.8	0.9	small	NA	conspicuous	0	0	0	0	0	0	1	0	0	0
Rhopalostylis baueri	non-LC	NA	1	0	1	0	0	1	1	0	0	18	35	canopy	12	4.2	4	0.22	1.4	1.1	1.7	1	NA	NA	small	elongate	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhopalostylis sapida	LC	LC	1	0	1	0	0	1	1	0	0	15	25	canopy	NA	3	NA	NA	1.3	NA	NA	0.9	NA	NA	small	NA	conspicuous	0	1	0	0	0	0	1	1	0	0
Roscheria melanochaetes	non-LC	NA	0	1	0	0	0	1	1	1	1	8	8	canopy	16	2.2	2	0.22	1	NA	NA	1	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea altissima	non-LC	NA	1	0	0	0	0	1	1	0	0	20	35	canopy	15	4	4	NA	1.3	1.1	1.5	0.8	0.6	1	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea borinquena	non-LC	non-LC	1	0	0	0	0	1	1	0	0	15	50	canopy	15	5.05	4.5	0.6	1.3	1.1	1.5	1.1	0.9	1.3	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea dunlapiana	LC	LC	1	0	0	0	0	1	1	0	0	20	40	canopy	15	4	4	NA	1.3	1.2	1.4	0.9	0.8	1	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea lenis	non-LC	NA	1	0	0	0	0	1	1	0	0	20	47	canopy	15	6.5	5.8	0.75	1.25	1.1	1.4	0.95	0.8	1.1	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea maisiana	non-LC	NA	1	0	0	0	0	1	1	0	0	20	51	canopy	15	4.8	4.8	NA	1.2	1	1.4	0.8	0.7	0.9	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea oleracea	LC	LC	1	0	0	0	0	1	1	0	0	40	66	canopy	22	5.6	4.6	NA	1.5	1.3	1.7	0.9	0.8	1	small	ovoid	cryptic	0	1	0	0	1	0	1	1	0	0
Roystonea princeps	non-LC	LC	1	0	0	0	0	1	1	0	0	20	40	canopy	15	4	4	NA	1.5	1.2	1.8	0.9	0.8	1	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea regia	LC	LC	1	0	0	0	0	1	1	0	0	30	57.5	canopy	20	4	4	NA	1.2	0.9	1.5	0.9	0.7	1.1	small	ovoid	cryptic	1	1	0	0	1	0	1	1	0	0
Roystonea stellata	non-LC	NA	1	0	0	0	0	1	1	0	0	15	40	canopy	NA	4.37	4.37	NA	1	0.9	1.1	0.85	0.8	0.9	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roystonea violacea	non-LC	NA	1	0	0	0	0	1	1	0	0	15	34	canopy	15	4.4	3.6	0.85	1.3	1.2	1.4	0.8	0.7	0.9	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal bermudana	non-LC	NA	1	0	0	0	0	1	1	0	0	7	35	canopy	25	1.8	NA	2.85	1.7	NA	1.9	1.6	1.3	1.9	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal causiarum	non-LC	non-LC	1	0	0	0	0	1	1	0	0	16	70	canopy	30	1.3	2	2.4	0.9	NA	NA	0.9	0.7	1.1	small	NA	cryptic	0	1	0	0	0	0	1	0	0	0
Sabal domingensis	non-LC	NA	1	0	0	0	0	1	1	0	0	18	60	canopy	30	1.1	1.25	1.95	1.25	NA	NA	1.25	1.1	1.4	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal etonia	LC	NA	1	0	0	0	1	0	1	0	0	0	25	understorey	7	1	1.82	0.2	1.2	0.9	1.5	1.05	0.8	1.3	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal gretherae	non-LC	non-LC	1	0	0	0	0	1	1	0	0	8	30	canopy	30	1.2	2	1.25	1.8	NA	NA	1.8	1.6	2	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal maritima	non-LC	NA	1	0	0	0	0	1	1	0	0	15	40	canopy	25	1.1	1.8	1.35	1.1	NA	NA	1.1	0.8	1.4	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal mauritiiformis	LC	LC	1	0	0	0	0	1	1	0	0	20	20	canopy	25	1	1.3	2.8	0.95	NA	NA	0.95	0.8	1.1	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal mexicana	non-LC	non-LC	1	0	0	0	0	1	1	0	0	20	81	canopy	25	1.6	2	4.35	1.45	1	1.9	1.4	1.1	1.7	small	NA	cryptic	0	1	0	0	0	0	0	1	0	0
Sabal minor	LC	LC	1	0	0	0	1	0	1	0	0	0	20	understorey	10	1.2	1.5	1.8	0.8	0.6	1	0.7	0.6	0.8	small	NA	cryptic	0	1	0	0	0	0	0	1	0	0
Sabal palmetto	non-LC	NA	1	0	0	0	0	1	1	0	0	20	35	canopy	30	1.2	1.9	1.9	1.1	0.8	1.4	1.1	0.8	1.4	small	ovoid	cryptic	0	1	0	0	0	0	1	1	0	0
Sabal pumos	non-LC	non-LC	1	0	0	0	0	1	1	0	0	15	35	canopy	25	NA	NA	NA	1.85	1.4	2.3	1.55	1.2	1.9	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sabal rosei	non-LC	non-LC	1	0	0	0	0	1	1	0	0	15	30	canopy	30	NA	NA	NA	1.85	1.5	2.2	1.65	1.3	2	small	ovoid	cryptic	1	0	0	0	1	0	1	0	0	0
Sabal uresana	non-LC	non-LC	1	0	0	0	0	1	1	0	0	20	40	canopy	35	2.7	1.1	1.7	1.6	NA	2	1.3	NA	NA	small	ovoid	cryptic	0	1	0	0	1	0	1	0	0	0
Sabal yapa	LC	LC	1	0	0	0	0	1	1	0	0	20	26	canopy	20	4.62	2.7	2.02	1.15	1	1.3	1.3	NA	NA	small	elongate	cryptic	0	0	0	0	0	0	0	1	0	0
Sabinaria magnifica	non-LC	LC	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca acehensis	non-LC	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca affinis	non-LC	NA	0	0	1	0	1	0	0	0	1	0	40	understorey	NA	NA	NA	2.1	8	NA	NA	4	NA	NA	large	globose	cryptic	0	0	0	0	1	0	0	0	0	0
Salacca bakeriana	non-LC	NA	0	0	1	0	1	0	0	0	1	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca clemensiana	non-LC	NA	0	0	1	0	1	0	0	0	1	1	10	understorey	NA	4	NA	2.1	2.775	2.45	3	2	NA	NA	small	ovoid	cryptic	0	1	0	0	0	0	0	0	0	0
Salacca dolicholepis	non-LC	non-LC	0	0	1	0	1	0	0	0	1	0.15	15	understorey	NA	7	NA	2.1	4	NA	NA	3	NA	NA	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca dransfieldiana	non-LC	non-LC	0	0	1	0	1	0	0	0	1	0	3	understorey	10	2.45	NA	1.3	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca flabellata	non-LC	NA	0	0	1	0	1	0	0	0	1	0	5	understorey	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca glabrescens	non-LC	LC	0	0	1	0	1	0	0	0	1	0	12	understorey	18	5	4	NA	4.75	4.5	5	3.5	3	4	large	globose	conspicuous	0	0	0	0	1	0	0	0	0	0
Salacca graciliflora	non-LC	NA	0	0	1	0	1	0	0	0	1	0.2	1	understorey	NA	4.5	NA	0.8	3.4	NA	4	2.5	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca griffithii	non-LC	NA	0	0	1	0	1	0	0	0	1	0	NA	understorey	NA	4.5	4.5	NA	8	NA	NA	8	NA	NA	large	pyramidal	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca lophospatha	non-LC	NA	0	0	1	0	1	0	0	0	1	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pyramidal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca magnifica	non-LC	non-LC	0	0	1	0	1	0	0	0	1	0	0	understorey	NA	6	NA	1.55	NA	NA	NA	NA	NA	NA	NA	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca minuta	non-LC	NA	0	0	1	0	1	0	0	0	1	1	0	understorey	NA	1.2	NA	0.55	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca multiflora	non-LC	NA	0	0	1	0	1	0	0	0	1	0	0	understorey	NA	2.25	NA	0.27	1.8	NA	2	1.5	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca ramosiana	non-LC	LC	0	0	1	0	1	0	0	0	1	0	0	understorey	NA	8	NA	2.4	6	NA	NA	3	NA	NA	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca rupicola	non-LC	non-LC	0	0	1	0	1	0	0	0	1	0	0	understorey	NA	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca sarawakensis	non-LC	NA	0	0	1	0	1	0	0	0	1	0	0	understorey	NA	7	NA	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca secunda	non-LC	non-LC	0	0	1	0	1	0	0	0	1	0	0	understorey	NA	6	6	3.75	6	NA	NA	6.25	6	6.5	large	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca stolonifera	non-LC	NA	0	0	1	0	1	0	0	0	1	0.7	8	understorey	9	2.5	2.5	NA	NA	NA	NA	NA	NA	NA	NA	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca sumatrana	non-LC	NA	0	0	1	0	1	0	0	0	1	0	0	understorey	8	8	NA	2.1	7	NA	NA	4.5	NA	NA	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca vermicularis	LC	LC	0	0	1	0	1	0	0	0	1	0	0	understorey	NA	7.5	NA	3.25	5.6	NA	NA	2.6	NA	NA	large	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salacca wallichiana	LC	LC	0	0	1	0	0	1	0	0	1	5	30	understorey	18	7	NA	NA	7.5	7	8	4	NA	NA	large	globose	cryptic	0	0	0	0	1	0	1	1	0	0
Salacca zalacca	LC	LC	0	0	1	0	1	0	0	0	1	0	15	understorey	NA	7	4	2.75	4.35	4	4.7	2.95	2	3.9	large	globose	cryptic	0	0	0	0	1	0	0	0	0	0
Saribus brevifolius	non-LC	NA	0	0	1	0	0	1	1	0	1	22	12	canopy	40	0.62	NA	1.1	1.2	NA	NA	1.2	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saribus chocolatinus	non-LC	NA	0	0	1	0	0	1	1	0	1	22	18	canopy	40	1.2	NA	1.55	2.5	NA	NA	2.5	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saribus jeanneneyi	non-LC	non-LC	0	0	1	0	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saribus merrillii	non-LC	NA	0	0	1	0	0	1	1	0	1	20	30	canopy	50	NA	NA	2	2	NA	NA	NA	NA	NA	small	NA	conspicuous	0	1	0	0	1	0	1	0	0	0
Saribus papuanus	non-LC	NA	0	0	1	0	0	1	1	0	1	30	30	canopy	40	NA	NA	2	1.95	1.4	2.5	1.25	0.5	2	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saribus rotundifolius	non-LC	LC	0	0	1	0	0	1	1	0	1	45	25	canopy	50	NA	NA	2.1	1.8	1.1	2.5	NA	NA	NA	small	NA	conspicuous	0	1	0	0	1	0	1	0	0	1
Saribus surru	non-LC	non-LC	0	0	1	0	0	1	1	0	1	20	25	canopy	29	NA	NA	1.8	6	5.5	6.5	5.25	5	5.5	large	NA	conspicuous	0	0	0	0	0	0	1	0	0	1
Saribus tothur	non-LC	NA	0	0	1	0	0	1	1	0	1	20	20	canopy	40	NA	NA	2	3.9	3.5	4.3	NA	NA	NA	small	NA	conspicuous	0	0	0	0	1	0	1	0	0	1
Saribus woodfordii	LC	LC	0	0	1	0	0	1	1	0	1	16	20	canopy	60	NA	NA	1.1	1.075	0.95	1.2	NA	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Satakentia liukiuensis	non-LC	NA	0	0	1	0	0	1	1	0	0	30	30	canopy	NA	3	3	NA	1.3	NA	NA	0.715	0.7	0.73	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Satranala decussilvae	non-LC	non-LC	0	1	0	0	0	1	1	0	0	15	18	canopy	24	4.5	1.8	2.8	5.6	NA	NA	5	NA	NA	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schippia concolor	non-LC	non-LC	1	0	0	0	0	1	1	0	0	10	10	canopy	15	1.2	1.2	2.1	2.5	NA	NA	2.5	NA	NA	small	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sclerosperma mannii	LC	LC	0	1	0	0	2	2	0	0	0	0	NA	understorey	NA	5	5	2.6	3	2.5	3.5	2.55	2.2	2.9	small	globose	cryptic	0	0	0	0	1	0	1	0	0	0
Sclerosperma profizianum	non-LC	NA	0	1	0	0	2	2	0	0	0	2	NA	understorey	NA	8.5	4.5	3.75	3.75	2.5	4.5	3.5	3	4	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Sclerosperma walkeri	non-LC	NA	0	1	0	0	1	0	0	0	0	0	NA	understorey	NA	6	2	3.75	4.5	4	5	3.25	3	3.5	large	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Serenoa repens	LC	LC	1	0	0	0	0	1	0	0	1	7.5	NA	canopy	NA	1.5	0.9	0.65	2.05	1.6	2.5	1.55	1.2	1.9	small	ovoid	cryptic	0	1	0	0	0	0	1	1	0	0
Socratea exorrhiza	LC	LC	1	0	0	0	0	1	1	0	0	20	20	canopy	7	3.5	2.8	0.75	3	2.5	3.5	1.75	1.5	2	small	NA	cryptic	1	1	1	0	1	0	1	1	0	1
Socratea hecatonandra	non-LC	non-LC	1	0	0	0	0	1	1	0	0	20	30	canopy	7	4.55	4	0.6	4.5	4	5	2.25	2	2.5	large	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Socratea karstenii	non-LC	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Socratea rostrata	LC	LC	1	0	0	0	0	1	1	0	0	25	30	canopy	7	4.05	2.5	1.65	3.5	2.5	5	2.5	NA	NA	small	NA	cryptic	0	0	0	0	1	0	1	0	0	1
Socratea salazarii	LC	LC	1	0	0	0	0	1	2	0	0	16	12	canopy	7	3.17	2.5	0.72	3	2.5	3.5	2.25	2	2.5	small	elongate	cryptic	0	1	0	0	1	0	1	1	0	1
Sommieria leucophylla	LC	LC	0	0	1	0	1	0	1	0	0	0	4	understorey	40	2.185	1.8	0.8	1.2	0.9	1.5	1.15	0.8	1.5	small	ovoid	conspicuous	0	0	0	0	0	0	1	0	0	1
Syagrus allagopteroides	non-LC	NA	1	0	0	0	1	0	1	0	0	0	4	understorey	8	NA	0.52	NA	2.8	2.2	3.3	2	1.8	2.2	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syagrus amara	non-LC	non-LC	1	0	0	0	0	1	1	0	0	20	24	canopy	22	3.55	3.64	0.2	6	4.1	7	4.05	3.4	4.7	large	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
