"mtry" "threshold" "ROC" "Sens" "Spec" "DPM" "ROCSD" "SensSD" "SpecSD" "DPMSD"
1 0.01 0.791905982905983 0.997564102564103 0.0156666666666667 0.984436514688615 0.0935239159932522 0.0139308135391454 0.0407283421599032 0.0406653007955992
1 0.0615789473684211 0.791905982905983 0.986666666666667 0.171333333333333 0.829669416815455 0.0935239159932522 0.0386840666072935 0.119818002236965 0.119802714872723
1 0.113157894736842 0.791905982905983 0.973589743589744 0.242444444444444 0.759675072315561 0.0935239159932522 0.0496559731637985 0.142802373125574 0.142528951536444
1 0.164736842105263 0.791905982905983 0.955641025641026 0.306555555555556 0.697704706240879 0.0935239159932522 0.0607903678527606 0.135007216463857 0.133878628035257
1 0.216315789473684 0.791905982905983 0.930576923076923 0.355222222222222 0.652934881604488 0.0935239159932522 0.0698121280515943 0.147755835775989 0.144503509923166
1 0.267894736842105 0.791905982905983 0.910320512820513 0.418111111111111 0.595490919358449 0.0935239159932522 0.0805163868426561 0.14911013429223 0.143749248172319
1 0.319473684210526 0.791905982905983 0.889294871794872 0.467888888888889 0.55131657909541 0.0935239159932522 0.0873475563157847 0.155177470618176 0.151891894522193
1 0.371052631578947 0.791905982905983 0.876602564102564 0.518888888888889 0.505526751486146 0.0935239159932522 0.08944883979235 0.152311040961098 0.149156830926636
1 0.422631578947368 0.791905982905983 0.855512820512821 0.578 0.459285295827655 0.0935239159932522 0.0977078940498314 0.161216382651288 0.153081945182783
1 0.474210526315789 0.791905982905983 0.8375 0.613888888888889 0.435104906946492 0.0935239159932522 0.109228777312141 0.146993607305223 0.139893270978565
1 0.52578947368421 0.791905982905983 0.818846153846154 0.636222222222222 0.423504143803 0.0935239159932522 0.11271929544055 0.139812819126391 0.133809600447019
1 0.577368421052632 0.791905982905983 0.801666666666667 0.656666666666667 0.417145521807095 0.0935239159932522 0.121482033920975 0.145313795849697 0.137505726296562
1 0.628947368421053 0.791905982905983 0.778910256410256 0.686222222222222 0.405720963023857 0.0935239159932522 0.122576165395207 0.144553356160119 0.135918320391548
1 0.680526315789474 0.791905982905983 0.754679487179487 0.709222222222222 0.406094701421475 0.0935239159932522 0.13279111641305 0.139584609913142 0.129361813565656
1 0.732105263157895 0.791905982905983 0.724102564102564 0.754333333333333 0.399129115870548 0.0935239159932522 0.134943114337413 0.138515952730158 0.119721078392847
1 0.783684210526316 0.791905982905983 0.667820512820513 0.781 0.426010208752053 0.0935239159932522 0.14648942286197 0.136634178978743 0.129280382470227
1 0.835263157894737 0.791905982905983 0.578910256410256 0.831777777777778 0.471884476684501 0.0935239159932522 0.144582350847163 0.123192961644438 0.137290097730572
1 0.886842105263158 0.791905982905983 0.450128205128205 0.870777777777778 0.576978277188976 0.0935239159932522 0.146268817495357 0.108483578797378 0.138480434622102
1 0.938421052631579 0.791905982905983 0.287307692307692 0.919444444444444 0.723265144929868 0.0935239159932522 0.131106701785492 0.0892162182995993 0.127936493701282
1 0.99 0.791905982905983 0.145 0.973333333333333 0.857290852394816 0.0935239159932522 0.0828151161377412 0.0557460259024417 0.0819879810571922
2 0.01 0.773996794871795 0.994551282051282 0.0495555555555556 0.950676434922445 0.0966136732018779 0.0199693073317954 0.0667679739054872 0.0666425320310242
2 0.0615789473684211 0.773996794871795 0.984487179487179 0.198666666666667 0.802318388943696 0.0966136732018779 0.0364921415619714 0.12348879495368 0.123404192422227
2 0.113157894736842 0.773996794871795 0.968076923076923 0.264111111111111 0.738741810120769 0.0966136732018779 0.0530952126010706 0.139797075602196 0.138355340777522
2 0.164736842105263 0.773996794871795 0.941666666666667 0.326555555555556 0.679863877376733 0.0966136732018779 0.0682454317321734 0.146964081333314 0.144629890319352
2 0.216315789473684 0.773996794871795 0.908012820512821 0.403 0.610807788327252 0.0966136732018779 0.087833367367042 0.150186773190092 0.148230459731945
2 0.267894736842105 0.773996794871795 0.88698717948718 0.458111111111111 0.564063685556331 0.0966136732018779 0.104300309743207 0.150568238229007 0.147235397397265
2 0.319473684210526 0.773996794871795 0.858653846153846 0.507888888888889 0.525268349903212 0.0966136732018779 0.111157329309214 0.145097333071105 0.139697861274921
2 0.371052631578947 0.773996794871795 0.835384615384615 0.555222222222222 0.491905509190335 0.0966136732018779 0.118255038423144 0.152564272812544 0.14157118644087
2 0.422631578947368 0.773996794871795 0.814294871794872 0.598111111111111 0.463655181002181 0.0966136732018779 0.12162420395612 0.145138237101088 0.129193012335928
2 0.474210526315789 0.773996794871795 0.798012820512821 0.634111111111111 0.440270221919792 0.0966136732018779 0.121316810788728 0.149582742595542 0.13317213432837
2 0.52578947368421 0.773996794871795 0.778525641025641 0.662888888888889 0.42596781915955 0.0966136732018779 0.125354791718436 0.145105282761079 0.133514585822778
2 0.577368421052632 0.773996794871795 0.759038461538462 0.683666666666667 0.420757985228748 0.0966136732018779 0.12909267696135 0.143221578336888 0.134455598959593
2 0.628947368421053 0.773996794871795 0.726858974358974 0.707111111111111 0.425804717700488 0.0966136732018779 0.132098657398907 0.141707823954771 0.128062936456138
2 0.680526315789474 0.773996794871795 0.688012820512821 0.727777777777778 0.439111160241836 0.0966136732018779 0.134095006207554 0.141575585253753 0.128185445077771
2 0.732105263157895 0.773996794871795 0.627371794871795 0.761555555555556 0.464086247435202 0.0966136732018779 0.135699911549692 0.134334252827522 0.128813714008705
2 0.783684210526316 0.773996794871795 0.552179487179487 0.799444444444444 0.512446909217182 0.0966136732018779 0.148265517181938 0.133280713522557 0.133002832282703
2 0.835263157894737 0.773996794871795 0.478717948717949 0.855 0.555939509871558 0.0966136732018779 0.146150438215969 0.118963547889258 0.137981084586181
2 0.886842105263158 0.773996794871795 0.378076923076923 0.896666666666667 0.641382882986717 0.0966136732018779 0.146394756397405 0.106568183118011 0.136900794019306
2 0.938421052631579 0.773996794871795 0.251602564102564 0.932444444444444 0.756598039449604 0.0966136732018779 0.11483066182172 0.0861775023741742 0.112942276429639
2 0.99 0.773996794871795 0.118782051282051 0.973 0.883076788869911 0.0966136732018779 0.0769632923884591 0.0505427580896723 0.0768219618532504
3 0.01 0.768981481481481 0.990641025641026 0.083 0.917429091997295 0.0956643200759663 0.0254854774286449 0.0826734818522316 0.0823273926073776
3 0.0615789473684211 0.768981481481481 0.980641025641026 0.210333333333333 0.79089226993711 0.0956643200759663 0.0386658219868346 0.12437402809749 0.124039489048433
3 0.113157894736842 0.768981481481481 0.958076923076923 0.265 0.738643045239661 0.0956643200759663 0.0578713157135944 0.142802329462487 0.141753715271321
3 0.164736842105263 0.768981481481481 0.93474358974359 0.339 0.669331876922033 0.0956643200759663 0.0767144065998817 0.143021524615369 0.139447291849165
3 0.216315789473684 0.768981481481481 0.90724358974359 0.401888888888889 0.612024109661259 0.0956643200759663 0.0872362916160136 0.142913016169966 0.140421802638276
3 0.267894736842105 0.768981481481481 0.878461538461539 0.458555555555556 0.565879825444083 0.0956643200759663 0.106100487448459 0.145479799684437 0.141461262519797
3 0.319473684210526 0.768981481481481 0.848782051282051 0.514333333333333 0.52234797711513 0.0956643200759663 0.116882472576032 0.141150343176965 0.139046727070848
3 0.371052631578947 0.768981481481481 0.826153846153846 0.573444444444444 0.47742922762721 0.0956643200759663 0.118491370189713 0.14704042944462 0.140482363691912
3 0.422631578947368 0.768981481481481 0.79974358974359 0.599111111111111 0.467850191751855 0.0956643200759663 0.118704295878206 0.143519267946344 0.128205699583276
3 0.474210526315789 0.768981481481481 0.778461538461538 0.626777777777778 0.456533011187722 0.0956643200759663 0.123694680120519 0.142239889124366 0.123619492537763
3 0.52578947368421 0.768981481481481 0.755833333333333 0.659888888888889 0.442092241092326 0.0956643200759663 0.129490753513212 0.150245216696878 0.137787147221938
3 0.577368421052632 0.768981481481481 0.723782051282051 0.689111111111111 0.438280210962499 0.0956643200759663 0.133574107584675 0.141966837203954 0.136608901092395
3 0.628947368421053 0.768981481481481 0.690192307692308 0.716 0.440169900059139 0.0956643200759663 0.133197460180796 0.142504629827891 0.14409560128551
3 0.680526315789474 0.768981481481481 0.656346153846154 0.745888888888889 0.446566350687073 0.0956643200759663 0.133386912585605 0.133320753241173 0.136551111448563
3 0.732105263157895 0.768981481481481 0.6 0.774666666666667 0.477779601803033 0.0956643200759663 0.142428449526705 0.130889310001819 0.140509387774748
3 0.783684210526316 0.768981481481481 0.542948717948718 0.807 0.514083678187178 0.0956643200759663 0.143049277466224 0.130092056387215 0.138082155225268
3 0.835263157894737 0.768981481481481 0.478974358974359 0.846222222222222 0.557725214596078 0.0956643200759663 0.143042255544798 0.118494526191082 0.135642607354831
3 0.886842105263158 0.768981481481481 0.388653846153846 0.895888888888889 0.632068607927921 0.0956643200759663 0.143238203147417 0.113208652616795 0.135111499786694
3 0.938421052631579 0.768981481481481 0.289551282051282 0.928444444444444 0.720387404582912 0.0956643200759663 0.129935406938058 0.0898700062989515 0.125568587288069
3 0.99 0.768981481481481 0.133076923076923 0.968888888888889 0.869611450804326 0.0956643200759663 0.0874627845164999 0.0595740795688726 0.0863763710550721
4 0.01 0.766741452991453 0.989871794871795 0.0986666666666667 0.90185057855277 0.0956627972796358 0.0285250044308225 0.0929257306690488 0.0927921044735546
4 0.0615789473684211 0.766741452991453 0.975769230769231 0.210777777777778 0.790747866737026 0.0956627972796358 0.0438148354368151 0.119997661780437 0.120322144735012
4 0.113157894736842 0.766741452991453 0.954871794871795 0.293666666666667 0.711045972244464 0.0956627972796358 0.06619807222873 0.137570669071034 0.136447544398637
4 0.164736842105263 0.766741452991453 0.924615384615385 0.351 0.659227772049888 0.0956627972796358 0.0840110508995173 0.137741342345702 0.135112424264112
4 0.216315789473684 0.766741452991453 0.895512820512821 0.393111111111111 0.622773645938245 0.0956627972796358 0.0917311450156653 0.152738480814876 0.151793620131191
4 0.267894736842105 0.766741452991453 0.867307692307692 0.452777777777778 0.573480132616782 0.0956627972796358 0.103992817092402 0.150157875100825 0.146364085383918
4 0.319473684210526 0.766741452991453 0.850128205128205 0.509444444444444 0.525896055804218 0.0956627972796358 0.109150489168048 0.154488685538283 0.148943836905465
4 0.371052631578947 0.766741452991453 0.815705128205128 0.553777777777778 0.49804024132137 0.0956627972796358 0.113543891143175 0.152599130323156 0.145128685817981
4 0.422631578947368 0.766741452991453 0.784487179487179 0.604555555555556 0.468579625459933 0.0956627972796358 0.119480318006486 0.144932224830224 0.135524817044193
4 0.474210526315789 0.766741452991453 0.761025641025641 0.636555555555556 0.455404813571418 0.0956627972796358 0.120315653707814 0.14801589214413 0.134193360666639
4 0.52578947368421 0.766741452991453 0.741602564102564 0.664777777777778 0.446778501608718 0.0956627972796358 0.135298752012489 0.147211305526689 0.138932783739178
4 0.577368421052632 0.766741452991453 0.712628205128205 0.685666666666667 0.449610841087261 0.0956627972796358 0.129548308992795 0.151570693149511 0.137057679740002
4 0.628947368421053 0.766741452991453 0.671025641025641 0.710555555555555 0.463040133684117 0.0956627972796358 0.130202901436716 0.153346304693779 0.13355759828423
4 0.680526315789474 0.766741452991453 0.643782051282051 0.737111111111111 0.465060019652315 0.0956627972796358 0.133210547407338 0.143949077194126 0.134098922889767
4 0.732105263157895 0.766741452991453 0.598717948717949 0.764111111111111 0.487549820197205 0.0956627972796358 0.139712755806472 0.139457690491906 0.133122735062781
4 0.783684210526316 0.766741452991453 0.549358974358974 0.797555555555556 0.514274759613695 0.0956627972796358 0.137132520213842 0.133870783618278 0.126897741222886
4 0.835263157894737 0.766741452991453 0.488397435897436 0.841777777777778 0.552876425099825 0.0956627972796358 0.139029857932061 0.125271820678044 0.1262161882643
4 0.886842105263158 0.766741452991453 0.409551282051282 0.881777777777778 0.614414727252974 0.0956627972796358 0.129069525125002 0.111977764881733 0.118946163068205
4 0.938421052631579 0.766741452991453 0.319807692307692 0.924777777777778 0.690411796149921 0.0956627972796358 0.128795890260508 0.0875723918022161 0.125795416720859
4 0.99 0.766741452991453 0.164679487179487 0.967888888888889 0.838007288738245 0.0956627972796358 0.102704413058339 0.0581738775133716 0.102140421953265
5 0.01 0.756764245014245 0.989807692307692 0.112666666666667 0.887845481058409 0.0951160935541859 0.0286833878089439 0.0971474941283273 0.0971955124956412
