"mtry" "threshold" "ROC" "Sens" "Spec" "DPM" "ROCSD" "SensSD" "SpecSD" "DPMSD"
1 0.01 0.8047849002849 1 0 1 0.0903058849799406 0 0 0
1 0.0615789473684211 0.8047849002849 0.995320512820513 0.0785555555555556 0.921654247759735 0.0903058849799406 0.0186245420890666 0.0787775252916952 0.0786402993995284
1 0.113157894736842 0.8047849002849 0.978974358974359 0.187666666666667 0.813722820932886 0.0903058849799406 0.0410717495362145 0.121633056050689 0.121019936427821
1 0.164736842105263 0.8047849002849 0.955384615384615 0.261888888888889 0.742017162498858 0.0903058849799406 0.0602984142752021 0.127463919422157 0.12670332591753
1 0.216315789473684 0.8047849002849 0.928076923076923 0.324 0.683765882990247 0.0903058849799406 0.0717503423160517 0.138460348973758 0.137397647173965
1 0.267894736842105 0.8047849002849 0.908589743589744 0.404777777777778 0.60782059697311 0.0903058849799406 0.0773568663153831 0.145079799242169 0.141996447830599
1 0.319473684210526 0.8047849002849 0.89198717948718 0.470111111111111 0.548153029853902 0.0903058849799406 0.0828381428076739 0.142927325856075 0.138515704617459
1 0.371052631578947 0.8047849002849 0.877179487179487 0.530666666666667 0.494806256649301 0.0903058849799406 0.0854978587354408 0.15043786115399 0.142727557473545
1 0.422631578947368 0.8047849002849 0.85525641025641 0.568666666666667 0.468331505426092 0.0903058849799406 0.0988051966135967 0.159266149721741 0.150560044847461
1 0.474210526315789 0.8047849002849 0.829615384615385 0.615222222222222 0.437303070997396 0.0903058849799406 0.105398938196923 0.166727673084557 0.156891721464304
1 0.52578947368421 0.8047849002849 0.805320512820513 0.651444444444444 0.419222844883076 0.0903058849799406 0.115910966008921 0.164998422300083 0.155363755162013
1 0.577368421052632 0.8047849002849 0.771025641025641 0.685444444444444 0.411757920702714 0.0903058849799406 0.123152441650471 0.158278989236474 0.14786850571366
1 0.628947368421053 0.8047849002849 0.728333333333333 0.730666666666667 0.409070890153722 0.0903058849799406 0.12675880631361 0.153002293962705 0.135165259932173
1 0.680526315789474 0.8047849002849 0.663397435897436 0.781 0.428125874421112 0.0903058849799406 0.133615739889111 0.139899087140931 0.123178416773629
1 0.732105263157895 0.8047849002849 0.577564102564103 0.828555555555556 0.477300596815546 0.0903058849799406 0.140614467343423 0.135082567943147 0.133594277063074
1 0.783684210526316 0.8047849002849 0.488397435897436 0.889444444444444 0.538618804243414 0.0903058849799406 0.135565384675456 0.121381405358395 0.129606253255129
1 0.835263157894737 0.8047849002849 0.373333333333333 0.951888888888889 0.632983744196511 0.0903058849799406 0.136183744963069 0.0743103135244144 0.135530101929771
1 0.886842105263158 0.8047849002849 0.234166666666667 0.974222222222222 0.768044761658896 0.0903058849799406 0.114859863908239 0.0517044562090088 0.114503363708408
1 0.938421052631579 0.8047849002849 0.100128205128205 0.983444444444444 0.901089731087144 0.0903058849799406 0.0831502381612332 0.0436944291933935 0.082972331710341
1 0.99 0.8047849002849 0.0294871794871795 0.992666666666667 0.97090203302005 0.0903058849799406 0.0394208263992722 0.026904105664539 0.0396093163987014
2 0.01 0.798479700854701 1 0.0103333333333333 0.989666666666667 0.0931202850615381 0 0.0311981706371324 0.0311981706371324
2 0.0615789473684211 0.798479700854701 0.989166666666667 0.138 0.862597001157099 0.0931202850615381 0.0291228206854547 0.106259745707395 0.105914269819785
2 0.113157894736842 0.798479700854701 0.968910256410256 0.212111111111111 0.790211438200997 0.0931202850615381 0.0492201973103405 0.128902191735802 0.127720398362682
2 0.164736842105263 0.798479700854701 0.939102564102564 0.276777777777778 0.729172160346939 0.0931202850615381 0.0689292647087927 0.137369648219327 0.136523532352905
2 0.216315789473684 0.798479700854701 0.915512820512821 0.346888888888889 0.66359277845734 0.0931202850615381 0.0753551461427348 0.140008550858529 0.136199555665402
2 0.267894736842105 0.798479700854701 0.899102564102564 0.414 0.601167557111312 0.0931202850615381 0.0815873108068553 0.141117871467745 0.136621930410693
2 0.319473684210526 0.798479700854701 0.881794871794872 0.474444444444444 0.546562969751536 0.0931202850615381 0.0869210560863559 0.147426694506622 0.143713434163774
2 0.371052631578947 0.798479700854701 0.862371794871795 0.546888888888889 0.4850930050887 0.0931202850615381 0.0943672181952793 0.151819656601804 0.14414784243462
2 0.422631578947368 0.798479700854701 0.832628205128205 0.585 0.464272959360606 0.0931202850615381 0.107854119103125 0.159273940283316 0.146748011173097
