"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"FLO"	"ECO"	"TDWG3"
"Chamaedorea klotzschiana"	14	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	6	8	52	21781.3789058268	0.0364062027739627	5	1
"Heterospathe longipes"	1	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	1	1	4	NA	0	1	1
"Chamaedorea oreophila"	9	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	5	5	36	3123.27524095675	0.0165500682778656	3	2
"Eremospatha quinquecostulata"	3	"LC"	"LC"	"LC"	"LC"	"TEST"	3	3	12	31047.6295841958	0.0155454536434263	2	2
"Bismarckia nobilis"	17	"LC"	"LC"	"LC"	"LC"	"TEST"	12	13	60	258646.66435919	0.0309151668779497	4	1
"Eremospatha macrocarpa"	30	"LC"	"LC"	"LC"	"LC"	"TEST"	26	27	120	528424.374924551	0.0797083289517711	6	11
"Chamaedorea ibarrae"	9	"LC"	"LC"	"LC"	"LC"	"TEST"	5	6	32	6391.43176718299	0.0278565374513467	2	2
"Chuniophoenix hainanensis"	2	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	2	2	8	NA	0.130073864012957	2	1
"Phoenix atlantica"	1	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	1	1	4	NA	0.000410766981076449	1	1
"Nypa fruticans"	75	"LC"	"LC"	"LC"	"LC"	"TEST"	46	54	268	48139889.0264962	0.0422172762797951	19	25
"Eremospatha hookeri"	16	"LC"	"LC"	"LC"	"LC"	"TEST"	15	15	64	640610.872785676	0.0983490378566785	6	7
"Ravenea krociana"	8	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	4	4	20	9957.89472871245	0.138993750093505	2	1
"Eremospatha laurentii"	17	"LC"	"LC"	"LC"	"LC"	"TEST"	12	12	56	305644.75075585	0.0428974996731781	4	9
"Heterospathe dransfieldii"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	1	1	4	NA	0.0201917588710785	1	1
"Licuala paludosa"	20	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	17	17	80	1662148.36165348	0.178062892239541	9	7
"Basselinia iterata"	4	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	1	1	16	1.69691768651485	0.00373886246234179	1	1
"Brahea aculeata"	41	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	16	21	124	51935.0566997707	0.00929954940653349	4	2
"Licuala triphylla"	13	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	12	12	52	620032.516497901	0.232939498355755	4	4
"Areca camarinensis"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	1	1	4	NA	0.0211693700402975	1	1
"Chamaedorea nubium"	68	"LC"	"LC"	"LC"	"LC"	"TEST"	27	36	232	185213.0947755	0.0349266286186107	9	5
"Calamus tetradactyloides"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	1	1	4	NA	0.212288603186607	1	1
"Geonoma undata"	634	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	252	335	1908	7945060.64900669	0.0229996742101071	39	17
"Allagoptera arenaria"	78	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	59	66	300	1881402.835403	0.0937234793867295	9	3
"Basselinia glabrata"	10	"VU"	"nonLC"	"VU"	"nonLC"	"TEST"	5	5	36	1339.09277294583	0.00596833559684455	1	1
"Licuala meijeri"	3	"Possibly Threatened"	"nonLC"	"Possibly Threatened"	"nonLC"	"TEST"	3	3	12	6268.91582267894	0.331318492690722	1	1
"Bactris fissifrons"	71	"LC"	"LC"	"LC"	"LC"	"TEST"	45	49	240	1768463.44512545	0.0358821338917371	12	4
"Bactris ferruginea"	31	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	25	26	112	215170.736361195	0.0980231946995181	6	2
"Areca catechu"	28	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	26	26	112	15761936.6319162	0.0615748700365657	19	1
"Ravenea delicatula"	4	"CR"	"nonLC"	"CR"	"nonLC"	"TEST"	1	1	8	0.000429177771508694	0.211996704339981	1	1
"Calamus modestus"	8	"LC"	"LC"	"LC"	"LC"	"TEST"	4	5	24	21791.8518517321	0.158622556831688	2	1
"Chamaedorea metallica"	18	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	8	11	72	30288.036111021	0.0363007933677485	2	2
"Hyphaene thebaica"	283	"LC"	"LC"	"LC"	"LC"	"TEST"	45	68	508	9618338.51006968	0.00591355706378893	11	28
"Chamaedorea glaucifolia"	36	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	13	23	132	10912.262181884	0.0514581389207807	7	1
"Ravenea beentjei"	7	"CR"	"nonLC"	"CR"	"nonLC"	"TEST"	3	3	20	47.7932086291084	0.0751743002661637	2	1
"Areca vestiaria"	31	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	19	22	100	205475.916335201	0.076542793467055	3	2
"Chambeyronia lepidota"	8	"LC"	"LC"	"LC"	"LC"	"TEST"	2	2	20	28.1762428437469	0.00594750116579235	1	1
"Butia microspadix"	18	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	11	11	64	1121284.6566597	0.124932052464121	4	2
"Burretiokentia hapala"	7	"VU"	"nonLC"	"VU"	"nonLC"	"TEST"	2	2	20	127.98482872238	0.0146486127882132	1	1
"Roystonea borinquena"	4	"Near Threatened"	"nonLC"	"Near Threatened"	"nonLC"	"TEST"	3	3	12	14253.536305774	0.0556694371625781	2	4
"Allagoptera brevicalyx"	33	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	22	24	132	391101.12315969	0.114402699481809	8	1
"Burretiokentia koghiensis"	4	"CR"	"nonLC"	"CR"	"nonLC"	"TEST"	1	1	12	0.77612257986635	0.0510583128780127	1	1
"Licuala elliptica"	2	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	2	2	8	NA	0.287127256393433	1	1
"Borassus madagascariensis"	10	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	7	7	40	65149.2545088953	0.0671959389932454	2	1
"Raphia australis"	11	"VU"	"nonLC"	"VU"	"nonLC"	"TEST"	8	9	40	405629.46934223	0.0955626168711619	5	3
"Calamus viminalis"	70	"LC"	"LC"	"LC"	"LC"	"TEST"	55	57	244	1391112.39408479	0.101682632798801	19	15
"Butia capitata"	36	"Threatened,Data Deficient"	"nonLC"	"Threatened,Data Deficient"	"nonLC"	"TEST"	33	33	144	1042666.63829444	0.0510084687719225	6	3
"Calamus erioacanthus"	43	"LC"	"LC"	"LC"	"LC"	"TEST"	23	27	160	755693.236177661	0.156926420571412	6	3
"Areca macrocalyx"	123	"LC"	"LC"	"LC"	"LC"	"TEST"	81	89	416	1855570.03521227	0.0533727357950539	15	4
"Heterospathe brevicaulis"	2	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	2	2	8	NA	0.027682984713465	1	1
"Licuala rubiginosa"	9	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	4	4	32	1782.9733672291	0.0755301545270615	2	1
"Ravenea musicalis"	6	"CR"	"nonLC"	"CR"	"nonLC"	"TEST"	1	2	16	9.19235958425713	0.068825364112854	1	1
"Chamaedorea fractiflexa"	2	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	2	2	8	NA	0.0310583086684346	1	2
"Attalea brasiliensis"	3	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	3	3	12	12435.4673860237	0.0503698244380454	2	1
"Pinanga patula"	13	"LC"	"LC"	"LC"	"LC"	"TEST"	12	12	52	530143.271171335	0.291939224689626	5	1
"Attalea oleifera"	15	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	12	12	56	543130.492443747	0.0523918456708391	7	1
"Licuala glabra"	26	"Possibly Threatened"	"nonLC"	"Possibly Threatened"	"nonLC"	"TEST"	24	24	104	269454.91984801	0.214464444098457	5	3
"Brahea armata"	58	"LC"	"LC"	"LC"	"LC"	"TEST"	21	30	176	272869.973591449	0.000481149616360136	8	1
"Phoenix paludosa"	11	"NT"	"nonLC"	"NT"	"nonLC"	"TEST"	9	9	40	420848.496290264	0.129682138054208	5	11
"Leucothrinax morrisii"	20	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	14	15	76	823615.84696059	0.0604959477339435	7	7
"Burretiokentia vieillardii"	48	"LC"	"LC"	"LC"	"LC"	"TEST"	14	23	152	7140.78060213913	0.0137245038458786	2	1
"Calamus sabalensis"	3	"CR"	"nonLC"	"CR"	"nonLC"	"TEST"	2	3	12	68.3038895466686	0.403289973735809	1	1
"Chamaedorea alternans"	18	"LC"	"LC"	"LC"	"LC"	"TEST"	10	11	64	46907.6464068098	0.0322906726764308	3	1
"Burretiokentia dumasii"	2	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	1	1	8	NA	0.00738835986703634	1	1
"Burretiokentia grandiflora"	3	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	1	1	8	0.554453445716143	0.0244905017316341	1	1
"Calamus caryotoides"	5	"LC"	"LC"	"LC"	"LC"	"TEST"	3	3	20	19716.4225623415	0.0102567819878459	2	1
"Calamus inermis"	42	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	29	30	148	1720132.77058165	0.0857852685841776	11	9
"Ravenea madagascariensis"	54	"LC"	"LC"	"LC"	"LC"	"TEST"	28	35	192	217387.229051539	0.132387430899716	2	1
"Licuala orbicularis"	5	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TEST"	3	3	16	298.570618342422	0.238097941875458	1	1
"Eremospatha haullevilleana"	23	"LC"	"LC"	"LC"	"LC"	"TEST"	12	15	76	469909.139923317	0.00617493001324044	5	9
"Phoenix reclinata"	327	"LC"	"LC"	"LC"	"LC"	"TEST"	226	253	1156	53975037.1775785	0.0600243435929694	45	43
"Astrocaryum carnosum"	1	"VU"	"nonLC"	"VU"	"nonLC"	"TEST"	1	1	4	NA	0.0798932835459709	1	1
"Heterospathe phillipsii"	1	"EN"	"nonLC"	"EN"	"nonLC"	"TEST"	1	1	4	NA	0.00735512468963861	1	1
"Geonoma schottiana"	293	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TEST"	167	216	1056	1193271.90497631	0.0639171971363983	12	2
"Orania longisquama"	31	"LC"	"LC"	"LC"	"LC"	"TEST"	16	17	88	168490.995742841	0.184957180592802	3	1
"Brahea brandegeei"	40	"LC"	"LC"	"LC"	"LC"	"TEST"	16	21	132	100637.618947382	0.00129416786885486	7	1
"Acrocomia emensis"	5	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	5	5	20	363524.041779703	0.0940502349287271	1	3
"Actinokentia divaricata"	32	"LC"	"LC"	"LC"	"LC"	"TRAIN"	11	18	100	4150.03153770552	0.0165909527804615	1	1
"Actinokentia huerlimannii"	4	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	2	2	8	9.97586845537426	0.00745066421222873	1	1
"Aiphanes grandis"	15	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	4	5	24	1985.72565597658	0.0226637097696463	2	1
"Aiphanes minima"	3	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	2	2	12	635.81973167984	0.199423097074032	2	2
"Aiphanes verrucosa"	13	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	4	36	500.509143894063	0.0166105391600957	2	1
"Areca abdulrahmanii"	2	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	1	1	8	NA	0.00306143774650991	1	1
"Areca novohibernica"	27	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	22	22	100	912872.226517018	0.0789643317392027	5	2
"Areca oxycarpa"	9	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	5	5	28	3022.22281174707	0.0982849581374062	2	1
"Areca parens"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0211693700402975	1	1
"Areca unipa"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.00499328598380089	1	1
"Astrocaryum aculeatissimum"	51	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	37	40	184	196065.512968581	0.0937820972518667	5	3
"Attalea barreirensis"	23	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	17	20	84	947175.559956678	0.0973841908347347	5	2
"Attalea funifera"	35	"LC"	"LC"	"LC"	"LC"	"TRAIN"	24	27	124	112381.569445849	0.0863064692488738	6	2
"Bactris glaucescens"	44	"LC"	"LC"	"LC"	"LC"	"TRAIN"	31	33	140	2573714.79453376	0.0521397545843766	10	5
"Bactris hatschbachii"	6	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	5	5	24	126752.125365989	0.0382688626026114	3	2
"Bactris horridispatha"	12	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	8	8	32	12051.4081673953	0.10912421811372	2	1
"Bactris pickelii"	37	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	26	28	136	271603.276002324	0.0956756911064322	5	2
"Bactris timbuiensis"	10	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	4	36	298.901273451837	0.157864796370268	1	1
"Bactris turbinocarpa"	3	"LC"	"LC"	"LC"	"LC"	"TRAIN"	2	2	12	236.279858629066	0.025120310485363	2	2
"Basselinia deplanchei"	33	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	10	13	108	2531.87668626424	0.0131504769687484	1	1
"Basselinia eriostachys"	7	"LC"	"LC"	"LC"	"LC"	"TRAIN"	5	5	20	639.56742431665	0.0176708267203399	1	1
"Basselinia favieri"	3	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	1	12	0.531858390372515	0.0058986940421164	1	1
"Basselinia gracilis"	79	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	24	40	268	9824.9187134657	0.0127560484349798	2	1
"Basselinia humboldtiana"	5	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	3	4	20	1204.80274303808	0.0149334153858945	1	1
"Basselinia pancheri"	112	"LC"	"LC"	"LC"	"LC"	"TRAIN"	22	43	316	13903.6008179892	0.0177011575963531	2	1
"Basselinia porphyrea"	3	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	2	2	12	13.2359658623266	0.0169670179408665	1	1
"Basselinia sordida"	11	"LC"	"LC"	"LC"	"LC"	"TRAIN"	4	5	32	2797.31347311638	0.0178667149633508	1	1
"Basselinia tomentosa"	6	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	2	2	20	28.3013646015253	0.0205074092373252	1	1
"Basselinia velutina"	13	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	6	6	44	2753.09580121552	0.00916980443379054	1	1
"Basselinia vestita"	5	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	1	1	12	1.38068211254048	0.00903236512094736	1	1
"Beccariophoenix alfredii"	4	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	2	2	8	165.907059643539	0.0176633000883157	2	1
"Beccariophoenix madagascariensis"	32	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	14	14	80	60156.7333506463	0.105393708552583	2	1
"Borassus aethiopum"	1236	"LC"	"LC"	"LC"	"LC"	"TRAIN"	175	425	3428	16844939.8975835	0.0467343135552784	20	30
"Borassus akeassii"	15	"LC"	"LC"	"LC"	"LC"	"TRAIN"	6	8	40	342368.894975067	0.0246521052399961	3	10
"Brahea calcarea"	95	"LC"	"LC"	"LC"	"LC"	"TRAIN"	29	44	288	700902.674394866	0.0226876130424467	14	5
"Brahea decumbens"	32	"LC"	"LC"	"LC"	"LC"	"TRAIN"	9	13	88	26381.4561705659	0.0054604419219686	2	1
"Brahea edulis"	3	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	2	2	12	1305.17327490065	0.0684343874454498	1	1
"Brahea moorei"	50	"LC"	"LC"	"LC"	"LC"	"TRAIN"	16	27	164	29933.0675720626	0.0177696287620347	4	1
"Butia archeri"	25	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	16	19	100	491486.973933789	0.0220151496678591	3	2
"Butia eriospatha"	24	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	21	21	92	249354.128298886	0.0580146067077294	4	1
"Butia purpurascens"	10	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	4	6	36	5556.40265608405	0.0160926173906773	2	2
"Calamus beccarii"	1	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	1	1	4	NA	0.00868652295321226	1	1
"Calamus deerratus"	38	"LC"	"LC"	"LC"	"LC"	"TRAIN"	31	33	140	2820120.17384735	0.0693502840540053	12	22
"Calamus dianbaiensis"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0376073457300663	1	2
"Calamus egregius"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.162103161215782	1	1
"Calamus formosanus"	5	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	3	4	20	1618.90006755612	0.0222869860008359	2	1
"Calamus godefroyi"	5	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	5	5	20	66185.5346884009	0.108346621878445	3	3
"Calamus heteracanthus"	42	"LC"	"LC"	"LC"	"LC"	"TRAIN"	29	29	144	895878.261560764	0.0463454339520207	9	2
"Calamus macrorhynchus"	7	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	6	6	24	43434.0502014174	0.0991157809538501	3	1
"Calamus multispicatus"	3	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	3	3	12	85616.142093218	0.0613284669816494	1	1
"Calamus oxleyanus"	22	"LC"	"LC"	"LC"	"LC"	"TRAIN"	21	21	88	1575952.85974276	0.186891091818159	6	2
"Calamus oxycarpus"	1	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	1	1	4	NA	0.11628519743681	1	2
"Calamus pogonacanthus"	82	"LC"	"LC"	"LC"	"LC"	"TRAIN"	47	57	272	478527.085872793	0.157850447934257	6	1
"Calamus salicifolius"	7	"LC"	"LC"	"LC"	"LC"	"TRAIN"	6	6	28	19362.7026984018	0.161978292827761	3	2
"Calamus tenuis"	10	"LC"	"LC"	"LC"	"LC"	"TRAIN"	7	7	32	2871721.30096471	0.1235826249409	7	12
"Calamus usitatus"	3	"LC"	"LC"	"LC"	"LC"	"TRAIN"	3	3	12	1529.35779269187	0.25716078778108	1	4
"Calamus wuliangshanensis"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0986578464508057	1	1
"Calyptronoma rivalis"	9	"Near Threatened"	"nonLC"	"Near Threatened"	"nonLC"	"TRAIN"	7	7	32	46776.6142842573	0.0950415921397507	3	3
"Caryota urens"	32	"LC"	"LC"	"LC"	"LC"	"TRAIN"	26	26	128	13566859.655797	0.0602208752618481	19	2
"Ceroxylon amazonicum"	17	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	5	6	28	3836.50154253364	0.0374298046945649	1	1
"Ceroxylon parvifrons"	61	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	29	33	176	2570765.43553471	0.0185738894878505	10	5
"Chamaedorea adscendens"	2	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	2	2	8	262	0.235403768718243	2	2
"Chamaedorea cataractarum"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	4	NA	0.0193102732300758	1	2
"Chamaedorea elatior"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	4	NA	0.0661198645830154	1	6
"Chamaedorea foveata"	3	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	3	3	12	230.534205333996	0.0236544689784447	2	2
"Chamaedorea geonomiformis"	68	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	32	39	216	449984.614467251	0.0623130673090653	13	7
"Chamaedorea keelerorum"	2	"LC"	"LC"	"LC"	"LC"	"TRAIN"	2	2	8	NA	0.0362946260720491	1	2
"Chamaedorea liebmannii"	45	"LC"	"LC"	"LC"	"LC"	"TRAIN"	20	27	160	498610.880781528	0.0500114143205186	9	5
"Chamaedorea microspadix"	15	"LC"	"LC"	"LC"	"LC"	"TRAIN"	7	9	60	30161.7247294105	0.0509805229802926	5	2
"Chamaedorea oblongata"	290	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	128	175	996	812470.330919159	0.0803248665799339	19	9
"Chamaedorea pinnatifrons"	1678	"LC"	"LC"	"LC"	"LC"	"TRAIN"	593	877	5336	9199512.94887762	0.0460371404751272	67	16
"Chamaedorea plumosa"	2	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	2	2	8	NA	0.049693712964654	1	1
"Chamaedorea pochutlensis"	55	"LC"	"LC"	"LC"	"LC"	"TRAIN"	30	37	204	439519.064540576	0.017581261288036	9	2
"Chamaedorea queroana"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0339440628886223	1	1
"Chamaedorea schiedeana"	97	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	29	50	348	215663.000862501	0.0267225374880525	13	3
"Chamaedorea stolonifera"	7	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	6	6	28	20098.5172544595	0.0532143243721553	3	1
"Chamaerops humilis"	4899	"LC"	"LC"	"LC"	"LC"	"TRAIN"	137	559	10484	2856914.52557891	0.0334502120810348	13	11
"Chambeyronia macrocarpa"	21	"LC"	"LC"	"LC"	"LC"	"TRAIN"	11	12	80	5169.73068259245	0.0146233154837752	2	1
"Chuniophoenix nana"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.235701203346252	1	2
"Clinosperma bracteale"	21	"LC"	"LC"	"LC"	"LC"	"TRAIN"	11	12	68	3676.37116219806	0.0157434221445805	1	1
"Clinosperma lanuginosa"	11	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	4	4	32	96.5409439978275	0.00552374543622136	1	1
"Clinosperma macrocarpa"	3	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	1	1	8	0.00168477607506514	0.0058986940421164	1	1
"Clinosperma vaginata"	15	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	4	6	56	739.23064184449	0.0149670664298659	1	1
"Coccothrinax barbadensis"	5	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	5	5	20	5390.25510407542	0.0412638442590833	3	5
"Coccothrinax readii"	90	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	20	33	264	54410.8610349435	0.0661180948033386	3	2
"Copernicia tectorum"	13	"LC"	"LC"	"LC"	"LC"	"TRAIN"	10	10	52	282208.60118136	0.0435127992756092	8	2
"Corypha utan"	223	"LC"	"LC"	"LC"	"LC"	"TRAIN"	39	52	424	7865578.31077918	0.00378374127392352	12	18
"Cyphokentia cerifera"	9	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	4	4	24	641.928504762035	0.00557972273478905	1	1
"Cyphokentia macrostachya"	14	"LC"	"LC"	"LC"	"LC"	"TRAIN"	8	8	44	4054.37608397786	0.0115243475218969	1	1
"Cyphophoenix alba"	13	"LC"	"LC"	"LC"	"LC"	"TRAIN"	2	3	36	167.572001224556	0.0057198043124607	1	1
"Cyphophoenix elegans"	8	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	2	20	23.234746423221	0.00445985893020406	1	1
"Cyphophoenix fulcita"	8	"LC"	"LC"	"LC"	"LC"	"TRAIN"	4	5	32	569.340717608678	0.0279748254761216	1	1
"Cyphophoenix nucele"	3	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	1	1	8	0.000749631764173508	0.003323262790218	1	1
"Cyphosperma balansae"	5	"LC"	"LC"	"LC"	"LC"	"TRAIN"	3	3	16	381.406121312759	0.00806575706228614	1	1
"Cyphosperma voutmelense"	1	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	1	1	4	NA	0.00074916408630088	1	1
"Cyrtostachys elegans"	5	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	2	3	20	889.153406295734	0.171815487742424	2	1
"Cyrtostachys glauca"	12	"LC"	"LC"	"LC"	"LC"	"TRAIN"	10	10	48	73337.5873792677	0.0270236079425861	4	1
"Dypsis pembana"	2	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	1	1	4	NA	0.119408182799816	1	1
"Dypsis remotiflora"	5	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	3	3	16	7099.70541297141	0.156993207335472	1	1
"Elaeis guineensis"	6	"LC"	"LC"	"LC"	"LC"	"TRAIN"	6	6	24	3586580.51022835	0.131793661217671	5	27
"Eremospatha cabrae"	7	"LC"	"LC"	"LC"	"LC"	"TRAIN"	6	7	28	127297.384305918	0.0134909660513845	3	5
"Eremospatha cuspidata"	11	"LC"	"LC"	"LC"	"LC"	"TRAIN"	9	9	44	757658.515880187	0.0347544462697856	4	8
"Eremospatha dransfieldii"	2	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	2	2	8	884	0.259613618254662	1	3
"Eremospatha tessmanniana"	2	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	4	NA	0.0130975795909762	1	3
"Eremospatha wendlandiana"	20	"LC"	"LC"	"LC"	"LC"	"TRAIN"	14	15	76	380713.869345452	0.0440865064912941	3	8
"Gaussia attenuata"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0658106282353401	1	2
"Gaussia gomez-pompae"	3	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	3	3	12	32946.9352337015	0.0453993579527984	3	3
"Geonoma baculifera"	14	"LC"	"LC"	"LC"	"LC"	"TRAIN"	14	14	56	2220390.8081934	0.0377971849333595	10	7
"Geonoma elegans"	220	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	126	169	824	764537.086853954	0.0600382958041419	8	3
"Geonoma pinnatifrons"	201	"Near Threatened"	"nonLC"	"Near Threatened"	"nonLC"	"TRAIN"	132	151	720	3175044.97459338	0.0653392979718828	27	15
"Heterospathe scitula"	4	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	4	4	16	65.5040661858845	0.0230901804752648	1	1
"Heterospathe trispatha"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	4	NA	0.0201849956065416	0	1
"Hydriastele biakensis"	5	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	1	1	8	0.264241743186484	0.0426087714731693	1	1
"Hyphaene compressa"	19	"LC"	"LC"	"LC"	"LC"	"TRAIN"	15	15	76	516300.780773406	0.0678622273966252	6	5
"Hyphaene coriacea"	60	"LC"	"LC"	"LC"	"LC"	"TRAIN"	48	51	236	4095602.21415835	0.0631007530974633	13	9
"Hyphaene guineensis"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	4	NA	0.207721740007401	1	8
"Hyphaene petersiana"	10	"LC"	"LC"	"LC"	"LC"	"TRAIN"	9	9	40	2305415.61633417	0.00119125246856129	4	13
