"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"FLO"	"ECO"	"TDWG3"
"Calyptrogyne sanblasensis"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	3	20	80.562868145328	0.0419020000845194	3	1
"Calyptrogyne trichostachys"	57	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	14	26	188	8919.25049922835	0.0407563579072686	4	1
"Calyptrogyne tutensis"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	4	28	77.4262701902855	0.021583129093051	2	1
"Calyptronoma occidentalis"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0317045375704765	1	2
"Calyptronoma plumeriana"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	28	196000.468336509	0.106647408966507	4	3
"Carpentaria acuminata"	619	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	123	255	1780	634131.073644382	0.0108295569835764	4	1
"Caryota angustifolia"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0847001597285271	1	1
"Caryota cumingii"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	28	182907.800711264	0.0284191097265908	3	1
"Caryota kiriwongensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0471916124224663	1	1
"Caryota maxima"	21	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	20	80	6533447.98287594	0.101558368741756	13	14
"Caryota mitis"	62	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	57	59	248	5937621.5794217	0.119335585632437	22	17
"Caryota monostachya"	38	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	31	34	140	475303.237819377	0.0864609763099763	7	3
"Caryota no"	5	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	5	5	20	59186.4467798443	0.213689714670181	3	1
"Caryota obtusa"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	1.45543097716641	0.194794654846191	1	6
"Caryota rumphiana"	32	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	29	31	128	3669035.88537884	0.0481902410538169	15	6
"Caryota sympetala"	30	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	16	18	88	81230.9688378782	0.115795611636713	4	3
"Caryota zebrina"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	24	1653.74578004119	0.0264364190931831	1	1
"Ceroxylon alpinum"	12	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	7	8	44	55909.1886283675	0.046508362594371	4	2
"Ceroxylon ceriferum"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	26017.5159260791	0.0176593046635389	3	2
"Ceroxylon echinulatum"	29	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	13	15	76	266872.338075706	0.0247243036483896	4	2
"Ceroxylon parvum"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	0.270197183871433	0.020216278731823	1	1
"Ceroxylon peruvianum"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0125559410080314	1	1
"Ceroxylon pityrophyllum"	2	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	2	2	8	36123	0.00966449599945918	2	2
"Ceroxylon quindiuense"	55	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	19	29	196	364858.15904943	0.0307560763279484	6	2
"Ceroxylon sasaimae"	5	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	4	4	16	969.505805011135	0.0329247612506151	2	1
"Ceroxylon ventricosum"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	32	131870.621930723	0.0137718089972623	3	2
"Ceroxylon vogelianum"	94	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	39	47	284	1216872.67666659	0.0214745732485019	11	4
"Chamaedorea allenii"	50	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	28	34	176	135079.130212885	0.0296878468105569	7	2
"Chamaedorea amabilis"	18	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	11	12	52	41199.0122049826	0.018166820712698	2	2
"Chamaedorea anemophila"	19	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	10	52	23571.1688437783	0.0244533548401179	4	2
"Chamaedorea angustisecta"	90	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	45	58	320	689577.407927366	0.0612533600431763	7	3
"Chamaedorea arenbergiana"	31	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	23	27	120	305696.442515867	0.112079251182055	8	7
"Chamaedorea benziei"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	1045.87311494017	0.0261564333923161	3	1
"Chamaedorea binderi"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	20	549.682987691662	0.0447936683893204	1	1
"Chamaedorea brachyclada"	28	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	12	14	80	14088.7556037186	0.0470672909037343	3	2
"Chamaedorea brachypoda"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.101858638226986	1	2
"Chamaedorea christinae"	2	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	681	0.00434740597847849	1	1
"Chamaedorea correae"	34	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	7	11	84	13248.7136503904	0.0432480677195332	4	1
"Chamaedorea costaricana"	315	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	82	134	964	549546.275943319	0.0386507547674848	14	7
"Chamaedorea crucensis"	50	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	14	116	7175.68380148965	0.0321824943413958	2	1
"Chamaedorea dammeriana"	157	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	30	54	396	113004.117126155	0.0436829311037614	5	3
"Chamaedorea deckeriana"	140	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	47	67	416	117209.383440696	0.0612586254902583	6	3
"Chamaedorea deneversiana"	28	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	9	13	80	194716.742930674	0.0216126795941299	6	4
"Chamaedorea elegans"	192	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	91	123	684	531835.538831696	0.0759705340666793	14	8
"Chamaedorea falcifera"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	35	0.291552782058716	1	1
"Chamaedorea fragrans"	8	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	7	7	28	30970.2775062939	0.0602257926075254	3	1
"Chamaedorea frondosa"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	14	0.0834490656852722	2	1
"Chamaedorea graminifolia"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	3	3	12	8672.81080946326	0.0298389044279854	3	2
"Chamaedorea guntheriana"	4	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	8	3.37026632308102	0.0137865513097495	2	1
"Chamaedorea hodelii"	48	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	15	18	136	7073.79941799626	0.0124563772308951	2	1
"Chamaedorea hooperiana"	3	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	2	2	12	9.74328710935402	0.0216409948964914	1	1
"Chamaedorea incrustata"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	4	24	123.534962874843	0.02921902754211	1	1
"Chamaedorea linearis"	378	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	154	212	1100	3324775.64293007	0.0357540792948197	19	5
"Chamaedorea lucidifrons"	62	"NE"	"NE"	"Possibly Threatened,Threatened"	"nonLC"	"NOT_ASSESSED"	25	32	176	109100.314608735	0.0374275787598303	5	3
"Chamaedorea macrospadix"	151	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	37	65	476	111237.375610146	0.0310374372237862	5	2
"Chamaedorea matae"	54	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	17	168	63114.4962232246	0.0366570110760491	4	2
"Chamaedorea microphylla"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	8	3	0.0133029315620661	2	1
"Chamaedorea moliniana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0940217077732086	1	1
"Chamaedorea neurochlamys"	101	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	46	63	364	439292.59070127	0.0948236105839104	8	5
"Chamaedorea palmeriana"	90	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	22	36	244	27825.3544991063	0.0153880320385926	4	2
"Chamaedorea parvifolia"	32	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	12	15	104	6527.86592548149	0.0250977561736363	3	1
"Chamaedorea parvisecta"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.148319646716118	1	2
"Chamaedorea pauciflora"	317	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	157	189	976	1641321.98310234	0.055636892483221	13	6
"Chamaedorea piscifolia"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	4	32	132.298561794502	0.0520266741514206	1	1
"Chamaedorea pittieri"	16	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	5	6	44	1790.30157704875	0.0223352521716151	2	2
"Chamaedorea ponderosa"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	24	832.508042061528	0.00365798027875523	2	2
"Chamaedorea pumila"	55	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	25	35	196	81303.4688905141	0.0332167701668699	4	3
"Chamaedorea pygmaea"	35	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	8	12	92	239699.298516738	0.0287088134326041	5	4
"Chamaedorea radicalis"	33	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	18	20	112	357329.421550573	0.0176212980101506	7	1
"Chamaedorea recurvata"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	16	8.45481176260683	0.0133029315620661	2	1
"Chamaedorea ricardoi"	8	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	6	8	32	8137.03400861335	0.0741995458956808	2	1
"Chamaedorea robertii"	44	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	18	22	144	28286.623091497	0.0225729789288545	4	2
"Chamaedorea rojasiana"	21	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	10	11	76	89252.4798291201	0.0671254296654037	8	3
"Chamaedorea rosibeliae"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.0088589716469869	1	1
"Chamaedorea rossteniorum"	23	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	11	80	17505.104267996	0.03962435423518	4	2
"Chamaedorea sartorii"	50	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	22	31	180	275798.073321528	0.0524551585502923	8	4
"Chamaedorea scheryi"	73	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	28	37	232	29688.859726036	0.0172920439054245	5	2
"Chamaedorea schippii"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	32	9752.55286426207	0.0220796784124104	2	4
"Chamaedorea seifrizii"	211	"NE"	"NE"	"Possibly Threatened,Threatened"	"nonLC"	"NOT_ASSESSED"	76	116	692	8826821.24875214	0.100055519903302	9	4
"Chamaedorea serpens"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	24	498.08752327739	0.0360631280793593	1	1
"Chamaedorea simplex"	7	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	4	4	28	10997.7885038738	0.0866534300148487	2	2
"Chamaedorea smithii"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0119187850505114	1	1
"Chamaedorea stenocarpa"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	1213.92986971026	0.0415524265595845	3	3
"Chamaedorea stricta"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	4	4	20	70956.9100424256	0.0415994770824909	4	4
"Chamaedorea subjectifolia"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	8	52	977.767362184082	0.0490604404670497	3	2
"Chamaedorea tenerrima"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0663693621754646	1	1
"Chamaedorea tepejilote"	361	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	177	225	1188	1219163.92903911	0.0604866276744436	20	11
"Chamaedorea tuerckheimii"	13	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	7	10	48	62463.5646656162	0.0425779005655876	4	4
"Chamaedorea undulatifolia"	46	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	9	21	144	6932.20389741228	0.0214877474860734	3	1
"Chamaedorea verapazensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0663693621754646	1	1
"Chamaedorea verecunda"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	2	16	6.76013594963908	0.0133029315620661	1	1
"Chamaedorea vulgata"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	7441.95505626999	0.0340506676584482	2	2
"Chamaedorea warscewiczii"	103	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	37	54	344	241849.477229626	0.029627979425623	9	3
"Chamaedorea whitelockiana"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0195756703615189	1	2
"Chamaedorea woodsoniana"	64	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	37	43	224	700587.214837789	0.04029146873836	16	10
"Chamaedorea zamorae"	53	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	14	19	136	10069.7063020737	0.03410226208562	3	1
"Chelyocarpus chuco"	10	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	6	7	28	41229.6727538857	0.0983429943211377	2	2
"Chelyocarpus dianeurus"	27	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	10	12	80	15348.0598724335	0.0170659270154795	2	1
"Chelyocarpus repens"	15	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	7	8	40	46670.9319006261	0.0280265018770782	4	2
"Chelyocarpus ulei"	86	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	36	43	236	906596.561641241	0.0549249341586188	8	4
"Clinostigma collegarum"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	1.59366945767826	0.00745394686236978	1	1
"Clinostigma gronophyllum"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.0356023572385311	1	1
"Clinostigma ponapense"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	3	24	44.3174037489591	NA	1	1
"Coccothrinax alta"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	790	0.0359791535884142	2	2
"Coccothrinax argentata"	15	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	7	7	40	503720.36584235	0.0295611531784137	5	5
"Coccothrinax argentea"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	48	21825.1238814783	0.0526019331211081	2	2
"Coccothrinax boschiana"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	141	0.0333112317603081	2	1
"Coccothrinax ekmanii"	1	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.00115628307685256	1	1
"Coccothrinax gracilis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	8	2777	0.0934565849602222	1	2
"Coccothrinax hioramii"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	0.0321635194122791	1	1
"Coccothrinax jamaicensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0307317264378071	1	1
"Coccothrinax litoralis"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	0.160223230719566	0	1
"Coccothrinax orientalis"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	0.0446111261844635	1	1
"Coccothrinax spissa"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	7	36	7878.39475197483	0.0373700441171726	2	2
"Coccothrinax yunquensis"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.466000437736511	1	1
"Coccothrinax yuraguana"	1	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	1	1	4	NA	0.105946332216263	1	1
"Cocos nucifera"	576	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	349	392	1900	281023148.313101	0.0490836775855207	125	10
"Colpothrinax aphanopetala"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	32	58402.309260422	0.0455432014370506	3	3
"Colpothrinax cookii"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	7	48	18223.866297156	0.0452520862633649	3	3
"Copernicia alba"	96	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	57	66	324	4258261.66978421	0.053547396054455	14	4
"Copernicia berteroana"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	5	20	15937.1226148959	0.0260141418936352	2	2
"Copernicia curtissii"	3	"NE"	"NE"	"Not Threatened"	"LC"	"NOT_ASSESSED"	3	3	12	63.5544500544062	0.0430992854138215	2	1
"Copernicia ekmanii"	1	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0366190187633038	1	1
"Copernicia prunifera"	51	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	46	188	2530085.97598816	0.0419759848383347	8	3
"Copernicia yarey"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0198082495480776	1	1
"Corypha lecomtei"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	2	12	2379.93829013947	0.235906346390645	2	4
"Cryosophila bartlettii"	4	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	2	2	8	11.4481466317633	0.0397273488342762	1	1
"Cryosophila cookii"	6	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	3	3	16	510.731094619089	0.0806332590679328	1	1
"Cryosophila grayumii"	26	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	9	9	60	7969.34155005491	0.056599599452546	3	1
"Cryosophila guagara"	31	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	11	15	92	9600.38015252045	0.0477259928931392	3	2
"Cryosophila kalbreyeri"	22	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	19	19	80	93554.0285752309	0.0810309140942991	7	2
"Cryosophila macrocarpa"	4	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	12	0.705557634657443	0.016841784119606	1	1
"Cryosophila stauracantha"	180	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	66	93	556	475664.106348469	0.113891430241832	8	4
"Cryosophila warscewiczii"	108	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	53	316	138003.586130612	0.073922285769152	6	4
"Cryosophila williamsii"	8	"NE"	"NE"	"EW"	"nonLC"	"NOT_ASSESSED"	4	4	20	1180.41625511823	0.0955254202708602	2	1
"Cyrtostachys bakeri"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.0128148067742586	1	1
"Cyrtostachys excelsa"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	0.00884690266541182	0.0237096585333347	1	1
"Cyrtostachys loriae"	33	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	23	23	100	949877.612731654	0.0498104206794365	8	3
"Cyrtostachys renda"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	7	32	821667.00970871	0.163058700246943	4	4
"Desmoncus chinantlensis"	88	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	42	56	304	177716.264277516	0.105031096872567	5	8
"Desmoncus cirrhifer"	24	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	21	22	96	269931.280085009	0.0306705158436671	6	3
"Desmoncus costaricensis"	11	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	7	8	40	16862.8033034858	0.0555936065925793	3	1
"Desmoncus giganteus"	138	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	72	84	468	1347311.48837204	0.0499091814235199	11	4
"Desmoncus horridus"	40	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	35	35	148	7214028.21710697	0.0293835602307809	19	11
"Desmoncus interjectus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.00591171998530626	1	1
"Desmoncus kunarius"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	2	3	16	354.784209163698	0.0638187956064939	2	1
"Desmoncus latisectus"	9	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	8	8	32	153496.943239127	0.0531211060782274	3	1
"Desmoncus leptoclonos"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	13	13	60	1212916.37810222	0.0656135741155595	4	4
"Desmoncus loretanus"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	20	1267.32402821299	0.103047984832665	3	1
"Desmoncus madrensis"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	5	6	36	8763.36450826215	0.0984361071346535	1	1
"Desmoncus mitis"	339	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	157	213	1164	4577914.6136804	0.0533673831247615	17	6
"Desmoncus moorei"	25	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	20	21	100	41420.6927778132	0.214333738908172	3	2
"Desmoncus myriacanthos"	27	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	18	92	209794.219892212	0.0522670751023624	5	3
"Desmoncus obovoideus"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	6	6	28	1320.20357980095	0.0500110849472029	2	1
"Desmoncus orthacanthos"	76	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	55	62	288	4072681.94325007	0.118272658581478	12	2
"Desmoncus osensis"	7	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	5	24	1847.37050082211	0.033785668866975	1	1
"Desmoncus parvulus"	25	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	17	19	96	2216026.03761929	0.0568790771719068	8	6
"Desmoncus polyacanthos"	435	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	263	304	1500	11018333.1545233	0.060245011118341	42	13
"Desmoncus prunifer"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.112172268331051	1	1
"Desmoncus pumilus"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.00659621367231011	1	2
"Desmoncus setosus"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	4	4	16	82422.4296164353	0.1858450404834	3	2
"Desmoncus stans"	24	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	5	6	68	1146.68081592151	0.0317994519136846	2	1
"Desmoncus vacivus"	45	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	25	31	156	76287.3697285801	0.0530929152025945	4	3
"Dictyocaryum fuscum"	1	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0292323473840952	1	1
"Dictyocaryum lamarckianum"	92	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	44	50	264	2253283.20966504	0.0303109041010232	11	6
"Dictyocaryum ptarianum"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	8	9	48	582357.672100878	0.0140401924533459	4	5
"Dictyosperma album"	1	"NE"	"NE"	"CR"	"nonLC"	"NOT_ASSESSED"	1	1	4	NA	0.0136193884536624	1	3
"Dransfieldia micrantha"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	3	3	12	1247.31311835818	0.0110682792728767	1	1
"Drymophloeus litigiosus"	21	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	11	11	72	45557.7885174242	0.0649506602037166	3	2
"Drymophloeus oliviformis"	9	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	6	7	36	139609.509834012	0.147857544426289	3	2
"Dypsis commersoniana"	3	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	2	2	8	6.24544332978058	0.0864610522985458	1	1
"Dypsis henrici"	2	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	2	2	8	126	0.0977603122591972	1	1
"Dypsis heteromorpha"	9	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	6	6	32	1773.04077061421	0.0811317327121894	3	1
"Dypsis lanceolata"	13	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	2	5	24	384.424044135719	0.0269310033092132	1	1
"Dypsis lilacina"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	1.54285006225109e-06	0.0775587111711502	1	1
"Dypsis pustulata"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	12	0.0467517025470585	0.0775587111711502	1	1
"Dypsis subacaulis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.0775587111711502	1	1
"Dypsis tsaratananensis"	1	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	1	1	4	NA	0.0145139284431934	1	1
"Elaeis oleifera"	100	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	72	75	336	4215710.31353909	0.0583549084712286	23	10
"Eleiodoxa conferta"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	18	18	72	1396144.81547853	0.192743743562864	8	4
"Eugeissona minor"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	1	1	8	NA	0.145983666181564	1	1
