"mtry" "Accuracy" "Kappa" "AccuracySD" "KappaSD"
1 0.747370600414079 0.472104035613462 0.0857624444150415 0.180650164299281
2 0.745926030491248 0.472781721562161 0.0888170208417996 0.185237042385841
3 0.745491247882552 0.472817521264496 0.0872898244167413 0.181685710835013
4 0.74873611895351 0.480122716088148 0.0909191043175283 0.18912651148168
5 0.743360624882364 0.46863932070404 0.0892762539668767 0.186844093144116
6 0.742076039902127 0.467084149227555 0.0877499089008694 0.183275382639701
7 0.743026538678713 0.469432801613317 0.0897543489595743 0.187308975708378
8 0.74077169207604 0.464217085842175 0.0896020839983506 0.186979594699158
