"mtry" "Accuracy" "Kappa" "AccuracySD" "KappaSD"
1 0.739115377376247 0.45771287275378 0.0858734094874682 0.180280951538203
2 0.74025597590815 0.463841001731148 0.0953215183226026 0.19691210956367
3 0.743089591567852 0.471539345339097 0.0938738807554638 0.19299989722608
4 0.74077169207604 0.467991430466558 0.0888625853640104 0.183193888157766
5 0.734920007528703 0.455237390794547 0.0859427905066631 0.178355129439538
6 0.732667043101826 0.451192243973181 0.0926562341449889 0.190840600354907
7 0.73328345567476 0.452123635455971 0.08905426877615 0.184015279526117
8 0.732882552230378 0.450573539792213 0.100404365929184 0.207460885201331
