"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"HFI"	"HPD"	"FLO"	"Tseas"	"Pseas"	"Tflex"	"Pflex"	"ECO"	"TDWG3"
"Acoelorrhaphe wrightii"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0185810810810811	0.0136986301369863	0.00610687022900763	0.00104667435735662	0.594451978141268	0.0325439811527874	0.0950948413411065	0.257047177022789	0.334306987594851	0.662047053594066	0.14356065186961	0.04	0.261904761904762
"Acrocomia aculeata"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0185810810810811	0.0136986301369863	0.00458015267175573	0.0295752251553154	0.470033376082799	0.139416737966938	0.0663853502387772	0.169490187062259	0.359723214574738	0.680817322886626	0.0952796515514099	0.064	0.619047619047619
"Acrocomia glaucescens"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00506756756756757	0.00342465753424658	0.00114503816793893	7.95707066943156e-05	0.4512425364975	0.0158154143294284	0.0861876738182309	0.201906570825025	0.40581958776134	0.550021935204995	0.0531830528287593	0.008	0
"Acrocomia hassleri"	28	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0236486486486486	0.0171232876712329	0.00725190839694656	0.00435184640331238	0.388949769434375	0.00896509168685809	0.338703796747475	0.340811179452416	0.22445391707975	0.541155604038682	0.296206605327406	0.024	0.0238095238095238
"Acrocomia intumescens"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0135135135135135	0.0091324200913242	0.00305343511450382	0.00229044996363666	0.652212564072256	0.57085936621353	0.0535908426012999	0.13118174797954	0.439842707270187	0.779650731831187	0.100812742783179	0.048	0
"Acrocomia totai"	14	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0202702702702703	0.0136986301369863	0.0049618320610687	0.00772545254352493	0.417089420050058	0.0181281450521776	0.0871008173220035	0.288101419808262	0.247168646172018	0.59424733072514	0.236054627620253	0.064	0.119047619047619
"Actinorhytis calapparia"	16	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0219594594594595	0.0148401826484018	0.00534351145038168	0.00230307611400413	0.284498312121314	0.00693568314927805	0.0516617741718196	0.0548427863154409	0.112267602774464	0.862938447476606	0.583511074708395	0.048	0.0238095238095238
"Adonidia dransfieldii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.532184401622145	0.0489610144126384	0.474657420178714	0.0508382692069457	0.154598500393972	0.926706539300974	0.390980786055814	0.008	0
"Adonidia merrillii"	3	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.000763358778625954	0.000654382874099208	0.574480461350251	0.320446804890323	0.156597662451142	0.0592414808388344	0.321081973788331	0.896374331316172	0.148378981898733	0.016	0.0238095238095238
"Aiphanes acaulis"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.00152671755725191	1.46591239228407e-05	0.421884826126392	0.00725097949017018	0.030788155537102	0.0187610850667223	0.0766968536707159	0.886971905796644	0.692041514024735	0.016	0
"Aiphanes bicornis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0.000381679389312977	2.09423603443046e-10	0.422286566860711	0.00516639448905018	0.121006146213686	0.0443925955863892	0.362418273645987	0.8787801986694	0.180616094173761	0.008	0
"Aiphanes buenaventurae"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.339106135797459	0.00218482423654582	0.0794949450400254	0.0242251423315039	0.196240741211127	0.947332077109219	0.205584658958261	0.008	0
"Aiphanes chiribogensis"	27	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0.0101351351351351	0.0102739726027397	0.00534351145038168	1.4990167456024e-05	0.347996021682636	0.0195746179319882	0.0481610921874761	0.0148953781136674	0.263282144180102	0.808766204155734	0.235126219321885	0.016	0
"Aiphanes concinna"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0118243243243243	0.0091324200913242	0.00419847328244275	0.00025799084439799	0.461138026032867	0.0782217964955826	0.0495317944462401	0.0286332116184339	0.155395415808589	0.783926406974367	0.424026070023743	0.032	0
"Aiphanes deltoidea"	15	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.0135135135135135	0.0114155251141553	0.0049618320610687	0.000227449638931739	0.0904868306055459	0.000636102420274236	0.0312598689112647	0.0417904615234852	0.049839614857976	0.84611453641544	0.761954646334379	0.032	0.0476190476190476
"Aiphanes duquei"	2	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	4.27011086881364e-08	0.791828805404353	0.40319711403752	0.039253444601431	0.0141105765835933	0.15563807129668	0.806704529367239	0.379293858729033	0.008	0
"Aiphanes eggersii"	12	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0101351351351351	0.00684931506849315	0.00267175572519084	4.94561780503331e-05	0.4696860962571	0.0119694918394857	0.0994546187967832	0.111869713436384	0.646410905031466	0.806247537602272	0.0180778256266118	0.032	0
"Aiphanes erinacea"	59	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0253378378378378	0.0251141552511416	0.0129770992366412	8.7294210475974e-05	0.366979579476673	0.00705177782405522	0.0337218330991383	0.0246633224621745	0.251044853332931	0.836240429776439	0.266605285509969	0.024	0.0238095238095238
"Aiphanes gelatinosa"	4	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	8.60691269473879e-09	0.3902239911073	0.00312445649234932	0.0361781405844502	0.0178815232269876	0.166961764685366	0.869221686479342	0.322639831045724	0.008	0.0238095238095238
"Aiphanes graminifolia"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0	0	0.000381679389312977	NA	0.521301837718308	0.00750515544994329	0.0280956204588993	0.0519692555040423	0.220679435865052	0.733327951400534	0.255524265690295	0.008	0
"Aiphanes hirsuta"	89	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	0.0692567567567568	0.0547945205479452	0.0255725190839695	0.00195658835089561	0.395953956724863	0.0108753442575533	0.0419807917890414	0.0334137454562768	0.187316667166925	0.859743038346981	0.373307047293316	0.064	0.0714285714285714
"Aiphanes horrida"	133	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.130067567567568	0.0981735159817352	0.0416030534351145	0.0167751451492046	0.302087928979239	0.0241455321825147	0.137355339914685	0.0897579970478954	0.254924360414585	0.740880250804576	0.247526299694046	0.176	0.119047619047619
"Aiphanes killipii"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.475656699878833	0.010028626971159	0.0672706506376098	0.0293750817953974	0.209710646794272	0.746534519590147	0.272240810062123	0.008	0
"Aiphanes leiostachys"	2	"NE"	"NE"	"EN"	"nonLC"	"NOT_ASSESSED"	0	0	0.000381679389312977	NA	0.439010590554953	0.012956813055936	0.0402597335177253	0.0368153028117597	0.128256704297259	0.840051214742292	0.520174455413682	0.008	0
"Aiphanes lindeniana"	24	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0.0236486486486486	0.0182648401826484	0.0083969465648855	0.000292901348716937	0.57468083716471	0.156868778580331	0.0571705453169015	0.0235016058101989	0.178601217870906	0.790004186825588	0.37234435282567	0.032	0.0238095238095238
"Aiphanes linearis"	14	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	0.0168918918918919	0.0102739726027397	0.00419847328244275	0.000410364510996064	0.473252611665652	0.0873949001741883	0.0371808680461025	0.0277940463112542	0.197380827740054	0.815614150767163	0.312634335839367	0.032	0
"Aiphanes macroloba"	20	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0118243243243243	0.0091324200913242	0.0049618320610687	0.000199973190585281	0.29366910764771	0.0030387177850972	0.0245840773945659	0.0212884393991811	0.136555561382291	0.871478698503125	0.556716862744853	0.016	0.0238095238095238
"Aiphanes parvifolia"	10	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.0101351351351351	0.00799086757990868	0.00343511450381679	4.79080381899058e-05	0.455652750749135	0.0104360225553431	0.136684881466696	0.0365251437102905	0.179977492803735	0.849265107978122	0.349425962929627	0.024	0
"Aiphanes pilaris"	2	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0	0	0.000381679389312977	NA	0.427173130085539	0.0101382870636095	0.0158263451720924	0.0481810495851832	0.149943172466436	0.779228975300121	0.490740712516604	0.008	0
"Aiphanes simplex"	48	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.0219594594594595	0.0285388127853881	0.0145038167938931	0.000326453805331242	0.564888826292984	0.0982200553057135	0.0986437082537477	0.0231126962123927	0.158712377834835	0.818612460438564	0.414678543756664	0.048	0
"Aiphanes spicata"	5	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.00675675675675676	0.0045662100456621	0.00152671755725191	1.24172534287135e-05	0.362138069915026	0.00651588046681393	0.257736813148458	0.0365334465406802	0.115950698554233	0.734041634473497	0.521567158253937	0.016	0
"Aiphanes tricuspidata"	30	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0253378378378378	0.0194063926940639	0.00725190839694656	0.000286390286429757	0.403939136940705	0.014977852726367	0.0752079187453296	0.0513756689061141	0.3202365690645	0.86870935761128	0.34284815123419	0.04	0.0238095238095238
"Aiphanes truncata"	10	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.00675675675675676	0.0045662100456621	0.00267175572519084	9.19215955820058e-06	0.159523105254203	0.000544485591705346	0.0726687189896338	0.139131814552342	0.324246909455648	0.650672793213566	0.175105881034634	0.016	0
"Aiphanes ulei"	157	"NE"	"NE"	"LC"	"LC"	"NOT_ASSESSED"	0.123310810810811	0.0936073059360731	0.0419847328244275	0.00253293277477159	0.207859595865224	0.0028115061415022	0.0636672042355939	0.0443789054872205	0.0849631875503531	0.837583922383892	0.655647914906501	0.056	0.0714285714285714
"Aiphanes weberbaueri"	51	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.0591216216216216	0.0445205479452055	0.016793893129771	0.00240218974861523	0.217752188864126	0.00596970063967495	0.0995835455868695	0.044912929053807	0.134391691630613	0.786451419318253	0.546221810507509	0.064	0.0238095238095238
"Allagoptera campestris"	261	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.228040540540541	0.190639269406393	0.0812977099236641	0.0113103356495379	0.417190147821591	0.028545943067344	0.176956203063069	0.250719031398293	0.331217908722671	0.582975586573284	0.180495137918369	0.104	0.142857142857143
"Allagoptera caudescens"	64	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0810810810810811	0.0593607305936073	0.0229007633587786	0.000607411361816742	0.47311005572703	0.0259432895151637	0.194661502274784	0.212122493680587	0.217378026091969	0.736274146599851	0.374072070568833	0.056	0.0238095238095238
"Allagoptera leucocalyx"	99	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.118243243243243	0.0878995433789954	0.0324427480916031	0.0136725575474912	0.29343876606284	0.0108769712143593	0.123225024829586	0.258589973114745	0.309101450154924	0.591757391699204	0.166324890739667	0.104	0.166666666666667
"Allagoptera robusta"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	3.9142682964125e-08	0.411450602936634	0.00080580245498323	0.0443263875085712	0.149365301214147	0.440311307357382	0.638483014330811	0.0414022246146458	0.008	0
"Ammandra decasperma"	40	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.027027027027027	0.0194063926940639	0.0103053435114504	0.000688700222441972	0.278554390551413	0.00443925445596987	0.0488932170823449	0.0406317530109113	0.0862061752902761	0.874300170187479	0.627447832413148	0.024	0.0238095238095238
"Aphandra natalia"	92	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.0405405405405405	0.0353881278538813	0.0232824427480916	0.000869668543258237	0.174473005245086	0.00122731470446898	0.104245798442055	0.0397982128111704	0.106019401127591	0.814544665259519	0.573132912757554	0.048	0.0476190476190476
"Archontophoenix alexandrae"	86	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0810810810810811	0.0742009132420091	0.0293893129770992	0.0364670270432421	0.53987326504074	0.108673146164366	0.0458134403650734	0.40820908318476	0.311660405561169	0.574983360180806	0.198300623330136	0.048	0
"Archontophoenix cunninghamiana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.456647788053654	2.0160021161737e-05	0.308479645847688	0.435710568588363	0.203209666895485	0.599876889282883	0.247578857695511	0.008	0.0238095238095238
"Archontophoenix maxima"	9	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00506756756756757	0.00342465753424658	0.00267175572519084	3.93249054156721e-06	0.283257732853513	0.00235546287528899	0.0274434125248995	0.353038642487298	0.494262943762257	0.612479097736094	0.0731938989715953	0.016	0
"Archontophoenix myolensis"	2	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0	0	0.000381679389312977	NA	0.36684775540959	0.0108160356589357	0.0715052666163792	0.318428825143622	0.48990164518207	0.70206155737538	0.0995321972208653	0.008	0
"Archontophoenix purpurea"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00675675675675676	0.00570776255707763	0.00343511450381679	5.71471846986657e-06	0.193694737367284	0.00118449088949457	0.00648029292392292	0.309684235659459	0.491301503055872	0.68505185142172	0.0873006586885993	0.008	0
"Archontophoenix tuckeri"	18	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0185810810810811	0.0136986301369863	0.00648854961832061	3.90384817913979e-05	0.137154342933657	2.06283200613223e-05	0.0179949045319531	0.216942412716597	0.592978909352051	0.739364660251139	0.0266717039886458	0.008	0
"Areca arundinacea"	6	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.00114503816793893	2.9853937779571e-05	0.260082889247221	0.0050731936156127	0.300532150674583	0.0388263096433275	0.0896720711897597	0.924818544613732	0.653954968976289	0.008	0
"Areca caliso"	5	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00675675675675676	0.0045662100456621	0.00152671755725191	1.49838702053126e-05	0.452479577656638	0.0728011826848792	0.152766082040351	0.104726582486717	0.181083932821061	0.889658726484526	0.422889327947793	0.024	0
"Areca chaiana"	3	"NE"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.000763358778625954	2.55403489106621e-07	0.511749174301984	0.0293893815558744	0.315493839648165	0.0432627349309018	0.145193222556452	0.903865807323842	0.444072145190773	0.008	0
"Areca churchii"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0.000381679389312977	NA	0.0803490306037418	0.00295157685524564	0.0475738702683462	0.0217553243176406	0.0886164999287287	0.871785755379012	0.639674005200243	0.008	0
"Areca dayung"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0	0	0	NA	0.509784497661	0.0262872962594849	0.526810140462509	0.0402909330756114	0.117317255286917	0.946332021511715	0.627099215974338	0.008	0
"Areca dransfieldii"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	3.97580142396367e-07	0.296071439294524	0.00667631361505784	0.690476530811531	0.0315135924315564	0.101936668841216	0.922362275732939	0.652924722828346	0.008	0
"Areca furcata"	22	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0320945945945946	0.021689497716895	0.00763358778625954	0.000742537758634142	0.200309593903793	0.0106540756686537	0.247225236931889	0.0310506422112144	0.0972399981012452	0.907826400697512	0.588456199250399	0.024	0
"Areca gurita"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.477877528406988	0.0448321022741749	0.490368425085067	0.043349515654765	0.156893833934418	0.923618960928457	0.466913693160809	0.008	0
"Areca hutchinsoniana"	4	"NE"	"NE"	"NT"	"nonLC"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.00114503816793893	4.0518270565298e-06	0.462271255297295	0.0469777510222481	0.124372765834623	0.030597571617021	0.25247327882174	0.901336284551162	0.302226170993178	0.008	0
"Areca insignis"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0101351351351351	0.00684931506849315	0.00267175572519084	0.000108126501157974	0.373229819707184	0.0166111571024526	0.330118412389322	0.0384404991461355	0.108656981793734	0.935796808286737	0.624188076021603	0.016	0
"Areca ipot"	3	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000763358778625954	7.68541463471802e-08	0.363993867545354	0.0382636398819496	0.0759756873392738	0.15508470985602	0.261293747108849	0.859410528685973	0.2454377793306	0.008	0
"Areca jugahpunya"	4	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.00114503816793893	0.000113679243819788	0.214239008732909	0.0180877975866606	0.235103492829183	0.0312960096634926	0.103483848092579	0.899574592059065	0.57002929723586	0.016	0
"Areca kinabaluensis"	24	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0287162162162162	0.0205479452054795	0.00877862595419847	0.00143035594310389	0.33472210540184	0.0129471567960493	0.229679829284728	0.0360380125791034	0.0842565851102122	0.909006226958421	0.64471949996215	0.024	0
"Areca laosensis"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.000763358778625954	0.000319446234014665	0.373368710575711	0.0150601213176276	0.109730180381468	0.3005442599841	0.4899165509909	0.612000698872834	0.0231850548986527	0.024	0.0476190476190476
"Areca minuta"	79	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.089527027027027	0.0719178082191781	0.0286259541984733	0.00124742848425743	0.278125882069943	0.0107851554310577	0.282921236929266	0.0374610844260821	0.104651845909104	0.918848499451552	0.575788703612445	0.04	0
"Areca mogeana"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.033483235598793	0.00198221468185918	0.0388151181304709	0.0164096801623151	0.0797699253902737	0.872954699894193	0.665383868906822	0.008	0
"Areca montana"	3	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00337837837837838	0.00228310502283105	0.000763358778625954	1.20478218945682e-05	0.373771657180709	0.0238187512574216	0.277001144081182	0.0185744501439549	0.160329204985939	0.8971505657966	0.42276349832836	0.016	0.0714285714285714
"Areca rheophytica"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0152027027027027	0.0102739726027397	0.00458015267175573	3.00357788926451e-05	0.327773381808857	0.00392937477095721	0.389440264809767	0.0482064592796051	0.0863125562665145	0.923093974766877	0.55606451913145	0.016	0
"Areca riparia"	2	"Data Deficient"	"NE"	"Data Deficient"	"NE"	"NOT_ASSESSED"	0	0	0.000381679389312977	NA	0.372777578925905	0.0132011773088338	0.17440704759691	0.100154256648187	0.550811656657644	0.815437907456297	0.0187449719955581	0.008	0
"Areca songthanhensis"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.371514652532236	0.00526347390411693	0.161188196797626	0.247324539004834	0.368921615164692	0.732901389775065	0.0822268431981223	0.016	0
