"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"HFI"	"HPD"	"FLO"	"Tseas"	"Pseas"	"Tflex"	"Pflex"	"ECO"	"TDWG3"
"Areca subacaulis"	7	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0.00844594594594595	0.00570776255707763	0.00229007633587786	4.34813338350546e-06	0.538998127824418	0.0632346785890012	0.331578236357414	0.0498473468159018	0.243741091414249	0.911747700808587	0.316972165090758	0.016	0
"Areca triandra"	47	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0608108108108108	0.04337899543379	0.016030534351145	0.0108006852002538	0.421827744384936	0.0457549375274829	0.166414714097215	0.20307703220889	0.40401889841655	0.763973070485293	0.0980478435534397	0.104	0.285714285714286
"Areca triginticollina"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0.000381679389312977	NA	0.188088798580499	0.0135107628816383	0.326131683446016	0.0308306756243397	0.147255411304603	0.929358281183479	0.467818228745798	0.008	0
"Areca tunku"	2	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.227879586837456	0.0209453537810889	0.279172718695332	0.0339075819443927	0.0871083506636844	0.873540615165075	0.610482530211532	0.016	0.0476190476190476
"Areca vidaliana"	6	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.00844594594594595	0.00570776255707763	0.00190839694656489	0.00015355331168084	0.326784965443362	0.019371768980113	0.171054692280938	0.0573807142535022	0.245821450450712	0.934021382201818	0.280050037582763	0.016	0.0238095238095238
"Areca whitfordii"	1	"NE"	"NE"	"Threatened"	"nonLC"	"NOT_ASSESSED"	0	0	0	NA	0.4692411217802	0.0961016074459879	0.0482432037606645	0.119834417625404	0.209905457434689	0.884021119902043	0.355888851335035	0.008	0
"Arenga australasica"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0236486486486486	0.0159817351598174	0.00572519083969466	0.00183099442872297	0.267719594901613	0.00712296637806894	0.0365154059161296	0.286549607659681	0.526599451547219	0.708510708439826	0.0751857957909054	0.024	0
"Arenga brevipes"	19	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0219594594594595	0.0159817351598174	0.00648854961832061	0.00539248183135483	0.391915498684677	0.0226334094061669	0.284006994764333	0.0338376268002185	0.112140710135596	0.903528222851885	0.545333337328007	0.04	0.0238095238095238
"Arenga caudata"	123	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.130067567567568	0.101598173515982	0.0393129770992366	0.00495029199382326	0.462698159207649	0.0515212179572682	0.216771929709938	0.24067839551649	0.430333250943647	0.738932289381314	0.068203943542151	0.128	0.166666666666667
"Arenga distincta"	15	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0236486486486486	0.0159817351598174	0.00534351145038168	0.000942857684952986	0.346237489220869	0.0131597500526506	0.374985445806674	0.0417912837312691	0.0920393225741574	0.927558375359534	0.621001232844375	0.024	0
"Arenga hastata"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0236486486486486	0.0159817351598174	0.00572519083969466	0.00261835257089388	0.461151075345149	0.109105234175191	0.388578172356607	0.0505808128631689	0.184683098947276	0.90826910126271	0.388198472526575	0.032	0.0714285714285714
"Arenga hookeriana"	13	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0135135135135135	0.0102739726027397	0.00419847328244275	0.000963916359045379	0.437951476412923	0.0274778797888844	0.213716980195443	0.100836890844196	0.353754160198041	0.819665454484904	0.13189441617287	0.024	0.0238095238095238
"Arenga listeri"	3	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0	0	0.000763358778625954	1.33931295124299e-08	0.846009531249308	0.0055462599055053	NA	0.0545091620061551	0.316669846706734	1	0.137334499426607	0.008	0
"Arenga microcarpa"	117	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.118243243243243	0.0901826484018265	0.0374045801526718	0.0101172748980334	0.206915546476886	0.00300340758442632	0.0426599094603671	0.187530726495311	0.43566199200563	0.754424091680542	0.196025518708016	0.12	0.0476190476190476
"Arenga obtusifolia"	8	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0101351351351351	0.00684931506849315	0.00229007633587786	0.000924377091263705	0.422273455066349	0.0372772186743489	0.234645059921581	0.0623481181467892	0.242630476390283	0.864279141265504	0.262648374347597	0.024	0.0714285714285714
"Arenga pinnata"	19	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0304054054054054	0.0205479452054795	0.00687022900763359	0.0293785590036242	0.441438307922249	0.182429828178876	0.173089778095612	0.355979408103827	0.36418843307897	0.639095762755316	0.153006596542828	0.096	0.166666666666667
"Arenga plicata"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.400443540171602	0.0126995329771869	0.44916883278354	0.0284611705041173	0.145858244757395	0.928444194399781	0.458078324643588	0.008	0
"Arenga retroflorescens"	5	"NE"	"NE"	"Possibly Threatened"	"nonLC"	"NOT_ASSESSED"	0.00675675675675676	0.0045662100456621	0.00152671755725191	2.76897400028509e-05	0.428155136882672	0.0177809088784479	0.318951527421667	0.0542709178500917	0.152937206594723	0.926029376179395	0.449402413123121	0.008	0
"Arenga ryukyuensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.457480767814963	0.00771961841287749	0.123771189550577	0.578076291910361	0.115482368622044	0.657513030933078	0.549898713175717	0.008	0
"Arenga talamauensis"	1	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0	0	0	NA	0.189515610449741	0.0112626630755381	0.00504937634780221	0.0339416157268782	0.129379608562534	0.729342182771092	0.465789666457927	0.008	0
"Arenga tremula"	6	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.00844594594594595	0.00570776255707763	0.00190839694656489	0.00112572466757531	0.564065199657192	0.582974664477129	0.0935806754718053	0.0863738356426007	0.26159566641365	0.860102310868119	0.222730493933149	0.04	0
"Arenga undulatifolia"	36	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0489864864864865	0.0376712328767123	0.0133587786259542	0.00424431653771543	0.350847030221976	0.0216805390527612	0.242386732282635	0.0328928341757999	0.119015045474752	0.912577186141393	0.557136223431576	0.072	0.0476190476190476
"Arenga westerhoutii"	17	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.0219594594594595	0.0148401826484018	0.00534351145038168	0.00645072322709819	0.388663875024316	0.0260998101230065	0.203618966003029	0.284429814947455	0.436501221059375	0.638275906177683	0.0502519123814188	0.088	0.238095238095238
"Arenga wightii"	2	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0.00168918918918919	0.00114155251141553	0.000381679389312977	3.84523483736668e-05	0.592764238691227	0.488380793094114	0.0110950828583885	0.131245082055596	0.49762646559482	0.794106873183443	0.0249695618244909	0.016	0
"Asterogyne martiana"	365	"NE"	"NE"	"NE"	"NE"	"NOT_ASSESSED"	0.221283783783784	0.226027397260274	0.115267175572519	0.00406873274836639	0.434889394329794	0.00932010267559211	0.151665684564985	0.0789032372740537	0.255830861842985	0.850068458327685	0.205381827368855	0.12	0.166666666666667
"Asterogyne spicata"	1	"NE"	"NE"	"VU"	"nonLC"	"NOT_ASSESSED"	0	0	0	NA	0.351347981901834	0.0626224669070199	0.00520555871079418	0.0810602528655171	0.312812286255546	0.781191736624755	0.123431184437358	0.008	0
